param nf:= 100 ;
param nn:= 16 ;
param: E: d:=
 0 15 10
 0 1 10
 1 15 10
 1 2 10
 2 15 10
 2 3 10
 3 15 10
 3 4 10
 4 15 10
 4 5 10
 5 15 10
 5 6 10
 6 15 10
 6 7 10
 7 15 10
 7 8 10
 8 15 10
 8 9 10
 9 15 10
 9 10 10
 10 15 10
 10 11 10
 11 15 10
 11 12 10
 12 15 10
 12 13 10
 13 15 10
 13 14 10
 14 15 10
 14 0 10
 15 0 10
 1 0 10
 15 1 10
 2 1 10
 15 2 10
 3 2 10
 15 3 10
 4 3 10
 15 4 10
 5 4 10
 15 5 10
 6 5 10
 15 6 10
 7 6 10
 15 7 10
 8 7 10
 15 8 10
 9 8 10
 15 9 10
 10 9 10
 15 10 10
 11 10 10
 15 11 10
 12 11 10
 15 12 10
 13 12 10
 15 13 10
 14 13 10
 15 14 10
 0 14 10;
param s:=
4 0 15 1		4 0 1 1		4 1 15 1		4 1 2 1		4 2 15 1		4 2 3 1		4 3 15 1		4 3 4 1		4 4 15 1		4 4 5 1		4 5 15 1		4 5 6 1		4 6 15 1		4 6 7 1		4 7 15 1		4 7 8 1		4 8 15 1		4 8 9 1		4 9 15 1		4 9 10 1		4 10 15 1		4 10 11 1		4 11 15 1		4 11 12 1		4 12 15 1		4 12 13 1		4 13 15 1		4 13 14 1		4 14 15 1		4 14 0 1		4 15 0 1		4 1 0 1		4 15 1 1		4 2 1 1		4 15 2 1		4 3 2 1		4 15 3 1		4 4 3 1		4 15 4 1		4 5 4 1		4 15 5 1		4 6 5 1		4 15 6 1		4 7 6 1		4 15 7 1		4 8 7 1		4 15 8 1		4 9 8 1		4 15 9 1		4 10 9 1		4 15 10 1		4 11 10 1		4 15 11 1		4 12 11 1		4 15 12 1		4 13 12 1		4 15 13 1		4 14 13 1		4 15 14 1		4 0 14 1		
5 0 15 1		5 0 1 1		5 1 15 1		5 1 2 1		5 2 15 1		5 2 3 1		5 3 15 1		5 3 4 1		5 4 15 1		5 4 5 1		5 5 15 1		5 5 6 1		5 6 15 1		5 6 7 1		5 7 15 1		5 7 8 1		5 8 15 1		5 8 9 1		5 9 15 1		5 9 10 1		5 10 15 1		5 10 11 1		5 11 15 1		5 11 12 1		5 12 15 1		5 12 13 1		5 13 15 1		5 13 14 1		5 14 15 1		5 14 0 1		5 15 0 1		5 1 0 1		5 15 1 1		5 2 1 1		5 15 2 1		5 3 2 1		5 15 3 1		5 4 3 1		5 15 4 1		5 5 4 1		5 15 5 1		5 6 5 1		5 15 6 1		5 7 6 1		5 15 7 1		5 8 7 1		5 15 8 1		5 9 8 1		5 15 9 1		5 10 9 1		5 15 10 1		5 11 10 1		5 15 11 1		5 12 11 1		5 15 12 1		5 13 12 1		5 15 13 1		5 14 13 1		5 15 14 1		5 0 14 1		
6 0 15 1		6 0 1 1		6 1 15 1		6 1 2 1		6 2 15 1		6 2 3 1		6 3 15 1		6 3 4 1		6 4 15 1		6 4 5 1		6 5 15 1		6 5 6 1		6 6 15 1		6 6 7 1		6 7 15 1		6 7 8 1		6 8 15 1		6 8 9 1		6 9 15 1		6 9 10 1		6 10 15 1		6 10 11 1		6 11 15 1		6 11 12 1		6 12 15 1		6 12 13 1		6 13 15 1		6 13 14 1		6 14 15 1		6 14 0 1		6 15 0 1		6 1 0 1		6 15 1 1		6 2 1 1		6 15 2 1		6 3 2 1		6 15 3 1		6 4 3 1		6 15 4 1		6 5 4 1		6 15 5 1		6 6 5 1		6 15 6 1		6 7 6 1		6 15 7 1		6 8 7 1		6 15 8 1		6 9 8 1		6 15 9 1		6 10 9 1		6 15 10 1		6 11 10 1		6 15 11 1		6 12 11 1		6 15 12 1		6 13 12 1		6 15 13 1		6 14 13 1		6 15 14 1		6 0 14 1		
7 0 15 1		7 0 1 1		7 1 15 1		7 1 2 1		7 2 15 1		7 2 3 1		7 3 15 1		7 3 4 1		7 4 15 1		7 4 5 1		7 5 15 1		7 5 6 1		7 6 15 1		7 6 7 1		7 7 15 1		7 7 8 1		7 8 15 1		7 8 9 1		7 9 15 1		7 9 10 1		7 10 15 1		7 10 11 1		7 11 15 1		7 11 12 1		7 12 15 1		7 12 13 1		7 13 15 1		7 13 14 1		7 14 15 1		7 14 0 1		7 15 0 1		7 1 0 1		7 15 1 1		7 2 1 1		7 15 2 1		7 3 2 1		7 15 3 1		7 4 3 1		7 15 4 1		7 5 4 1		7 15 5 1		7 6 5 1		7 15 6 1		7 7 6 1		7 15 7 1		7 8 7 1		7 15 8 1		7 9 8 1		7 15 9 1		7 10 9 1		7 15 10 1		7 11 10 1		7 15 11 1		7 12 11 1		7 15 12 1		7 13 12 1		7 15 13 1		7 14 13 1		7 15 14 1		7 0 14 1		
8 0 15 1		8 0 1 1		8 1 15 1		8 1 2 1		8 2 15 1		8 2 3 1		8 3 15 1		8 3 4 1		8 4 15 1		8 4 5 1		8 5 15 1		8 5 6 1		8 6 15 1		8 6 7 1		8 7 15 1		8 7 8 1		8 8 15 1		8 8 9 1		8 9 15 1		8 9 10 1		8 10 15 1		8 10 11 1		8 11 15 1		8 11 12 1		8 12 15 1		8 12 13 1		8 13 15 1		8 13 14 1		8 14 15 1		8 14 0 1		8 15 0 1		8 1 0 1		8 15 1 1		8 2 1 1		8 15 2 1		8 3 2 1		8 15 3 1		8 4 3 1		8 15 4 1		8 5 4 1		8 15 5 1		8 6 5 1		8 15 6 1		8 7 6 1		8 15 7 1		8 8 7 1		8 15 8 1		8 9 8 1		8 15 9 1		8 10 9 1		8 15 10 1		8 11 10 1		8 15 11 1		8 12 11 1		8 15 12 1		8 13 12 1		8 15 13 1		8 14 13 1		8 15 14 1		8 0 14 1		
9 0 15 1		9 0 1 1		9 1 15 1		9 1 2 1		9 2 15 1		9 2 3 1		9 3 15 1		9 3 4 1		9 4 15 1		9 4 5 1		9 5 15 1		9 5 6 1		9 6 15 1		9 6 7 1		9 7 15 1		9 7 8 1		9 8 15 1		9 8 9 1		9 9 15 1		9 9 10 1		9 10 15 1		9 10 11 1		9 11 15 1		9 11 12 1		9 12 15 1		9 12 13 1		9 13 15 1		9 13 14 1		9 14 15 1		9 14 0 1		9 15 0 1		9 1 0 1		9 15 1 1		9 2 1 1		9 15 2 1		9 3 2 1		9 15 3 1		9 4 3 1		9 15 4 1		9 5 4 1		9 15 5 1		9 6 5 1		9 15 6 1		9 7 6 1		9 15 7 1		9 8 7 1		9 15 8 1		9 9 8 1		9 15 9 1		9 10 9 1		9 15 10 1		9 11 10 1		9 15 11 1		9 12 11 1		9 15 12 1		9 13 12 1		9 15 13 1		9 14 13 1		9 15 14 1		9 0 14 1		
10 0 15 1		10 0 1 1		10 1 15 1		10 1 2 1		10 2 15 1		10 2 3 1		10 3 15 1		10 3 4 1		10 4 15 1		10 4 5 1		10 5 15 1		10 5 6 1		10 6 15 1		10 6 7 1		10 7 15 1		10 7 8 1		10 8 15 1		10 8 9 1		10 9 15 1		10 9 10 1		10 10 15 1		10 10 11 1		10 11 15 1		10 11 12 1		10 12 15 1		10 12 13 1		10 13 15 1		10 13 14 1		10 14 15 1		10 14 0 1		10 15 0 1		10 1 0 1		10 15 1 1		10 2 1 1		10 15 2 1		10 3 2 1		10 15 3 1		10 4 3 1		10 15 4 1		10 5 4 1		10 15 5 1		10 6 5 1		10 15 6 1		10 7 6 1		10 15 7 1		10 8 7 1		10 15 8 1		10 9 8 1		10 15 9 1		10 10 9 1		10 15 10 1		10 11 10 1		10 15 11 1		10 12 11 1		10 15 12 1		10 13 12 1		10 15 13 1		10 14 13 1		10 15 14 1		10 0 14 1		
11 0 15 1		11 0 1 1		11 1 15 1		11 1 2 1		11 2 15 1		11 2 3 1		11 3 15 1		11 3 4 1		11 4 15 1		11 4 5 1		11 5 15 1		11 5 6 1		11 6 15 1		11 6 7 1		11 7 15 1		11 7 8 1		11 8 15 1		11 8 9 1		11 9 15 1		11 9 10 1		11 10 15 1		11 10 11 1		11 11 15 1		11 11 12 1		11 12 15 1		11 12 13 1		11 13 15 1		11 13 14 1		11 14 15 1		11 14 0 1		11 15 0 1		11 1 0 1		11 15 1 1		11 2 1 1		11 15 2 1		11 3 2 1		11 15 3 1		11 4 3 1		11 15 4 1		11 5 4 1		11 15 5 1		11 6 5 1		11 15 6 1		11 7 6 1		11 15 7 1		11 8 7 1		11 15 8 1		11 9 8 1		11 15 9 1		11 10 9 1		11 15 10 1		11 11 10 1		11 15 11 1		11 12 11 1		11 15 12 1		11 13 12 1		11 15 13 1		11 14 13 1		11 15 14 1		11 0 14 1		
12 0 15 1		12 0 1 1		12 1 15 1		12 1 2 1		12 2 15 1		12 2 3 1		12 3 15 1		12 3 4 1		12 4 15 1		12 4 5 1		12 5 15 1		12 5 6 1		12 6 15 1		12 6 7 1		12 7 15 1		12 7 8 1		12 8 15 1		12 8 9 1		12 9 15 1		12 9 10 1		12 10 15 1		12 10 11 1		12 11 15 1		12 11 12 1		12 12 15 1		12 12 13 1		12 13 15 1		12 13 14 1		12 14 15 1		12 14 0 1		12 15 0 1		12 1 0 1		12 15 1 1		12 2 1 1		12 15 2 1		12 3 2 1		12 15 3 1		12 4 3 1		12 15 4 1		12 5 4 1		12 15 5 1		12 6 5 1		12 15 6 1		12 7 6 1		12 15 7 1		12 8 7 1		12 15 8 1		12 9 8 1		12 15 9 1		12 10 9 1		12 15 10 1		12 11 10 1		12 15 11 1		12 12 11 1		12 15 12 1		12 13 12 1		12 15 13 1		12 14 13 1		12 15 14 1		12 0 14 1		
13 0 15 1		13 0 1 1		13 1 15 1		13 1 2 1		13 2 15 1		13 2 3 1		13 3 15 1		13 3 4 1		13 4 15 1		13 4 5 1		13 5 15 1		13 5 6 1		13 6 15 1		13 6 7 1		13 7 15 1		13 7 8 1		13 8 15 1		13 8 9 1		13 9 15 1		13 9 10 1		13 10 15 1		13 10 11 1		13 11 15 1		13 11 12 1		13 12 15 1		13 12 13 1		13 13 15 1		13 13 14 1		13 14 15 1		13 14 0 1		13 15 0 1		13 1 0 1		13 15 1 1		13 2 1 1		13 15 2 1		13 3 2 1		13 15 3 1		13 4 3 1		13 15 4 1		13 5 4 1		13 15 5 1		13 6 5 1		13 15 6 1		13 7 6 1		13 15 7 1		13 8 7 1		13 15 8 1		13 9 8 1		13 15 9 1		13 10 9 1		13 15 10 1		13 11 10 1		13 15 11 1		13 12 11 1		13 15 12 1		13 13 12 1		13 15 13 1		13 14 13 1		13 15 14 1		13 0 14 1		
14 0 15 1		14 0 1 1		14 1 15 1		14 1 2 1		14 2 15 1		14 2 3 1		14 3 15 1		14 3 4 1		14 4 15 1		14 4 5 1		14 5 15 1		14 5 6 1		14 6 15 1		14 6 7 1		14 7 15 1		14 7 8 1		14 8 15 1		14 8 9 1		14 9 15 1		14 9 10 1		14 10 15 1		14 10 11 1		14 11 15 1		14 11 12 1		14 12 15 1		14 12 13 1		14 13 15 1		14 13 14 1		14 14 15 1		14 14 0 1		14 15 0 1		14 1 0 1		14 15 1 1		14 2 1 1		14 15 2 1		14 3 2 1		14 15 3 1		14 4 3 1		14 15 4 1		14 5 4 1		14 15 5 1		14 6 5 1		14 15 6 1		14 7 6 1		14 15 7 1		14 8 7 1		14 15 8 1		14 9 8 1		14 15 9 1		14 10 9 1		14 15 10 1		14 11 10 1		14 15 11 1		14 12 11 1		14 15 12 1		14 13 12 1		14 15 13 1		14 14 13 1		14 15 14 1		14 0 14 1		
15 0 15 1		15 0 1 1		15 1 15 1		15 1 2 1		15 2 15 1		15 2 3 1		15 3 15 1		15 3 4 1		15 4 15 1		15 4 5 1		15 5 15 1		15 5 6 1		15 6 15 1		15 6 7 1		15 7 15 1		15 7 8 1		15 8 15 1		15 8 9 1		15 9 15 1		15 9 10 1		15 10 15 1		15 10 11 1		15 11 15 1		15 11 12 1		15 12 15 1		15 12 13 1		15 13 15 1		15 13 14 1		15 14 15 1		15 14 0 1		15 15 0 1		15 1 0 1		15 15 1 1		15 2 1 1		15 15 2 1		15 3 2 1		15 15 3 1		15 4 3 1		15 15 4 1		15 5 4 1		15 15 5 1		15 6 5 1		15 15 6 1		15 7 6 1		15 15 7 1		15 8 7 1		15 15 8 1		15 9 8 1		15 15 9 1		15 10 9 1		15 15 10 1		15 11 10 1		15 15 11 1		15 12 11 1		15 15 12 1		15 13 12 1		15 15 13 1		15 14 13 1		15 15 14 1		15 0 14 1		
16 0 15 1		16 0 1 1		16 1 15 1		16 1 2 1		16 2 15 1		16 2 3 1		16 3 15 1		16 3 4 1		16 4 15 1		16 4 5 1		16 5 15 1		16 5 6 1		16 6 15 1		16 6 7 1		16 7 15 1		16 7 8 1		16 8 15 1		16 8 9 1		16 9 15 1		16 9 10 1		16 10 15 1		16 10 11 1		16 11 15 1		16 11 12 1		16 12 15 1		16 12 13 1		16 13 15 1		16 13 14 1		16 14 15 1		16 14 0 1		16 15 0 1		16 1 0 1		16 15 1 1		16 2 1 1		16 15 2 1		16 3 2 1		16 15 3 1		16 4 3 1		16 15 4 1		16 5 4 1		16 15 5 1		16 6 5 1		16 15 6 1		16 7 6 1		16 15 7 1		16 8 7 1		16 15 8 1		16 9 8 1		16 15 9 1		16 10 9 1		16 15 10 1		16 11 10 1		16 15 11 1		16 12 11 1		16 15 12 1		16 13 12 1		16 15 13 1		16 14 13 1		16 15 14 1		16 0 14 1		
17 0 15 1		17 0 1 1		17 1 15 1		17 1 2 1		17 2 15 1		17 2 3 1		17 3 15 1		17 3 4 1		17 4 15 1		17 4 5 1		17 5 15 1		17 5 6 1		17 6 15 1		17 6 7 1		17 7 15 1		17 7 8 1		17 8 15 1		17 8 9 1		17 9 15 1		17 9 10 1		17 10 15 1		17 10 11 1		17 11 15 1		17 11 12 1		17 12 15 1		17 12 13 1		17 13 15 1		17 13 14 1		17 14 15 1		17 14 0 1		17 15 0 1		17 1 0 1		17 15 1 1		17 2 1 1		17 15 2 1		17 3 2 1		17 15 3 1		17 4 3 1		17 15 4 1		17 5 4 1		17 15 5 1		17 6 5 1		17 15 6 1		17 7 6 1		17 15 7 1		17 8 7 1		17 15 8 1		17 9 8 1		17 15 9 1		17 10 9 1		17 15 10 1		17 11 10 1		17 15 11 1		17 12 11 1		17 15 12 1		17 13 12 1		17 15 13 1		17 14 13 1		17 15 14 1		17 0 14 1		
18 0 15 1		18 0 1 1		18 1 15 1		18 1 2 1		18 2 15 1		18 2 3 1		18 3 15 1		18 3 4 1		18 4 15 1		18 4 5 1		18 5 15 1		18 5 6 1		18 6 15 1		18 6 7 1		18 7 15 1		18 7 8 1		18 8 15 1		18 8 9 1		18 9 15 1		18 9 10 1		18 10 15 1		18 10 11 1		18 11 15 1		18 11 12 1		18 12 15 1		18 12 13 1		18 13 15 1		18 13 14 1		18 14 15 1		18 14 0 1		18 15 0 1		18 1 0 1		18 15 1 1		18 2 1 1		18 15 2 1		18 3 2 1		18 15 3 1		18 4 3 1		18 15 4 1		18 5 4 1		18 15 5 1		18 6 5 1		18 15 6 1		18 7 6 1		18 15 7 1		18 8 7 1		18 15 8 1		18 9 8 1		18 15 9 1		18 10 9 1		18 15 10 1		18 11 10 1		18 15 11 1		18 12 11 1		18 15 12 1		18 13 12 1		18 15 13 1		18 14 13 1		18 15 14 1		18 0 14 1		
19 0 15 1		19 0 1 1		19 1 15 1		19 1 2 1		19 2 15 1		19 2 3 1		19 3 15 1		19 3 4 1		19 4 15 1		19 4 5 1		19 5 15 1		19 5 6 1		19 6 15 1		19 6 7 1		19 7 15 1		19 7 8 1		19 8 15 1		19 8 9 1		19 9 15 1		19 9 10 1		19 10 15 1		19 10 11 1		19 11 15 1		19 11 12 1		19 12 15 1		19 12 13 1		19 13 15 1		19 13 14 1		19 14 15 1		19 14 0 1		19 15 0 1		19 1 0 1		19 15 1 1		19 2 1 1		19 15 2 1		19 3 2 1		19 15 3 1		19 4 3 1		19 15 4 1		19 5 4 1		19 15 5 1		19 6 5 1		19 15 6 1		19 7 6 1		19 15 7 1		19 8 7 1		19 15 8 1		19 9 8 1		19 15 9 1		19 10 9 1		19 15 10 1		19 11 10 1		19 15 11 1		19 12 11 1		19 15 12 1		19 13 12 1		19 15 13 1		19 14 13 1		19 15 14 1		19 0 14 1		
20 0 15 1		20 0 1 1		20 1 15 1		20 1 2 1		20 2 15 1		20 2 3 1		20 3 15 1		20 3 4 1		20 4 15 1		20 4 5 1		20 5 15 1		20 5 6 1		20 6 15 1		20 6 7 1		20 7 15 1		20 7 8 1		20 8 15 1		20 8 9 1		20 9 15 1		20 9 10 1		20 10 15 1		20 10 11 1		20 11 15 1		20 11 12 1		20 12 15 1		20 12 13 1		20 13 15 1		20 13 14 1		20 14 15 1		20 14 0 1		20 15 0 1		20 1 0 1		20 15 1 1		20 2 1 1		20 15 2 1		20 3 2 1		20 15 3 1		20 4 3 1		20 15 4 1		20 5 4 1		20 15 5 1		20 6 5 1		20 15 6 1		20 7 6 1		20 15 7 1		20 8 7 1		20 15 8 1		20 9 8 1		20 15 9 1		20 10 9 1		20 15 10 1		20 11 10 1		20 15 11 1		20 12 11 1		20 15 12 1		20 13 12 1		20 15 13 1		20 14 13 1		20 15 14 1		20 0 14 1		
21 0 15 1		21 0 1 1		21 1 15 1		21 1 2 1		21 2 15 1		21 2 3 1		21 3 15 1		21 3 4 1		21 4 15 1		21 4 5 1		21 5 15 1		21 5 6 1		21 6 15 1		21 6 7 1		21 7 15 1		21 7 8 1		21 8 15 1		21 8 9 1		21 9 15 1		21 9 10 1		21 10 15 1		21 10 11 1		21 11 15 1		21 11 12 1		21 12 15 1		21 12 13 1		21 13 15 1		21 13 14 1		21 14 15 1		21 14 0 1		21 15 0 1		21 1 0 1		21 15 1 1		21 2 1 1		21 15 2 1		21 3 2 1		21 15 3 1		21 4 3 1		21 15 4 1		21 5 4 1		21 15 5 1		21 6 5 1		21 15 6 1		21 7 6 1		21 15 7 1		21 8 7 1		21 15 8 1		21 9 8 1		21 15 9 1		21 10 9 1		21 15 10 1		21 11 10 1		21 15 11 1		21 12 11 1		21 15 12 1		21 13 12 1		21 15 13 1		21 14 13 1		21 15 14 1		21 0 14 1		
22 0 15 1		22 0 1 1		22 1 15 1		22 1 2 1		22 2 15 1		22 2 3 1		22 3 15 1		22 3 4 1		22 4 15 1		22 4 5 1		22 5 15 1		22 5 6 1		22 6 15 1		22 6 7 1		22 7 15 1		22 7 8 1		22 8 15 1		22 8 9 1		22 9 15 1		22 9 10 1		22 10 15 1		22 10 11 1		22 11 15 1		22 11 12 1		22 12 15 1		22 12 13 1		22 13 15 1		22 13 14 1		22 14 15 1		22 14 0 1		22 15 0 1		22 1 0 1		22 15 1 1		22 2 1 1		22 15 2 1		22 3 2 1		22 15 3 1		22 4 3 1		22 15 4 1		22 5 4 1		22 15 5 1		22 6 5 1		22 15 6 1		22 7 6 1		22 15 7 1		22 8 7 1		22 15 8 1		22 9 8 1		22 15 9 1		22 10 9 1		22 15 10 1		22 11 10 1		22 15 11 1		22 12 11 1		22 15 12 1		22 13 12 1		22 15 13 1		22 14 13 1		22 15 14 1		22 0 14 1		
23 0 15 1		23 0 1 1		23 1 15 1		23 1 2 1		23 2 15 1		23 2 3 1		23 3 15 1		23 3 4 1		23 4 15 1		23 4 5 1		23 5 15 1		23 5 6 1		23 6 15 1		23 6 7 1		23 7 15 1		23 7 8 1		23 8 15 1		23 8 9 1		23 9 15 1		23 9 10 1		23 10 15 1		23 10 11 1		23 11 15 1		23 11 12 1		23 12 15 1		23 12 13 1		23 13 15 1		23 13 14 1		23 14 15 1		23 14 0 1		23 15 0 1		23 1 0 1		23 15 1 1		23 2 1 1		23 15 2 1		23 3 2 1		23 15 3 1		23 4 3 1		23 15 4 1		23 5 4 1		23 15 5 1		23 6 5 1		23 15 6 1		23 7 6 1		23 15 7 1		23 8 7 1		23 15 8 1		23 9 8 1		23 15 9 1		23 10 9 1		23 15 10 1		23 11 10 1		23 15 11 1		23 12 11 1		23 15 12 1		23 13 12 1		23 15 13 1		23 14 13 1		23 15 14 1		23 0 14 1		
24 0 15 1		24 0 1 1		24 1 15 1		24 1 2 1		24 2 15 1		24 2 3 1		24 3 15 1		24 3 4 1		24 4 15 1		24 4 5 1		24 5 15 1		24 5 6 1		24 6 15 1		24 6 7 1		24 7 15 1		24 7 8 1		24 8 15 1		24 8 9 1		24 9 15 1		24 9 10 1		24 10 15 1		24 10 11 1		24 11 15 1		24 11 12 1		24 12 15 1		24 12 13 1		24 13 15 1		24 13 14 1		24 14 15 1		24 14 0 1		24 15 0 1		24 1 0 1		24 15 1 1		24 2 1 1		24 15 2 1		24 3 2 1		24 15 3 1		24 4 3 1		24 15 4 1		24 5 4 1		24 15 5 1		24 6 5 1		24 15 6 1		24 7 6 1		24 15 7 1		24 8 7 1		24 15 8 1		24 9 8 1		24 15 9 1		24 10 9 1		24 15 10 1		24 11 10 1		24 15 11 1		24 12 11 1		24 15 12 1		24 13 12 1		24 15 13 1		24 14 13 1		24 15 14 1		24 0 14 1		
