param nf:= 100 ;
param nn:= 16 ;
param: E: d:=
 0 1 10
 0 4 10
 1 2 10
 1 5 10
 2 3 10
 2 6 10
 3 7 10
 4 5 10
 4 8 10
 5 6 10
 5 9 10
 6 7 10
 6 10 10
 7 11 10
 8 9 10
 8 12 10
 9 10 10
 9 13 10
 10 11 10
 10 14 10
 11 15 10
 12 13 10
 13 14 10
 14 15 10
 1 0 10
 4 0 10
 2 1 10
 5 1 10
 3 2 10
 6 2 10
 7 3 10
 5 4 10
 8 4 10
 6 5 10
 9 5 10
 7 6 10
 10 6 10
 11 7 10
 9 8 10
 12 8 10
 10 9 10
 13 9 10
 11 10 10
 14 10 10
 15 11 10
 13 12 10
 14 13 10
 15 14 10;
param s:=
6 0 1 1		6 0 4 1		6 1 2 1		6 1 5 1		6 2 3 1		6 2 6 1		6 3 7 1		6 4 5 1		6 4 8 1		6 5 6 1		6 5 9 1		6 6 7 1		6 6 10 1		6 7 11 1		6 8 9 1		6 8 12 1		6 9 10 1		6 9 13 1		6 10 11 1		6 10 14 1		6 11 15 1		6 12 13 1		6 13 14 1		6 14 15 1		6 1 0 1		6 4 0 1		6 2 1 1		6 5 1 1		6 3 2 1		6 6 2 1		6 7 3 1		6 5 4 1		6 8 4 1		6 6 5 1		6 9 5 1		6 7 6 1		6 10 6 1		6 11 7 1		6 9 8 1		6 12 8 1		6 10 9 1		6 13 9 1		6 11 10 1		6 14 10 1		6 15 11 1		6 13 12 1		6 14 13 1		6 15 14 1		
7 0 1 1		7 0 4 1		7 1 2 1		7 1 5 1		7 2 3 1		7 2 6 1		7 3 7 1		7 4 5 1		7 4 8 1		7 5 6 1		7 5 9 1		7 6 7 1		7 6 10 1		7 7 11 1		7 8 9 1		7 8 12 1		7 9 10 1		7 9 13 1		7 10 11 1		7 10 14 1		7 11 15 1		7 12 13 1		7 13 14 1		7 14 15 1		7 1 0 1		7 4 0 1		7 2 1 1		7 5 1 1		7 3 2 1		7 6 2 1		7 7 3 1		7 5 4 1		7 8 4 1		7 6 5 1		7 9 5 1		7 7 6 1		7 10 6 1		7 11 7 1		7 9 8 1		7 12 8 1		7 10 9 1		7 13 9 1		7 11 10 1		7 14 10 1		7 15 11 1		7 13 12 1		7 14 13 1		7 15 14 1		
8 0 1 1		8 0 4 1		8 1 2 1		8 1 5 1		8 2 3 1		8 2 6 1		8 3 7 1		8 4 5 1		8 4 8 1		8 5 6 1		8 5 9 1		8 6 7 1		8 6 10 1		8 7 11 1		8 8 9 1		8 8 12 1		8 9 10 1		8 9 13 1		8 10 11 1		8 10 14 1		8 11 15 1		8 12 13 1		8 13 14 1		8 14 15 1		8 1 0 1		8 4 0 1		8 2 1 1		8 5 1 1		8 3 2 1		8 6 2 1		8 7 3 1		8 5 4 1		8 8 4 1		8 6 5 1		8 9 5 1		8 7 6 1		8 10 6 1		8 11 7 1		8 9 8 1		8 12 8 1		8 10 9 1		8 13 9 1		8 11 10 1		8 14 10 1		8 15 11 1		8 13 12 1		8 14 13 1		8 15 14 1		
9 0 1 1		9 0 4 1		9 1 2 1		9 1 5 1		9 2 3 1		9 2 6 1		9 3 7 1		9 4 5 1		9 4 8 1		9 5 6 1		9 5 9 1		9 6 7 1		9 6 10 1		9 7 11 1		9 8 9 1		9 8 12 1		9 9 10 1		9 9 13 1		9 10 11 1		9 10 14 1		9 11 15 1		9 12 13 1		9 13 14 1		9 14 15 1		9 1 0 1		9 4 0 1		9 2 1 1		9 5 1 1		9 3 2 1		9 6 2 1		9 7 3 1		9 5 4 1		9 8 4 1		9 6 5 1		9 9 5 1		9 7 6 1		9 10 6 1		9 11 7 1		9 9 8 1		9 12 8 1		9 10 9 1		9 13 9 1		9 11 10 1		9 14 10 1		9 15 11 1		9 13 12 1		9 14 13 1		9 15 14 1		
10 0 1 1		10 0 4 1		10 1 2 1		10 1 5 1		10 2 3 1		10 2 6 1		10 3 7 1		10 4 5 1		10 4 8 1		10 5 6 1		10 5 9 1		10 6 7 1		10 6 10 1		10 7 11 1		10 8 9 1		10 8 12 1		10 9 10 1		10 9 13 1		10 10 11 1		10 10 14 1		10 11 15 1		10 12 13 1		10 13 14 1		10 14 15 1		10 1 0 1		10 4 0 1		10 2 1 1		10 5 1 1		10 3 2 1		10 6 2 1		10 7 3 1		10 5 4 1		10 8 4 1		10 6 5 1		10 9 5 1		10 7 6 1		10 10 6 1		10 11 7 1		10 9 8 1		10 12 8 1		10 10 9 1		10 13 9 1		10 11 10 1		10 14 10 1		10 15 11 1		10 13 12 1		10 14 13 1		10 15 14 1		
11 0 1 1		11 0 4 1		11 1 2 1		11 1 5 1		11 2 3 1		11 2 6 1		11 3 7 1		11 4 5 1		11 4 8 1		11 5 6 1		11 5 9 1		11 6 7 1		11 6 10 1		11 7 11 1		11 8 9 1		11 8 12 1		11 9 10 1		11 9 13 1		11 10 11 1		11 10 14 1		11 11 15 1		11 12 13 1		11 13 14 1		11 14 15 1		11 1 0 1		11 4 0 1		11 2 1 1		11 5 1 1		11 3 2 1		11 6 2 1		11 7 3 1		11 5 4 1		11 8 4 1		11 6 5 1		11 9 5 1		11 7 6 1		11 10 6 1		11 11 7 1		11 9 8 1		11 12 8 1		11 10 9 1		11 13 9 1		11 11 10 1		11 14 10 1		11 15 11 1		11 13 12 1		11 14 13 1		11 15 14 1		
12 0 1 1		12 0 4 1		12 1 2 1		12 1 5 1		12 2 3 1		12 2 6 1		12 3 7 1		12 4 5 1		12 4 8 1		12 5 6 1		12 5 9 1		12 6 7 1		12 6 10 1		12 7 11 1		12 8 9 1		12 8 12 1		12 9 10 1		12 9 13 1		12 10 11 1		12 10 14 1		12 11 15 1		12 12 13 1		12 13 14 1		12 14 15 1		12 1 0 1		12 4 0 1		12 2 1 1		12 5 1 1		12 3 2 1		12 6 2 1		12 7 3 1		12 5 4 1		12 8 4 1		12 6 5 1		12 9 5 1		12 7 6 1		12 10 6 1		12 11 7 1		12 9 8 1		12 12 8 1		12 10 9 1		12 13 9 1		12 11 10 1		12 14 10 1		12 15 11 1		12 13 12 1		12 14 13 1		12 15 14 1		
13 0 1 1		13 0 4 1		13 1 2 1		13 1 5 1		13 2 3 1		13 2 6 1		13 3 7 1		13 4 5 1		13 4 8 1		13 5 6 1		13 5 9 1		13 6 7 1		13 6 10 1		13 7 11 1		13 8 9 1		13 8 12 1		13 9 10 1		13 9 13 1		13 10 11 1		13 10 14 1		13 11 15 1		13 12 13 1		13 13 14 1		13 14 15 1		13 1 0 1		13 4 0 1		13 2 1 1		13 5 1 1		13 3 2 1		13 6 2 1		13 7 3 1		13 5 4 1		13 8 4 1		13 6 5 1		13 9 5 1		13 7 6 1		13 10 6 1		13 11 7 1		13 9 8 1		13 12 8 1		13 10 9 1		13 13 9 1		13 11 10 1		13 14 10 1		13 15 11 1		13 13 12 1		13 14 13 1		13 15 14 1		
14 0 1 1		14 0 4 1		14 1 2 1		14 1 5 1		14 2 3 1		14 2 6 1		14 3 7 1		14 4 5 1		14 4 8 1		14 5 6 1		14 5 9 1		14 6 7 1		14 6 10 1		14 7 11 1		14 8 9 1		14 8 12 1		14 9 10 1		14 9 13 1		14 10 11 1		14 10 14 1		14 11 15 1		14 12 13 1		14 13 14 1		14 14 15 1		14 1 0 1		14 4 0 1		14 2 1 1		14 5 1 1		14 3 2 1		14 6 2 1		14 7 3 1		14 5 4 1		14 8 4 1		14 6 5 1		14 9 5 1		14 7 6 1		14 10 6 1		14 11 7 1		14 9 8 1		14 12 8 1		14 10 9 1		14 13 9 1		14 11 10 1		14 14 10 1		14 15 11 1		14 13 12 1		14 14 13 1		14 15 14 1		
15 0 1 1		15 0 4 1		15 1 2 1		15 1 5 1		15 2 3 1		15 2 6 1		15 3 7 1		15 4 5 1		15 4 8 1		15 5 6 1		15 5 9 1		15 6 7 1		15 6 10 1		15 7 11 1		15 8 9 1		15 8 12 1		15 9 10 1		15 9 13 1		15 10 11 1		15 10 14 1		15 11 15 1		15 12 13 1		15 13 14 1		15 14 15 1		15 1 0 1		15 4 0 1		15 2 1 1		15 5 1 1		15 3 2 1		15 6 2 1		15 7 3 1		15 5 4 1		15 8 4 1		15 6 5 1		15 9 5 1		15 7 6 1		15 10 6 1		15 11 7 1		15 9 8 1		15 12 8 1		15 10 9 1		15 13 9 1		15 11 10 1		15 14 10 1		15 15 11 1		15 13 12 1		15 14 13 1		15 15 14 1		
16 0 1 1		16 0 4 1		16 1 2 1		16 1 5 1		16 2 3 1		16 2 6 1		16 3 7 1		16 4 5 1		16 4 8 1		16 5 6 1		16 5 9 1		16 6 7 1		16 6 10 1		16 7 11 1		16 8 9 1		16 8 12 1		16 9 10 1		16 9 13 1		16 10 11 1		16 10 14 1		16 11 15 1		16 12 13 1		16 13 14 1		16 14 15 1		16 1 0 1		16 4 0 1		16 2 1 1		16 5 1 1		16 3 2 1		16 6 2 1		16 7 3 1		16 5 4 1		16 8 4 1		16 6 5 1		16 9 5 1		16 7 6 1		16 10 6 1		16 11 7 1		16 9 8 1		16 12 8 1		16 10 9 1		16 13 9 1		16 11 10 1		16 14 10 1		16 15 11 1		16 13 12 1		16 14 13 1		16 15 14 1		
17 0 1 1		17 0 4 1		17 1 2 1		17 1 5 1		17 2 3 1		17 2 6 1		17 3 7 1		17 4 5 1		17 4 8 1		17 5 6 1		17 5 9 1		17 6 7 1		17 6 10 1		17 7 11 1		17 8 9 1		17 8 12 1		17 9 10 1		17 9 13 1		17 10 11 1		17 10 14 1		17 11 15 1		17 12 13 1		17 13 14 1		17 14 15 1		17 1 0 1		17 4 0 1		17 2 1 1		17 5 1 1		17 3 2 1		17 6 2 1		17 7 3 1		17 5 4 1		17 8 4 1		17 6 5 1		17 9 5 1		17 7 6 1		17 10 6 1		17 11 7 1		17 9 8 1		17 12 8 1		17 10 9 1		17 13 9 1		17 11 10 1		17 14 10 1		17 15 11 1		17 13 12 1		17 14 13 1		17 15 14 1		
18 0 1 1		18 0 4 1		18 1 2 1		18 1 5 1		18 2 3 1		18 2 6 1		18 3 7 1		18 4 5 1		18 4 8 1		18 5 6 1		18 5 9 1		18 6 7 1		18 6 10 1		18 7 11 1		18 8 9 1		18 8 12 1		18 9 10 1		18 9 13 1		18 10 11 1		18 10 14 1		18 11 15 1		18 12 13 1		18 13 14 1		18 14 15 1		18 1 0 1		18 4 0 1		18 2 1 1		18 5 1 1		18 3 2 1		18 6 2 1		18 7 3 1		18 5 4 1		18 8 4 1		18 6 5 1		18 9 5 1		18 7 6 1		18 10 6 1		18 11 7 1		18 9 8 1		18 12 8 1		18 10 9 1		18 13 9 1		18 11 10 1		18 14 10 1		18 15 11 1		18 13 12 1		18 14 13 1		18 15 14 1		
19 0 1 1		19 0 4 1		19 1 2 1		19 1 5 1		19 2 3 1		19 2 6 1		19 3 7 1		19 4 5 1		19 4 8 1		19 5 6 1		19 5 9 1		19 6 7 1		19 6 10 1		19 7 11 1		19 8 9 1		19 8 12 1		19 9 10 1		19 9 13 1		19 10 11 1		19 10 14 1		19 11 15 1		19 12 13 1		19 13 14 1		19 14 15 1		19 1 0 1		19 4 0 1		19 2 1 1		19 5 1 1		19 3 2 1		19 6 2 1		19 7 3 1		19 5 4 1		19 8 4 1		19 6 5 1		19 9 5 1		19 7 6 1		19 10 6 1		19 11 7 1		19 9 8 1		19 12 8 1		19 10 9 1		19 13 9 1		19 11 10 1		19 14 10 1		19 15 11 1		19 13 12 1		19 14 13 1		19 15 14 1		
20 0 1 1		20 0 4 1		20 1 2 1		20 1 5 1		20 2 3 1		20 2 6 1		20 3 7 1		20 4 5 1		20 4 8 1		20 5 6 1		20 5 9 1		20 6 7 1		20 6 10 1		20 7 11 1		20 8 9 1		20 8 12 1		20 9 10 1		20 9 13 1		20 10 11 1		20 10 14 1		20 11 15 1		20 12 13 1		20 13 14 1		20 14 15 1		20 1 0 1		20 4 0 1		20 2 1 1		20 5 1 1		20 3 2 1		20 6 2 1		20 7 3 1		20 5 4 1		20 8 4 1		20 6 5 1		20 9 5 1		20 7 6 1		20 10 6 1		20 11 7 1		20 9 8 1		20 12 8 1		20 10 9 1		20 13 9 1		20 11 10 1		20 14 10 1		20 15 11 1		20 13 12 1		20 14 13 1		20 15 14 1		
21 0 1 1		21 0 4 1		21 1 2 1		21 1 5 1		21 2 3 1		21 2 6 1		21 3 7 1		21 4 5 1		21 4 8 1		21 5 6 1		21 5 9 1		21 6 7 1		21 6 10 1		21 7 11 1		21 8 9 1		21 8 12 1		21 9 10 1		21 9 13 1		21 10 11 1		21 10 14 1		21 11 15 1		21 12 13 1		21 13 14 1		21 14 15 1		21 1 0 1		21 4 0 1		21 2 1 1		21 5 1 1		21 3 2 1		21 6 2 1		21 7 3 1		21 5 4 1		21 8 4 1		21 6 5 1		21 9 5 1		21 7 6 1		21 10 6 1		21 11 7 1		21 9 8 1		21 12 8 1		21 10 9 1		21 13 9 1		21 11 10 1		21 14 10 1		21 15 11 1		21 13 12 1		21 14 13 1		21 15 14 1		
22 0 1 1		22 0 4 1		22 1 2 1		22 1 5 1		22 2 3 1		22 2 6 1		22 3 7 1		22 4 5 1		22 4 8 1		22 5 6 1		22 5 9 1		22 6 7 1		22 6 10 1		22 7 11 1		22 8 9 1		22 8 12 1		22 9 10 1		22 9 13 1		22 10 11 1		22 10 14 1		22 11 15 1		22 12 13 1		22 13 14 1		22 14 15 1		22 1 0 1		22 4 0 1		22 2 1 1		22 5 1 1		22 3 2 1		22 6 2 1		22 7 3 1		22 5 4 1		22 8 4 1		22 6 5 1		22 9 5 1		22 7 6 1		22 10 6 1		22 11 7 1		22 9 8 1		22 12 8 1		22 10 9 1		22 13 9 1		22 11 10 1		22 14 10 1		22 15 11 1		22 13 12 1		22 14 13 1		22 15 14 1		
23 0 1 1		23 0 4 1		23 1 2 1		23 1 5 1		23 2 3 1		23 2 6 1		23 3 7 1		23 4 5 1		23 4 8 1		23 5 6 1		23 5 9 1		23 6 7 1		23 6 10 1		23 7 11 1		23 8 9 1		23 8 12 1		23 9 10 1		23 9 13 1		23 10 11 1		23 10 14 1		23 11 15 1		23 12 13 1		23 13 14 1		23 14 15 1		23 1 0 1		23 4 0 1		23 2 1 1		23 5 1 1		23 3 2 1		23 6 2 1		23 7 3 1		23 5 4 1		23 8 4 1		23 6 5 1		23 9 5 1		23 7 6 1		23 10 6 1		23 11 7 1		23 9 8 1		23 12 8 1		23 10 9 1		23 13 9 1		23 11 10 1		23 14 10 1		23 15 11 1		23 13 12 1		23 14 13 1		23 15 14 1		
24 0 1 1		24 0 4 1		24 1 2 1		24 1 5 1		24 2 3 1		24 2 6 1		24 3 7 1		24 4 5 1		24 4 8 1		24 5 6 1		24 5 9 1		24 6 7 1		24 6 10 1		24 7 11 1		24 8 9 1		24 8 12 1		24 9 10 1		24 9 13 1		24 10 11 1		24 10 14 1		24 11 15 1		24 12 13 1		24 13 14 1		24 14 15 1		24 1 0 1		24 4 0 1		24 2 1 1		24 5 1 1		24 3 2 1		24 6 2 1		24 7 3 1		24 5 4 1		24 8 4 1		24 6 5 1		24 9 5 1		24 7 6 1		24 10 6 1		24 11 7 1		24 9 8 1		24 12 8 1		24 10 9 1		24 13 9 1		24 11 10 1		24 14 10 1		24 15 11 1		24 13 12 1		24 14 13 1		24 15 14 1		
25 0 1 1		25 0 4 1		25 1 2 1		25 1 5 1		25 2 3 1		25 2 6 1		25 3 7 1		25 4 5 1		25 4 8 1		25 5 6 1		25 5 9 1		25 6 7 1		25 6 10 1		25 7 11 1		25 8 9 1		25 8 12 1		25 9 10 1		25 9 13 1		25 10 11 1		25 10 14 1		25 11 15 1		25 12 13 1		25 13 14 1		25 14 15 1		25 1 0 1		25 4 0 1		25 2 1 1		25 5 1 1		25 3 2 1		25 6 2 1		25 7 3 1		25 5 4 1		25 8 4 1		25 6 5 1		25 9 5 1		25 7 6 1		25 10 6 1		25 11 7 1		25 9 8 1		25 12 8 1		25 10 9 1		25 13 9 1		25 11 10 1		25 14 10 1		25 15 11 1		25 13 12 1		25 14 13 1		25 15 14 1		
26 0 1 1		26 0 4 1		26 1 2 1		26 1 5 1		26 2 3 1		26 2 6 1		26 3 7 1		26 4 5 1		26 4 8 1		26 5 6 1		26 5 9 1		26 6 7 1		26 6 10 1		26 7 11 1		26 8 9 1		26 8 12 1		26 9 10 1		26 9 13 1		26 10 11 1		26 10 14 1		26 11 15 1		26 12 13 1		26 13 14 1		26 14 15 1		26 1 0 1		26 4 0 1		26 2 1 1		26 5 1 1		26 3 2 1		26 6 2 1		26 7 3 1		26 5 4 1		26 8 4 1		26 6 5 1		26 9 5 1		26 7 6 1		26 10 6 1		26 11 7 1		26 9 8 1		26 12 8 1		26 10 9 1		26 13 9 1		26 11 10 1		26 14 10 1		26 15 11 1		26 13 12 1		26 14 13 1		26 15 14 1		
27 0 1 1		27 0 4 1		27 1 2 1		27 1 5 1		27 2 3 1		27 2 6 1		27 3 7 1		27 4 5 1		27 4 8 1		27 5 6 1		27 5 9 1		27 6 7 1		27 6 10 1		27 7 11 1		27 8 9 1		27 8 12 1		27 9 10 1		27 9 13 1		27 10 11 1		27 10 14 1		27 11 15 1		27 12 13 1		27 13 14 1		27 14 15 1		27 1 0 1		27 4 0 1		27 2 1 1		27 5 1 1		27 3 2 1		27 6 2 1		27 7 3 1		27 5 4 1		27 8 4 1		27 6 5 1		27 9 5 1		27 7 6 1		27 10 6 1		27 11 7 1		27 9 8 1		27 12 8 1		27 10 9 1		27 13 9 1		27 11 10 1		27 14 10 1		27 15 11 1		27 13 12 1		27 14 13 1		27 15 14 1		
28 0 1 1		28 0 4 1		28 1 2 1		28 1 5 1		28 2 3 1		28 2 6 1		28 3 7 1		28 4 5 1		28 4 8 1		28 5 6 1		28 5 9 1		28 6 7 1		28 6 10 1		28 7 11 1		28 8 9 1		28 8 12 1		28 9 10 1		28 9 13 1		28 10 11 1		28 10 14 1		28 11 15 1		28 12 13 1		28 13 14 1		28 14 15 1		28 1 0 1		28 4 0 1		28 2 1 1		28 5 1 1		28 3 2 1		28 6 2 1		28 7 3 1		28 5 4 1		28 8 4 1		28 6 5 1		28 9 5 1		28 7 6 1		28 10 6 1		28 11 7 1		28 9 8 1		28 12 8 1		28 10 9 1		28 13 9 1		28 11 10 1		28 14 10 1		28 15 11 1		28 13 12 1		28 14 13 1		28 15 14 1		
29 0 1 1		29 0 4 1		29 1 2 1		29 1 5 1		29 2 3 1		29 2 6 1		29 3 7 1		29 4 5 1		29 4 8 1		29 5 6 1		29 5 9 1		29 6 7 1		29 6 10 1		29 7 11 1		29 8 9 1		29 8 12 1		29 9 10 1		29 9 13 1		29 10 11 1		29 10 14 1		29 11 15 1		29 12 13 1		29 13 14 1		29 14 15 1		29 1 0 1		29 4 0 1		29 2 1 1		29 5 1 1		29 3 2 1		29 6 2 1		29 7 3 1		29 5 4 1		29 8 4 1		29 6 5 1		29 9 5 1		29 7 6 1		29 10 6 1		29 11 7 1		29 9 8 1		29 12 8 1		29 10 9 1		29 13 9 1		29 11 10 1		29 14 10 1		29 15 11 1		29 13 12 1		29 14 13 1		29 15 14 1		
30 0 1 1		30 0 4 1		30 1 2 1		30 1 5 1		30 2 3 1		30 2 6 1		30 3 7 1		30 4 5 1		30 4 8 1		30 5 6 1		30 5 9 1		30 6 7 1		30 6 10 1		30 7 11 1		30 8 9 1		30 8 12 1		30 9 10 1		30 9 13 1		30 10 11 1		30 10 14 1		30 11 15 1		30 12 13 1		30 13 14 1		30 14 15 1		30 1 0 1		30 4 0 1		30 2 1 1		30 5 1 1		30 3 2 1		30 6 2 1		30 7 3 1		30 5 4 1		30 8 4 1		30 6 5 1		30 9 5 1		30 7 6 1		30 10 6 1		30 11 7 1		30 9 8 1		30 12 8 1		30 10 9 1		30 13 9 1		30 11 10 1		30 14 10 1		30 15 11 1		30 13 12 1		30 14 13 1		30 15 14 1		
31 0 1 1		31 0 4 1		31 1 2 1		31 1 5 1		31 2 3 1		31 2 6 1		31 3 7 1		31 4 5 1		31 4 8 1		31 5 6 1		31 5 9 1		31 6 7 1		31 6 10 1		31 7 11 1		31 8 9 1		31 8 12 1		31 9 10 1		31 9 13 1		31 10 11 1		31 10 14 1		31 11 15 1		31 12 13 1		31 13 14 1		31 14 15 1		31 1 0 1		31 4 0 1		31 2 1 1		31 5 1 1		31 3 2 1		31 6 2 1		31 7 3 1		31 5 4 1		31 8 4 1		31 6 5 1		31 9 5 1		31 7 6 1		31 10 6 1		31 11 7 1		31 9 8 1		31 12 8 1		31 10 9 1		31 13 9 1		31 11 10 1		31 14 10 1		31 15 11 1		31 13 12 1		31 14 13 1		31 15 14 1		
