instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed
metroplex15nDr0nDe3,7.711779,4.091528,1.584629,5.676157,18860,18702,54213,54213
metroplex18nDr1nDe1,4.421053,2.158713,0.297741,2.456454,11904,11828,34001,34001
metroplex1nDr0nDe1,12.390977,0.985201,0.374705,1.359906,6904,6864,18675,18675
metroplex16nDr0nDe3,7.942356,3.413228,2.168685,5.581913,17408,17278,50203,50203
metroplex15nDr1nDe0,1.421053,4.136307,0.647309,4.783616,19096,18944,54917,54917
metroplex1nDr0nDe3,15.270677,0.944365,0.351186,1.295551,6598,6562,17877,17877
metroplex19nDr1nDe0,2.210526,1.254851,0.165929,1.420780,8156,8104,22117,22117
metroplex19nDr0nDe1,3.626566,2.270462,0.388875,2.659337,12450,12360,35154,35154
metroplex20nDr0nDe2,12.107769,0.991704,0.134743,1.126447,6470,6428,17351,17351
metroplex15nDr0nDe1,9.461153,4.199010,2.720633,6.919643,19206,19042,55066,55066
metroplex18nDr0nDe2,15.130326,2.701613,1.195168,3.896781,14840,14740,42970,42970
metroplex20nDr1nDe1,5.824561,0.953431,0.131284,1.084715,6128,6092,16339,16339
metroplex22nDr1nDe1,4.406015,0.442973,0.049376,0.492349,2954,2944,7081,7081
metroplex23nDr0nDe2,11.172932,0.385042,0.037651,0.422693,2220,2216,4934,4934
metroplex1nDr1nDe1,2.418546,1.471409,0.249291,1.720700,9482,9424,26461,26461
metroplex20nDr0nDe3,10.005013,1.515313,0.260012,1.775325,9096,9036,25123,25123
metroplex22nDr1nDe0,2.578947,0.857958,0.093108,0.951066,5596,5568,14703,14703
metroplex22nDr0nDe3,12.812030,1.032373,0.141342,1.173715,6506,6468,17447,17447
metroplex10nDr0nDe1,18.583960,2.483153,10.213056,12.696209,13972,13876,39939,39939
metroplex22nDr0nDe2,4.621554,1.468648,0.137518,1.606166,8664,8608,23915,23915
metroplex21nDr1nDe1,4.418546,1.615770,0.186874,1.802644,8526,8454,22571,22571
metroplex22nDr0nDe1,4.102757,1.913900,0.198806,2.112706,9974,9916,27962,27962
grid10nDr0nDe3,3.922306,0.465606,0.062687,0.528293,4544,4534,8115,8115
metroplex1nDr0nDe2,19.881909,1.678660,3.568348,5.247008,10394,10324,28895,28895
grid11nDr1nDe1,3.626566,0.495763,0.062221,0.557984,4776,4774,8634,8634
grid10nDr1nDe1,3.172932,0.586197,0.091199,0.677396,5640,5624,10239,10239
grid11nDr1nDe0,3.210526,0.555258,0.065641,0.620899,5264,5258,9545,9545
grid11nDr0nDe3,5.964912,0.830846,0.119935,0.950781,7516,7486,13887,13887
grid12nDr1nDe0,2.210526,1.016357,0.134598,1.150955,8748,8714,16446,16446
grid12nDr1nDe1,2.649123,1.259085,0.199845,1.458930,11386,11336,21849,21849
grid13nDr0nDe1,5.932331,0.828140,0.104726,0.932866,6682,6656,12393,12393
metroplex23nDr1nDe0,2.315789,2.209880,0.341370,2.551250,11568,11480,32099,32099
grid0nDr1nDe1,5.694236,1.351032,0.220363,1.571395,10910,10852,20837,20837
grid13nDr0nDe2,6.686717,0.719218,0.124298,0.843516,6688,6660,12399,12399
grid12nDr0nDe1,3.288221,1.351372,0.206192,1.557564,11986,11932,23095,23095
grid13nDr1nDe0,3.052632,0.687260,0.079644,0.766904,6402,6384,11859,11859
grid12nDr0nDe2,9.578947,1.279732,0.598396,1.878128,11392,11340,21857,21857
grid11nDr0nDe1,2.832080,1.497853,0.193247,1.691100,12244,12180,23369,23369
grid13nDr0nDe3,8.553885,0.835186,0.156174,0.991360,7874,7838,14766,14766
metroplex23nDr1nDe1,6.453634,2.417240,0.610851,3.028091,12710,12612,35707,35707
grid10nDr0nDe1,2.358396,1.613171,0.245336,1.858507,13468,13396,25986,25986
grid12nDr0nDe3,3.020050,1.610230,0.397328,2.007558,13992,13916,27054,27054
grid10nDr1nDe0,2.263158,1.448084,0.265587,1.713671,12248,12186,23575,23575
grid14nDr0nDe2,2.842105,0.384791,0.040504,0.425295,3834,3830,6762,6762
grid13nDr1nDe1,1.807018,0.872579,0.121231,0.993810,8190,8150,15369,15369
grid11nDr0nDe2,8.899749,1.794921,0.606897,2.401818,14800,14718,28521,28521
metroplex21nDr0nDe1,1.624060,3.616394,1.042692,4.659086,16958,16826,48584,48584
grid0nDr0nDe1,3.498747,2.052050,0.234221,2.286271,15232,15148,29760,29760
metroplex26nDr0nDe1,2.401003,1.727417,0.240190,1.967607,10274,10212,28549,28549
grid0nDr1nDe0,3.526316,1.986381,0.236074,2.222455,15170,15092,29674,29674
metroplex21nDr1nDe0,1.526316,3.622131,0.689273,4.311404,15250,15130,43078,43078
grid0nDr0nDe2,2.982456,2.395472,0.440591,2.836063,17748,17652,34975,34975
metroplex26nDr1nDe1,8.812030,0.429335,0.079281,0.508616,3380,3368,8417,8417
metroplex23nDr0nDe3,7.100251,3.810792,0.770219,4.581011,18476,18332,53480,53480
metroplex26nDr0nDe2,12.676692,2.058618,0.394941,2.453559,11502,11428,32247,32247
grid17nDr0nDe2,6.481203,0.760484,0.107022,0.867506,7086,7058,13107,13107
grid17nDr0nDe3,7.912281,0.653011,0.114340,0.767351,6298,6276,11555,11555
grid10nDr0nDe2,5.453634,2.845533,0.513688,3.359221,22028,21922,43682,43682
metroplex26nDr1nDe0,2.789474,1.155259,0.118362,1.273621,7290,7250,19708,19708
metroplex24nDr1nDe1,6.689223,3.304104,0.855872,4.159976,17552,17438,51159,51159
grid0nDr0nDe3,6.408521,2.751954,1.218054,3.970008,20112,20002,39848,39848
grid17nDr0nDe1,3.042607,1.301780,0.138543,1.440323,10698,10654,20399,20399
metroplex27nDr0nDe1,3.771930,1.196306,0.169283,1.365589,7284,7234,19394,19394
metroplex27nDr1nDe0,2.894737,0.487920,0.063269,0.551189,3726,3710,9446,9446
grid17nDr1nDe0,2.421053,0.875117,0.106019,0.981136,7714,7684,14318,14318
grid14nDr1nDe0,2.263158,1.829340,0.220331,2.049671,14840,14764,28794,28794
metroplex25nDr0nDe1,1.370927,3.810671,0.672754,4.483425,18104,17956,52147,52147
metroplex25nDr1nDe1,3.330827,3.261454,0.661166,3.922620,15794,15680,45493,45493
metroplex27nDr0nDe2,6.117794,1.195646,0.124442,1.320088,7228,7182,19316,19316
grid16nDr1nDe1,2.481203,1.651266,0.293464,1.944730,13556,13484,26019,26019
metroplex27nDr0nDe3,9.022556,1.147954,0.166535,1.314489,7044,6996,18838,18838
grid17nDr1nDe1,9.185464,0.834094,0.144186,0.978280,7388,7360,13701,13701
metroplex24nDr0nDe1,1.729323,4.162646,1.432661,5.595307,21200,21026,61524,61524
metroplex24nDr1nDe0,0.789474,4.118561,0.707602,4.826163,20822,20676,60776,60776
metroplex24nDr0nDe2,6.616541,4.172492,1.954622,6.127114,21160,20990,61470,61470
metroplex25nDr0nDe3,10.593985,3.802669,1.224836,5.027505,18244,18076,52327,52327
metroplex27nDr1nDe1,3.771930,1.194417,0.232184,1.426601,7284,7234,19392,19392
grid18nDr1nDe0,2.000000,0.687542,0.091151,0.778693,6582,6562,12173,12173
grid14nDr1nDe1,2.967419,2.634485,0.531097,3.165582,20462,20354,40463,40463
grid14nDr0nDe1,1.478697,2.919687,0.610006,3.529693,21936,21808,43297,43297
metroplex25nDr0nDe2,8.974937,3.821487,2.298891,6.120378,18238,18072,52321,52321
metroplex25nDr1nDe0,2.052632,3.808042,0.595848,4.403890,17976,17838,51968,51968
metroplex29nDr1nDe0,2.368421,0.489498,0.067493,0.556991,3672,3660,9273,9273
grid14nDr0nDe3,4.428571,2.921960,0.895336,3.817296,22206,22044,43651,43651
grid18nDr0nDe1,4.441103,1.549434,0.346268,1.895702,13054,12992,25208,25208
metroplex29nDr0nDe1,2.827068,1.097222,0.134390,1.231612,6264,6222,16552,16552
metroplex29nDr0nDe2,4.037594,1.015472,0.159757,1.175229,6672,6620,17626,17626
grid19nDr0nDe3,7.511278,0.951543,0.120329,1.071872,8306,8272,15503,15503
metroplex2nDr1nDe0,3.263158,0.294575,0.051304,0.345879,1970,1970,4396,4396
metroplex28nDr0nDe3,9.606516,1.430737,0.178642,1.609379,8360,8300,22598,22598
grid16nDr1nDe0,2.736842,2.837852,0.326218,3.164070,20748,20654,41053,41053
metroplex26nDr0nDe3,12.541353,2.639516,2.142744,4.782260,14746,14636,42172,42172
grid15nDr1nDe1,3.779449,3.164881,0.572141,3.737022,23588,23472,46827,46827
metroplex30nDr0nDe1,5.471178,0.406576,0.042659,0.449235,3064,3062,7535,7535
metroplex2nDr0nDe2,4.511278,0.795563,0.096046,0.891609,4700,4668,11791,11791
grid19nDr1nDe1,10.553885,0.692126,0.086905,0.779031,6446,6430,11819,11819
metroplex2nDr0nDe1,3.416040,0.933432,0.120500,1.053932,5268,5230,13345,13345
metroplex30nDr1nDe0,1.631579,0.254969,0.029626,0.284595,2046,2046,4712,4712
grid16nDr0nDe1,2.145363,3.207971,0.592148,3.800119,23550,23428,46638,46638
grid16nDr0nDe2,4.709273,3.238487,0.677988,3.916475,23556,23432,46644,46644
grid19nDr0nDe2,9.250627,1.446750,0.404012,1.850762,12450,12388,23896,23896
grid18nDr0nDe2,8.190476,1.998924,0.664977,2.663901,16340,16250,31902,31902
metroplex28nDr1nDe0,1.684211,1.619327,0.284636,1.903963,9324,9252,25179,25179
metroplex31nDr0nDe3,9.190476,0.294905,0.030756,0.325661,2168,2162,5129,5129
grid16nDr0nDe3,2.824561,3.356038,0.729341,4.085379,24410,24268,48252,48252
airport0nDr0nDe1,1.075188,0.120186,0.049736,0.169922,3288,3286,8995,8995
grid15nDr1nDe0,1.842105,3.140307,0.632260,3.772567,23750,23628,47061,47061
airport0nDr1nDe0,0.894737,0.104729,0.088371,0.193100,2788,2788,7432,7432
grid20nDr1nDe0,1.736842,0.112199,0.018857,0.131056,1568,1568,2543,2543
metroplex31nDr1nDe0,2.000000,0.279928,0.030771,0.310699,2194,2193,5175,5175
airport12nDr1nDe1,1.411028,0.122335,0.108156,0.230491,3848,3846,11226,11226
airport11nDr0nDe3,1.699248,0.254359,0.086390,0.340749,5258,5240,14839,14839
airport0nDr1nDe1,0.822055,0.239027,0.114734,0.353761,5620,5598,15785,15785
airport11nDr1nDe1,0.937343,0.219412,0.084276,0.303688,5246,5232,14825,14825
grid19nDr0nDe1,5.674185,1.782515,0.462897,2.245412,14700,14628,28490,28490
grid18nDr1nDe1,1.794486,1.912294,0.396765,2.309059,15024,14938,29133,29133
metroplex2nDr0nDe3,11.503759,1.320163,0.329683,1.649846,6848,6790,17883,17883
airport10nDr1nDe1,3.699248,0.298086,0.156546,0.454632,6126,6102,17109,17109
airport13nDr0nDe1,1.305764,0.122836,0.045935,0.168771,2846,2844,7536,7536
metroplex31nDr0nDe1,9.461153,0.604800,0.089407,0.694207,4004,3984,10179,10179
grid15nDr0nDe3,4.385965,3.497422,1.534935,5.032357,25762,25596,51009,51009
airport11nDr1nDe0,0.526316,0.308725,0.103166,0.411891,5884,5858,16555,16555
airport13nDr1nDe0,0.631579,0.008477,0.010619,0.019096,278,278,453,453
metroplex30nDr0nDe2,7.155388,1.062553,0.090705,1.153258,5284,5264,13965,13965
grid15nDr0nDe1,4.360902,3.446516,1.683163,5.129679,25550,25406,50724,50724
airport10nDr1nDe0,0.789474,0.302104,0.149335,0.451439,5740,5720,15951,15951
grid20nDr0nDe1,3.375940,0.648406,0.072061,0.720467,5674,5660,10416,10416
metroplex32nDr0nDe1,5.576441,0.342923,0.028178,0.371101,2212,2210,5041,5041
grid19nDr1nDe0,2.578947,1.373981,0.169397,1.543378,10944,10892,20820,20820
metroplex32nDr1nDe0,2.315789,0.086103,0.013592,0.099695,736,736,1348,1348
airport12nDr1nDe0,1.631579,0.354443,0.167697,0.522140,7874,7854,23397,23397
airport12nDr0nDe1,0.884712,0.560202,0.160143,0.720345,8732,8706,25749,25749
airport13nDr0nDe2,3.832080,0.391974,0.105396,0.497370,5904,5884,16688,16688
grid15nDr0nDe2,5.463659,3.453710,2.071285,5.524995,25634,25482,50838,50838
airport12nDr0nDe3,2.157895,0.506903,0.229228,0.736131,10748,10712,32402,32402
grid1nDr1nDe0,2.210526,0.914485,0.104468,1.018953,8424,8404,15909,15909
airport14nDr0nDe2,1.518797,0.138519,0.057001,0.195520,3754,3750,10609,10609
metroplex29nDr0nDe3,11.443609,2.003964,0.475224,2.479188,11116,11036,31227,31227
airport13nDr1nDe1,1.411028,0.248410,0.094510,0.342920,5392,5378,15289,15289
airport11nDr0nDe2,1.032581,0.547846,0.279099,0.826945,10840,10798,32281,32281
airport12nDr0nDe2,1.471178,0.573081,0.223772,0.796853,9898,9868,29603,29603
metroplex28nDr0nDe1,4.671679,2.812442,0.430948,3.243390,13980,13884,39797,39797
airport0nDr0nDe2,1.433584,0.661266,0.250459,0.911725,12034,11990,35865,35865
metroplex21nDr0nDe3,20.122807,3.296690,9.639386,12.936076,15218,15096,43029,43029
metroplex2nDr1nDe1,3.884712,1.515792,0.217199,1.732991,7678,7616,20306,20306
airport11nDr0nDe1,1.295739,0.567920,0.238654,0.806574,11220,11176,33361,33361
metroplex31nDr0nDe2,15.092732,0.893766,0.280341,1.174107,5476,5442,14393,14393
airport10nDr0nDe3,2.573935,0.715290,0.297769,1.013059,12190,12140,36067,36067
grid22nDr1nDe0,1.526316,0.192814,0.030749,0.223563,2634,2634,4557,4557
metroplex28nDr1nDe1,5.924516,2.334120,0.421782,2.755902,12424,12334,34907,34907
airport10nDr0nDe1,1.295739,0.748825,0.278174,1.026999,12582,12530,37172,37172
airport0nDr0nDe3,1.300752,0.729699,0.449560,1.179259,13326,13264,39296,39296
metroplex30nDr0nDe3,14.977444,1.221653,0.448428,1.670081,7314,7268,19654,19654
grid20nDr0nDe2,10.180451,1.017462,0.165415,1.182877,7820,7786,14603,14603
grid1nDr0nDe1,9.245614,1.610200,0.619336,2.229536,12962,12916,25149,25149
airport10nDr0nDe2,1.115288,0.874796,0.427378,1.302174,13432,13368,39346,39346
airport17nDr0nDe1,1.200501,0.119810,0.042984,0.162794,2898,2896,7644,7644
grid20nDr0nDe3,14.721805,1.011135,0.207573,1.218708,7826,7790,14609,14609
airport17nDr0nDe3,3.822055,0.120481,0.041276,0.161757,2910,2904,7656,7656
grid18nDr0nDe3,9.007519,2.679446,1.201721,3.881167,19738,19632,38872,38872
airport17nDr1nDe0,1.052632,0.093786,0.041735,0.135521,2052,2052,5073,5073
metroplex31nDr1nDe1,4.812030,1.299085,0.143188,1.442273,6420,6378,17253,17253
grid1nDr0nDe3,4.305764,1.683874,0.290008,1.973882,13708,13642,26572,26572
airport16nDr0nDe3,1.909774,0.429547,0.176279,0.605826,8212,8174,23486,23486
airport17nDr0nDe2,1.476190,0.285088,0.210964,0.496052,6022,5998,16896,16896
airport18nDr0nDe1,1.548872,0.205701,0.039231,0.244932,2626,2624,6661,6661
airport16nDr0nDe2,1.972431,0.463164,0.225037,0.688201,8908,8866,25766,25766
airport16nDr1nDe1,10.192982,0.330462,0.390038,0.720500,6092,6066,16871,16871
metroplex32nDr1nDe1,3.160401,0.547303,0.059837,0.607140,3350,3336,8083,8083
airport15nDr0nDe1,0.476190,0.684374,0.382821,1.067195,14164,14098,42875,42875
airport15nDr1nDe1,2.596491,0.595249,0.256644,0.851893,12678,12636,39102,39102
airport18nDr1nDe0,1.157895,0.033336,0.021258,0.054594,992,991,2265,2265
grid22nDr0nDe1,3.466165,0.889630,0.139184,1.028814,7914,7882,14694,14694
airport14nDr1nDe1,1.348371,0.801593,0.359766,1.161359,16148,16100,50642,50642
metroplex32nDr0nDe2,2.907268,1.203466,0.140375,1.343841,6822,6760,17784,17784
airport18nDr0nDe3,5.583960,0.252659,0.092598,0.345257,5140,5122,14038,14038
grid22nDr0nDe2,14.213033,0.885988,0.241151,1.127139,7920,7886,14700,14700
metroplex28nDr0nDe2,10.015038,3.402527,0.689050,4.091577,16958,16848,49341,49341
airport19nDr0nDe3,1.646617,0.116708,0.042070,0.158778,2976,2970,7824,7824
airport14nDr1nDe0,1.263158,0.750954,0.291293,1.042247,16098,16055,50576,50576
grid20nDr1nDe1,2.934837,1.502248,0.207169,1.709417,9984,9942,19035,19035
airport19nDr1nDe0,1.421053,0.137946,0.042358,0.180304,1818,1818,4596,4596
grid1nDr1nDe1,2.609023,1.761951,0.303301,2.065252,14174,14112,27543,27543
airport16nDr0nDe1,0.285714,0.716460,0.461898,1.178358,12152,12082,35144,35144
airport14nDr0nDe3,2.904762,0.794495,0.825558,1.620053,16978,16894,52370,52370
airport15nDr0nDe2,1.476190,0.683975,0.602475,1.286450,14206,14134,42929,42929
metroplex33nDr1nDe1,2.711779,0.827955,0.091408,0.919363,5058,5030,13021,13021
airport16nDr1nDe0,1.000000,0.660957,0.257490,0.918447,11052,11008,32320,32320
metroplex29nDr1nDe1,4.120301,2.684670,0.640381,3.325051,13940,13840,39931,39931
metroplex32nDr0nDe3,13.571429,1.206189,0.431401,1.637590,6828,6764,17790,17790
airport19nDr0nDe1,1.032581,0.242041,0.117317,0.359358,6158,6136,17794,17794
airport17nDr1nDe1,1.253133,0.496699,0.218559,0.715258,9228,9190,26701,26701
airport1nDr1nDe0,1.052632,0.028128,0.016280,0.044408,828,828,1858,1858
airport1nDr0nDe1,0.979950,0.139164,0.058152,0.197316,3696,3686,10308,10308
metroplex33nDr0nDe3,11.849624,1.099719,0.170171,1.269890,6298,6258,16557,16557
grid1nDr0nDe2,8.333333,2.230833,0.461843,2.692676,16580,16502,32534,32534
grid22nDr0nDe3,4.969925,1.088215,0.322226,1.410441,9460,9416,17757,17757
airport19nDr1nDe1,1.032581,0.191991,0.116675,0.308666,5086,5072,14549,14549
airport15nDr0nDe3,1.761905,0.689678,0.871127,1.560805,14212,14138,42935,42935
airport14nDr0nDe1,1.761905,0.787008,1.219632,2.006640,16966,16886,52358,52358
airport15nDr1nDe0,0.052632,0.667592,0.371929,1.039521,14078,14026,42765,42765
metroplex30nDr1nDe1,3.205514,2.142575,0.339255,2.481830,10802,10730,29920,29920
airport18nDr1nDe1,6.175439,0.369333,0.309372,0.678705,7084,7054,19982,19982
grid22nDr1nDe1,5.037594,1.204930,0.190180,1.395110,10154,10104,19104,19104
airport20nDr0nDe1,3.378446,0.157839,0.073354,0.231193,3568,3558,9292,9292
airport20nDr0nDe2,3.568922,0.166923,0.061655,0.228578,3574,3562,9298,9298
airport1nDr0nDe2,1.476190,0.409609,0.175818,0.585427,8592,8556,25050,25050
airport20nDr1nDe0,0.736842,0.254235,0.051382,0.305617,2862,2862,7275,7275
airport22nDr1nDe0,0.789474,0.060956,0.023631,0.084587,1514,1513,3653,3653
airport1nDr1nDe1,0.726817,0.281724,0.129493,0.411217,6648,6622,19049,19049
airport22nDr0nDe2,1.581454,0.152337,0.056982,0.209319,3516,3508,9553,9553
airport18nDr0nDe2,1.634085,0.790482,0.329648,1.120130,12114,12062,35482,35482
airport19nDr0nDe2,2.120301,0.560338,0.371618,0.931956,11640,11594,34775,34775
airport22nDr0nDe1,1.270677,0.228745,0.090915,0.319660,5524,5510,15989,15989
airport13nDr0nDe3,3.000000,0.765669,2.057004,2.822673,13826,13740,40815,40815
airport22nDr1nDe1,1.295739,0.157025,0.062085,0.219110,3510,3504,9545,9545
airport22nDr0nDe3,1.593985,0.265494,0.115066,0.380560,6474,6454,19071,19071
airport23nDr0nDe2,1.466165,0.151250,0.071359,0.222609,4086,4076,11386,11386
airport1nDr0nDe3,2.278195,0.621858,0.286471,0.908329,11080,11034,32429,32429
metroplex23nDr0nDe1,14.302962,3.791766,10.864225,14.655991,18464,18324,53468,53468
airport20nDr1nDe1,0.979950,0.452918,0.186674,0.639592,8914,8872,25773,25773
metroplex35nDr1nDe1,10.746867,0.561486,0.150552,0.712038,3464,3440,8457,8457
airport21nDr1nDe1,4.132832,0.474815,0.259859,0.734674,11194,11156,34279,34279
airport23nDr0nDe1,1.476190,0.530877,0.230279,0.761156,10354,10310,30503,30503
airport23nDr1nDe0,0.526316,0.371518,0.180605,0.552123,8610,8576,25415,25415
airport21nDr0nDe3,1.428571,0.774114,0.556107,1.330221,14320,14252,42925,42925
airport23nDr1nDe1,0.884712,0.400473,0.287149,0.687622,8922,8884,26334,26334
airport21nDr0nDe1,0.476190,0.741114,0.410321,1.151435,14308,14244,42913,42913
airport23nDr0nDe3,0.962406,0.556266,0.291965,0.848231,11316,11258,33146,33146
airport20nDr0nDe3,2.285714,0.892931,0.557068,1.449999,13202,13128,38366,38366
metroplex36nDr1nDe1,6.864662,0.429976,0.045287,0.475263,2724,2722,6497,6497
airport21nDr0nDe2,1.238095,0.757042,0.555018,1.312060,14314,14248,42919,42919
grid21nDr1nDe1,4.406015,2.320371,0.462301,2.782672,17392,17304,34183,34183
airport26nDr0nDe3,2.568922,0.119884,0.039558,0.159442,2824,2818,7434,7434
airport24nDr1nDe1,0.832080,0.592666,0.294226,0.886892,12400,12356,37739,37739
grid21nDr0nDe3,7.516291,2.588912,0.503942,3.092854,18160,18062,35723,35723
airport27nDr1nDe0,1.052632,0.029008,0.015587,0.044595,820,820,1846,1846
metroplex36nDr1nDe0,3.052632,0.993479,0.088485,1.081964,5778,5754,15263,15263
airport21nDr1nDe0,0.210526,0.761657,0.385425,1.147082,14240,14184,42821,42821
airport24nDr0nDe1,0.571429,0.688747,0.571681,1.260428,13768,13698,41172,41172
airport25nDr0nDe3,1.015038,0.727910,0.302963,1.030873,12012,11952,34399,34399
airport24nDr0nDe3,1.619048,0.695182,0.562476,1.257658,13780,13706,41184,41184
airport27nDr0nDe1,1.075188,0.349569,0.053780,0.403349,3694,3686,9879,9879
airport26nDr1nDe1,1.147870,0.281297,0.104372,0.385669,5688,5674,16007,16007
airport25nDr0nDe1,17.419679,0.756894,0.392946,1.149840,12032,11974,34432,34432
airport26nDr0nDe2,1.380952,0.459850,0.153243,0.613093,8848,8816,25797,25797
airport27nDr1nDe1,1.042607,0.179549,0.046445,0.225994,3032,3030,8006,8006
airport24nDr1nDe0,1.157895,0.689035,0.283034,0.972069,13394,13344,40639,40639
airport25nDr1nDe1,1.543860,0.738698,0.234244,0.972942,11802,11750,34094,34094
airport27nDr0nDe3,2.754386,0.309914,0.113449,0.423363,6000,5978,16942,16942
airport24nDr0nDe2,1.047619,0.709414,0.853756,1.563170,13774,13702,41178,41178
airport29nDr1nDe0,0.526316,0.008573,0.010267,0.018840,292,292,517,517
airport25nDr1nDe0,1.315789,0.723439,0.240566,0.964005,11830,11780,34139,34139
metroplex36nDr0nDe1,2.601504,1.507414,0.143251,1.650665,7920,7864,21241,21241
airport29nDr0nDe1,1.295739,0.125947,0.061043,0.186990,3910,3902,11358,11358
airport29nDr0nDe2,1.223058,0.111507,0.047793,0.159300,3324,3320,9454,9454
airport2nDr0nDe3,1.107769,0.103059,0.036345,0.139404,2328,2322,5992,5992
airport29nDr0nDe3,1.699248,0.211864,0.048005,0.259869,3330,3324,9460,9460
metroplex33nDr0nDe2,5.285714,2.484622,0.418322,2.902944,12430,12354,35220,35220
airport29nDr1nDe1,0.621554,0.111931,0.050423,0.162354,3318,3316,9446,9446
