param nf:= 100 ;
param nn:= 36 ;
param: E: d:=
38 21
39 31
40 4
41 17
42 4
43 19
44 18
45 22
46 29
47 10
48 31
49 13
50 8
51 25
52 5
53 28
54 35
55 8
56 35
57 26
58 24
59 9
60 11
61 14
62 31
63 16
64 0
65 26
66 23
67 8
68 3
69 35
70 25
71 30
72 3
73 4
74 28
75 7
76 3
77 0
78 34
79 23
80 4
81 24
82 16
83 23
84 7
85 29
86 30
87 5
88 6
89 16
90 10
91 1
92 33
93 9
94 1
95 19
96 16
97 23
98 22
99 34 ;
param e:=
0 9
1 3
2 34
3 23
4 32
5 2
6 27
7 4
8 5
9 27
10 7
11 3
12 3
13 2
14 8
15 26
16 34
17 19
18 11
19 12
20 6
21 4
22 13
23 34
24 20
25 23
26 15
27 15
28 19
29 31
30 28
31 4
32 32
33 10
34 9
35 26
36 4
37 20
38 22
39 29
40 5
41 30
42 3
43 28
44 24
45 1
46 22
47 7
48 3
49 18
50 15
51 31
52 10
53 25
54 17
55 27
56 17
57 22
58 14
59 5
60 9
61 0
62 11
63 18
64 9
65 34
66 20
67 32
68 29
69 25
70 6
71 25
72 12
73 13
74 10
75 21
76 6
77 9
78 6
79 1
80 13
81 9
82 22
83 30
84 31
85 30
86 19
87 9
88 21
89 30
90 33
91 13
92 23
93 34
94 33
95 5
96 33
97 10
98 14
99 32 ;
param v_min:=
0 0 35 1		0 0 1 1		0 1 35 1		0 1 2 1		0 2 35 1		0 2 3 1		0 3 35 1		0 3 4 1		0 4 35 1		0 4 5 1		0 5 35 1		0 5 6 1		0 6 35 1		0 6 7 1		0 7 35 1		0 7 8 1		0 8 35 1		0 8 9 1		0 9 35 1		0 9 10 1		0 10 35 1		0 10 11 1		0 11 35 1		0 11 12 1		0 12 35 1		0 12 13 1		0 13 35 1		0 13 14 1		0 14 35 1		0 14 15 1		0 15 35 1		0 15 16 1		0 16 35 1		0 16 17 1		0 17 35 1		0 17 18 1		0 18 35 1		0 18 19 1		0 19 35 1		0 19 20 1		0 20 35 1		0 20 21 1		0 21 35 1		0 21 22 1		0 22 35 1		0 22 23 1		0 23 35 1		0 23 24 1		0 24 35 1		0 24 25 1		0 25 35 1		0 25 26 1		0 26 35 1		0 26 27 1		0 27 35 1		0 27 28 1		0 28 35 1		0 28 29 1		0 29 35 1		0 29 30 1		0 30 35 1		0 30 31 1		0 31 35 1		0 31 32 1		0 32 35 1		0 32 33 1		0 33 35 1		0 33 34 1		0 34 35 1		0 34 0 1		0 35 0 1		0 1 0 1		0 35 1 1		0 2 1 1		0 35 2 1		0 3 2 1		0 35 3 1		0 4 3 1		0 35 4 1		0 5 4 1		0 35 5 1		0 6 5 1		0 35 6 1		0 7 6 1		0 35 7 1		0 8 7 1		0 35 8 1		0 9 8 1		0 35 9 1		0 10 9 1		0 35 10 1		0 11 10 1		0 35 11 1		0 12 11 1		0 35 12 1		0 13 12 1		0 35 13 1		0 14 13 1		0 35 14 1		0 15 14 1		0 35 15 1		0 16 15 1		0 35 16 1		0 17 16 1		0 35 17 1		0 18 17 1		0 35 18 1		0 19 18 1		0 35 19 1		0 20 19 1		0 35 20 1		0 21 20 1		0 35 21 1		0 22 21 1		0 35 22 1		0 23 22 1		0 35 23 1		0 24 23 1		0 35 24 1		0 25 24 1		0 35 25 1		0 26 25 1		0 35 26 1		0 27 26 1		0 35 27 1		0 28 27 1		0 35 28 1		0 29 28 1		0 35 29 1		0 30 29 1		0 35 30 1		0 31 30 1		0 35 31 1		0 32 31 1		0 35 32 1		0 33 32 1		0 35 33 1		0 34 33 1		0 35 34 1		0 0 34 1		
1 0 35 1		1 0 1 1		1 1 35 1		1 1 2 1		1 2 35 1		1 2 3 1		1 3 35 1		1 3 4 1		1 4 35 1		1 4 5 1		1 5 35 1		1 5 6 1		1 6 35 1		1 6 7 1		1 7 35 1		1 7 8 1		1 8 35 1		1 8 9 1		1 9 35 1		1 9 10 1		1 10 35 1		1 10 11 1		1 11 35 1		1 11 12 1		1 12 35 1		1 12 13 1		1 13 35 1		1 13 14 1		1 14 35 1		1 14 15 1		1 15 35 1		1 15 16 1		1 16 35 1		1 16 17 1		1 17 35 1		1 17 18 1		1 18 35 1		1 18 19 1		1 19 35 1		1 19 20 1		1 20 35 1		1 20 21 1		1 21 35 1		1 21 22 1		1 22 35 1		1 22 23 1		1 23 35 1		1 23 24 1		1 24 35 1		1 24 25 1		1 25 35 1		1 25 26 1		1 26 35 1		1 26 27 1		1 27 35 1		1 27 28 1		1 28 35 1		1 28 29 1		1 29 35 1		1 29 30 1		1 30 35 1		1 30 31 1		1 31 35 1		1 31 32 1		1 32 35 1		1 32 33 1		1 33 35 1		1 33 34 1		1 34 35 1		1 34 0 1		1 35 0 1		1 1 0 1		1 35 1 1		1 2 1 1		1 35 2 1		1 3 2 1		1 35 3 1		1 4 3 1		1 35 4 1		1 5 4 1		1 35 5 1		1 6 5 1		1 35 6 1		1 7 6 1		1 35 7 1		1 8 7 1		1 35 8 1		1 9 8 1		1 35 9 1		1 10 9 1		1 35 10 1		1 11 10 1		1 35 11 1		1 12 11 1		1 35 12 1		1 13 12 1		1 35 13 1		1 14 13 1		1 35 14 1		1 15 14 1		1 35 15 1		1 16 15 1		1 35 16 1		1 17 16 1		1 35 17 1		1 18 17 1		1 35 18 1		1 19 18 1		1 35 19 1		1 20 19 1		1 35 20 1		1 21 20 1		1 35 21 1		1 22 21 1		1 35 22 1		1 23 22 1		1 35 23 1		1 24 23 1		1 35 24 1		1 25 24 1		1 35 25 1		1 26 25 1		1 35 26 1		1 27 26 1		1 35 27 1		1 28 27 1		1 35 28 1		1 29 28 1		1 35 29 1		1 30 29 1		1 35 30 1		1 31 30 1		1 35 31 1		1 32 31 1		1 35 32 1		1 33 32 1		1 35 33 1		1 34 33 1		1 35 34 1		1 0 34 1		
2 0 35 1		2 0 1 1		2 1 35 1		2 1 2 1		2 2 35 1		2 2 3 1		2 3 35 1		2 3 4 1		2 4 35 1		2 4 5 1		2 5 35 1		2 5 6 1		2 6 35 1		2 6 7 1		2 7 35 1		2 7 8 1		2 8 35 1		2 8 9 1		2 9 35 1		2 9 10 1		2 10 35 1		2 10 11 1		2 11 35 1		2 11 12 1		2 12 35 1		2 12 13 1		2 13 35 1		2 13 14 1		2 14 35 1		2 14 15 1		2 15 35 1		2 15 16 1		2 16 35 1		2 16 17 1		2 17 35 1		2 17 18 1		2 18 35 1		2 18 19 1		2 19 35 1		2 19 20 1		2 20 35 1		2 20 21 1		2 21 35 1		2 21 22 1		2 22 35 1		2 22 23 1		2 23 35 1		2 23 24 1		2 24 35 1		2 24 25 1		2 25 35 1		2 25 26 1		2 26 35 1		2 26 27 1		2 27 35 1		2 27 28 1		2 28 35 1		2 28 29 1		2 29 35 1		2 29 30 1		2 30 35 1		2 30 31 1		2 31 35 1		2 31 32 1		2 32 35 1		2 32 33 1		2 33 35 1		2 33 34 1		2 34 35 1		2 34 0 1		2 35 0 1		2 1 0 1		2 35 1 1		2 2 1 1		2 35 2 1		2 3 2 1		2 35 3 1		2 4 3 1		2 35 4 1		2 5 4 1		2 35 5 1		2 6 5 1		2 35 6 1		2 7 6 1		2 35 7 1		2 8 7 1		2 35 8 1		2 9 8 1		2 35 9 1		2 10 9 1		2 35 10 1		2 11 10 1		2 35 11 1		2 12 11 1		2 35 12 1		2 13 12 1		2 35 13 1		2 14 13 1		2 35 14 1		2 15 14 1		2 35 15 1		2 16 15 1		2 35 16 1		2 17 16 1		2 35 17 1		2 18 17 1		2 35 18 1		2 19 18 1		2 35 19 1		2 20 19 1		2 35 20 1		2 21 20 1		2 35 21 1		2 22 21 1		2 35 22 1		2 23 22 1		2 35 23 1		2 24 23 1		2 35 24 1		2 25 24 1		2 35 25 1		2 26 25 1		2 35 26 1		2 27 26 1		2 35 27 1		2 28 27 1		2 35 28 1		2 29 28 1		2 35 29 1		2 30 29 1		2 35 30 1		2 31 30 1		2 35 31 1		2 32 31 1		2 35 32 1		2 33 32 1		2 35 33 1		2 34 33 1		2 35 34 1		2 0 34 1		
3 0 35 1		3 0 1 1		3 1 35 1		3 1 2 1		3 2 35 1		3 2 3 1		3 3 35 1		3 3 4 1		3 4 35 1		3 4 5 1		3 5 35 1		3 5 6 1		3 6 35 1		3 6 7 1		3 7 35 1		3 7 8 1		3 8 35 1		3 8 9 1		3 9 35 1		3 9 10 1		3 10 35 1		3 10 11 1		3 11 35 1		3 11 12 1		3 12 35 1		3 12 13 1		3 13 35 1		3 13 14 1		3 14 35 1		3 14 15 1		3 15 35 1		3 15 16 1		3 16 35 1		3 16 17 1		3 17 35 1		3 17 18 1		3 18 35 1		3 18 19 1		3 19 35 1		3 19 20 1		3 20 35 1		3 20 21 1		3 21 35 1		3 21 22 1		3 22 35 1		3 22 23 1		3 23 35 1		3 23 24 1		3 24 35 1		3 24 25 1		3 25 35 1		3 25 26 1		3 26 35 1		3 26 27 1		3 27 35 1		3 27 28 1		3 28 35 1		3 28 29 1		3 29 35 1		3 29 30 1		3 30 35 1		3 30 31 1		3 31 35 1		3 31 32 1		3 32 35 1		3 32 33 1		3 33 35 1		3 33 34 1		3 34 35 1		3 34 0 1		3 35 0 1		3 1 0 1		3 35 1 1		3 2 1 1		3 35 2 1		3 3 2 1		3 35 3 1		3 4 3 1		3 35 4 1		3 5 4 1		3 35 5 1		3 6 5 1		3 35 6 1		3 7 6 1		3 35 7 1		3 8 7 1		3 35 8 1		3 9 8 1		3 35 9 1		3 10 9 1		3 35 10 1		3 11 10 1		3 35 11 1		3 12 11 1		3 35 12 1		3 13 12 1		3 35 13 1		3 14 13 1		3 35 14 1		3 15 14 1		3 35 15 1		3 16 15 1		3 35 16 1		3 17 16 1		3 35 17 1		3 18 17 1		3 35 18 1		3 19 18 1		3 35 19 1		3 20 19 1		3 35 20 1		3 21 20 1		3 35 21 1		3 22 21 1		3 35 22 1		3 23 22 1		3 35 23 1		3 24 23 1		3 35 24 1		3 25 24 1		3 35 25 1		3 26 25 1		3 35 26 1		3 27 26 1		3 35 27 1		3 28 27 1		3 35 28 1		3 29 28 1		3 35 29 1		3 30 29 1		3 35 30 1		3 31 30 1		3 35 31 1		3 32 31 1		3 35 32 1		3 33 32 1		3 35 33 1		3 34 33 1		3 35 34 1		3 0 34 1		
4 0 35 1		4 0 1 1		4 1 35 1		4 1 2 1		4 2 35 1		4 2 3 1		4 3 35 1		4 3 4 1		4 4 35 1		4 4 5 1		4 5 35 1		4 5 6 1		4 6 35 1		4 6 7 1		4 7 35 1		4 7 8 1		4 8 35 1		4 8 9 1		4 9 35 1		4 9 10 1		4 10 35 1		4 10 11 1		4 11 35 1		4 11 12 1		4 12 35 1		4 12 13 1		4 13 35 1		4 13 14 1		4 14 35 1		4 14 15 1		4 15 35 1		4 15 16 1		4 16 35 1		4 16 17 1		4 17 35 1		4 17 18 1		4 18 35 1		4 18 19 1		4 19 35 1		4 19 20 1		4 20 35 1		4 20 21 1		4 21 35 1		4 21 22 1		4 22 35 1		4 22 23 1		4 23 35 1		4 23 24 1		4 24 35 1		4 24 25 1		4 25 35 1		4 25 26 1		4 26 35 1		4 26 27 1		4 27 35 1		4 27 28 1		4 28 35 1		4 28 29 1		4 29 35 1		4 29 30 1		4 30 35 1		4 30 31 1		4 31 35 1		4 31 32 1		4 32 35 1		4 32 33 1		4 33 35 1		4 33 34 1		4 34 35 1		4 34 0 1		4 35 0 1		4 1 0 1		4 35 1 1		4 2 1 1		4 35 2 1		4 3 2 1		4 35 3 1		4 4 3 1		4 35 4 1		4 5 4 1		4 35 5 1		4 6 5 1		4 35 6 1		4 7 6 1		4 35 7 1		4 8 7 1		4 35 8 1		4 9 8 1		4 35 9 1		4 10 9 1		4 35 10 1		4 11 10 1		4 35 11 1		4 12 11 1		4 35 12 1		4 13 12 1		4 35 13 1		4 14 13 1		4 35 14 1		4 15 14 1		4 35 15 1		4 16 15 1		4 35 16 1		4 17 16 1		4 35 17 1		4 18 17 1		4 35 18 1		4 19 18 1		4 35 19 1		4 20 19 1		4 35 20 1		4 21 20 1		4 35 21 1		4 22 21 1		4 35 22 1		4 23 22 1		4 35 23 1		4 24 23 1		4 35 24 1		4 25 24 1		4 35 25 1		4 26 25 1		4 35 26 1		4 27 26 1		4 35 27 1		4 28 27 1		4 35 28 1		4 29 28 1		4 35 29 1		4 30 29 1		4 35 30 1		4 31 30 1		4 35 31 1		4 32 31 1		4 35 32 1		4 33 32 1		4 35 33 1		4 34 33 1		4 35 34 1		4 0 34 1		
5 0 35 1		5 0 1 1		5 1 35 1		5 1 2 1		5 2 35 1		5 2 3 1		5 3 35 1		5 3 4 1		5 4 35 1		5 4 5 1		5 5 35 1		5 5 6 1		5 6 35 1		5 6 7 1		5 7 35 1		5 7 8 1		5 8 35 1		5 8 9 1		5 9 35 1		5 9 10 1		5 10 35 1		5 10 11 1		5 11 35 1		5 11 12 1		5 12 35 1		5 12 13 1		5 13 35 1		5 13 14 1		5 14 35 1		5 14 15 1		5 15 35 1		5 15 16 1		5 16 35 1		5 16 17 1		5 17 35 1		5 17 18 1		5 18 35 1		5 18 19 1		5 19 35 1		5 19 20 1		5 20 35 1		5 20 21 1		5 21 35 1		5 21 22 1		5 22 35 1		5 22 23 1		5 23 35 1		5 23 24 1		5 24 35 1		5 24 25 1		5 25 35 1		5 25 26 1		5 26 35 1		5 26 27 1		5 27 35 1		5 27 28 1		5 28 35 1		5 28 29 1		5 29 35 1		5 29 30 1		5 30 35 1		5 30 31 1		5 31 35 1		5 31 32 1		5 32 35 1		5 32 33 1		5 33 35 1		5 33 34 1		5 34 35 1		5 34 0 1		5 35 0 1		5 1 0 1		5 35 1 1		5 2 1 1		5 35 2 1		5 3 2 1		5 35 3 1		5 4 3 1		5 35 4 1		5 5 4 1		5 35 5 1		5 6 5 1		5 35 6 1		5 7 6 1		5 35 7 1		5 8 7 1		5 35 8 1		5 9 8 1		5 35 9 1		5 10 9 1		5 35 10 1		5 11 10 1		5 35 11 1		5 12 11 1		5 35 12 1		5 13 12 1		5 35 13 1		5 14 13 1		5 35 14 1		5 15 14 1		5 35 15 1		5 16 15 1		5 35 16 1		5 17 16 1		5 35 17 1		5 18 17 1		5 35 18 1		5 19 18 1		5 35 19 1		5 20 19 1		5 35 20 1		5 21 20 1		5 35 21 1		5 22 21 1		5 35 22 1		5 23 22 1		5 35 23 1		5 24 23 1		5 35 24 1		5 25 24 1		5 35 25 1		5 26 25 1		5 35 26 1		5 27 26 1		5 35 27 1		5 28 27 1		5 35 28 1		5 29 28 1		5 35 29 1		5 30 29 1		5 35 30 1		5 31 30 1		5 35 31 1		5 32 31 1		5 35 32 1		5 33 32 1		5 35 33 1		5 34 33 1		5 35 34 1		5 0 34 1		
6 0 35 1		6 0 1 1		6 1 35 1		6 1 2 1		6 2 35 1		6 2 3 1		6 3 35 1		6 3 4 1		6 4 35 1		6 4 5 1		6 5 35 1		6 5 6 1		6 6 35 1		6 6 7 1		6 7 35 1		6 7 8 1		6 8 35 1		6 8 9 1		6 9 35 1		6 9 10 1		6 10 35 1		6 10 11 1		6 11 35 1		6 11 12 1		6 12 35 1		6 12 13 1		6 13 35 1		6 13 14 1		6 14 35 1		6 14 15 1		6 15 35 1		6 15 16 1		6 16 35 1		6 16 17 1		6 17 35 1		6 17 18 1		6 18 35 1		6 18 19 1		6 19 35 1		6 19 20 1		6 20 35 1		6 20 21 1		6 21 35 1		6 21 22 1		6 22 35 1		6 22 23 1		6 23 35 1		6 23 24 1		6 24 35 1		6 24 25 1		6 25 35 1		6 25 26 1		6 26 35 1		6 26 27 1		6 27 35 1		6 27 28 1		6 28 35 1		6 28 29 1		6 29 35 1		6 29 30 1		6 30 35 1		6 30 31 1		6 31 35 1		6 31 32 1		6 32 35 1		6 32 33 1		6 33 35 1		6 33 34 1		6 34 35 1		6 34 0 1		6 35 0 1		6 1 0 1		6 35 1 1		6 2 1 1		6 35 2 1		6 3 2 1		6 35 3 1		6 4 3 1		6 35 4 1		6 5 4 1		6 35 5 1		6 6 5 1		6 35 6 1		6 7 6 1		6 35 7 1		6 8 7 1		6 35 8 1		6 9 8 1		6 35 9 1		6 10 9 1		6 35 10 1		6 11 10 1		6 35 11 1		6 12 11 1		6 35 12 1		6 13 12 1		6 35 13 1		6 14 13 1		6 35 14 1		6 15 14 1		6 35 15 1		6 16 15 1		6 35 16 1		6 17 16 1		6 35 17 1		6 18 17 1		6 35 18 1		6 19 18 1		6 35 19 1		6 20 19 1		6 35 20 1		6 21 20 1		6 35 21 1		6 22 21 1		6 35 22 1		6 23 22 1		6 35 23 1		6 24 23 1		6 35 24 1		6 25 24 1		6 35 25 1		6 26 25 1		6 35 26 1		6 27 26 1		6 35 27 1		6 28 27 1		6 35 28 1		6 29 28 1		6 35 29 1		6 30 29 1		6 35 30 1		6 31 30 1		6 35 31 1		6 32 31 1		6 35 32 1		6 33 32 1		6 35 33 1		6 34 33 1		6 35 34 1		6 0 34 1		
7 0 35 1		7 0 1 1		7 1 35 1		7 1 2 1		7 2 35 1		7 2 3 1		7 3 35 1		7 3 4 1		7 4 35 1		7 4 5 1		7 5 35 1		7 5 6 1		7 6 35 1		7 6 7 1		7 7 35 1		7 7 8 1		7 8 35 1		7 8 9 1		7 9 35 1		7 9 10 1		7 10 35 1		7 10 11 1		7 11 35 1		7 11 12 1		7 12 35 1		7 12 13 1		7 13 35 1		7 13 14 1		7 14 35 1		7 14 15 1		7 15 35 1		7 15 16 1		7 16 35 1		7 16 17 1		7 17 35 1		7 17 18 1		7 18 35 1		7 18 19 1		7 19 35 1		7 19 20 1		7 20 35 1		7 20 21 1		7 21 35 1		7 21 22 1		7 22 35 1		7 22 23 1		7 23 35 1		7 23 24 1		7 24 35 1		7 24 25 1		7 25 35 1		7 25 26 1		7 26 35 1		7 26 27 1		7 27 35 1		7 27 28 1		7 28 35 1		7 28 29 1		7 29 35 1		7 29 30 1		7 30 35 1		7 30 31 1		7 31 35 1		7 31 32 1		7 32 35 1		7 32 33 1		7 33 35 1		7 33 34 1		7 34 35 1		7 34 0 1		7 35 0 1		7 1 0 1		7 35 1 1		7 2 1 1		7 35 2 1		7 3 2 1		7 35 3 1		7 4 3 1		7 35 4 1		7 5 4 1		7 35 5 1		7 6 5 1		7 35 6 1		7 7 6 1		7 35 7 1		7 8 7 1		7 35 8 1		7 9 8 1		7 35 9 1		7 10 9 1		7 35 10 1		7 11 10 1		7 35 11 1		7 12 11 1		7 35 12 1		7 13 12 1		7 35 13 1		7 14 13 1		7 35 14 1		7 15 14 1		7 35 15 1		7 16 15 1		7 35 16 1		7 17 16 1		7 35 17 1		7 18 17 1		7 35 18 1		7 19 18 1		7 35 19 1		7 20 19 1		7 35 20 1		7 21 20 1		7 35 21 1		7 22 21 1		7 35 22 1		7 23 22 1		7 35 23 1		7 24 23 1		7 35 24 1		7 25 24 1		7 35 25 1		7 26 25 1		7 35 26 1		7 27 26 1		7 35 27 1		7 28 27 1		7 35 28 1		7 29 28 1		7 35 29 1		7 30 29 1		7 35 30 1		7 31 30 1		7 35 31 1		7 32 31 1		7 35 32 1		7 33 32 1		7 35 33 1		7 34 33 1		7 35 34 1		7 0 34 1		
8 0 35 1		8 0 1 1		8 1 35 1		8 1 2 1		8 2 35 1		8 2 3 1		8 3 35 1		8 3 4 1		8 4 35 1		8 4 5 1		8 5 35 1		8 5 6 1		8 6 35 1		8 6 7 1		8 7 35 1		8 7 8 1		8 8 35 1		8 8 9 1		8 9 35 1		8 9 10 1		8 10 35 1		8 10 11 1		8 11 35 1		8 11 12 1		8 12 35 1		8 12 13 1		8 13 35 1		8 13 14 1		8 14 35 1		8 14 15 1		8 15 35 1		8 15 16 1		8 16 35 1		8 16 17 1		8 17 35 1		8 17 18 1		8 18 35 1		8 18 19 1		8 19 35 1		8 19 20 1		8 20 35 1		8 20 21 1		8 21 35 1		8 21 22 1		8 22 35 1		8 22 23 1		8 23 35 1		8 23 24 1		8 24 35 1		8 24 25 1		8 25 35 1		8 25 26 1		8 26 35 1		8 26 27 1		8 27 35 1		8 27 28 1		8 28 35 1		8 28 29 1		8 29 35 1		8 29 30 1		8 30 35 1		8 30 31 1		8 31 35 1		8 31 32 1		8 32 35 1		8 32 33 1		8 33 35 1		8 33 34 1		8 34 35 1		8 34 0 1		8 35 0 1		8 1 0 1		8 35 1 1		8 2 1 1		8 35 2 1		8 3 2 1		8 35 3 1		8 4 3 1		8 35 4 1		8 5 4 1		8 35 5 1		8 6 5 1		8 35 6 1		8 7 6 1		8 35 7 1		8 8 7 1		8 35 8 1		8 9 8 1		8 35 9 1		8 10 9 1		8 35 10 1		8 11 10 1		8 35 11 1		8 12 11 1		8 35 12 1		8 13 12 1		8 35 13 1		8 14 13 1		8 35 14 1		8 15 14 1		8 35 15 1		8 16 15 1		8 35 16 1		8 17 16 1		8 35 17 1		8 18 17 1		8 35 18 1		8 19 18 1		8 35 19 1		8 20 19 1		8 35 20 1		8 21 20 1		8 35 21 1		8 22 21 1		8 35 22 1		8 23 22 1		8 35 23 1		8 24 23 1		8 35 24 1		8 25 24 1		8 35 25 1		8 26 25 1		8 35 26 1		8 27 26 1		8 35 27 1		8 28 27 1		8 35 28 1		8 29 28 1		8 35 29 1		8 30 29 1		8 35 30 1		8 31 30 1		8 35 31 1		8 32 31 1		8 35 32 1		8 33 32 1		8 35 33 1		8 34 33 1		8 35 34 1		8 0 34 1		
9 0 35 1		9 0 1 1		9 1 35 1		9 1 2 1		9 2 35 1		9 2 3 1		9 3 35 1		9 3 4 1		9 4 35 1		9 4 5 1		9 5 35 1		9 5 6 1		9 6 35 1		9 6 7 1		9 7 35 1		9 7 8 1		9 8 35 1		9 8 9 1		9 9 35 1		9 9 10 1		9 10 35 1		9 10 11 1		9 11 35 1		9 11 12 1		9 12 35 1		9 12 13 1		9 13 35 1		9 13 14 1		9 14 35 1		9 14 15 1		9 15 35 1		9 15 16 1		9 16 35 1		9 16 17 1		9 17 35 1		9 17 18 1		9 18 35 1		9 18 19 1		9 19 35 1		9 19 20 1		9 20 35 1		9 20 21 1		9 21 35 1		9 21 22 1		9 22 35 1		9 22 23 1		9 23 35 1		9 23 24 1		9 24 35 1		9 24 25 1		9 25 35 1		9 25 26 1		9 26 35 1		9 26 27 1		9 27 35 1		9 27 28 1		9 28 35 1		9 28 29 1		9 29 35 1		9 29 30 1		9 30 35 1		9 30 31 1		9 31 35 1		9 31 32 1		9 32 35 1		9 32 33 1		9 33 35 1		9 33 34 1		9 34 35 1		9 34 0 1		9 35 0 1		9 1 0 1		9 35 1 1		9 2 1 1		9 35 2 1		9 3 2 1		9 35 3 1		9 4 3 1		9 35 4 1		9 5 4 1		9 35 5 1		9 6 5 1		9 35 6 1		9 7 6 1		9 35 7 1		9 8 7 1		9 35 8 1		9 9 8 1		9 35 9 1		9 10 9 1		9 35 10 1		9 11 10 1		9 35 11 1		9 12 11 1		9 35 12 1		9 13 12 1		9 35 13 1		9 14 13 1		9 35 14 1		9 15 14 1		9 35 15 1		9 16 15 1		9 35 16 1		9 17 16 1		9 35 17 1		9 18 17 1		9 35 18 1		9 19 18 1		9 35 19 1		9 20 19 1		9 35 20 1		9 21 20 1		9 35 21 1		9 22 21 1		9 35 22 1		9 23 22 1		9 35 23 1		9 24 23 1		9 35 24 1		9 25 24 1		9 35 25 1		9 26 25 1		9 35 26 1		9 27 26 1		9 35 27 1		9 28 27 1		9 35 28 1		9 29 28 1		9 35 29 1		9 30 29 1		9 35 30 1		9 31 30 1		9 35 31 1		9 32 31 1		9 35 32 1		9 33 32 1		9 35 33 1		9 34 33 1		9 35 34 1		9 0 34 1		
