param nf:= 100 ;
param nn:= 25 ;
param: E: d:=
0 0 24 1		0 0 1 1		0 1 24 1		0 1 2 1		0 2 24 1		0 2 3 1		0 3 24 1		0 3 4 1		0 4 24 1		0 4 5 1		0 5 24 1		0 5 6 1		0 6 24 1		0 6 7 1		0 7 24 1		0 7 8 1		0 8 24 1		0 8 9 1		0 9 24 1		0 9 10 1		0 10 24 1		0 10 11 1		0 11 24 1		0 11 12 1		0 12 24 1		0 12 13 1		0 13 24 1		0 13 14 1		0 14 24 1		0 14 15 1		0 15 24 1		0 15 16 1		0 16 24 1		0 16 17 1		0 17 24 1		0 17 18 1		0 18 24 1		0 18 19 1		0 19 24 1		0 19 20 1		0 20 24 1		0 20 21 1		0 21 24 1		0 21 22 1		0 22 24 1		0 22 23 1		0 23 24 1		0 23 0 1		0 24 0 1		0 1 0 1		0 24 1 1		0 2 1 1		0 24 2 1		0 3 2 1		0 24 3 1		0 4 3 1		0 24 4 1		0 5 4 1		0 24 5 1		0 6 5 1		0 24 6 1		0 7 6 1		0 24 7 1		0 8 7 1		0 24 8 1		0 9 8 1		0 24 9 1		0 10 9 1		0 24 10 1		0 11 10 1		0 24 11 1		0 12 11 1		0 24 12 1		0 13 12 1		0 24 13 1		0 14 13 1		0 24 14 1		0 15 14 1		0 24 15 1		0 16 15 1		0 24 16 1		0 17 16 1		0 24 17 1		0 18 17 1		0 24 18 1		0 19 18 1		0 24 19 1		0 20 19 1		0 24 20 1		0 21 20 1		0 24 21 1		0 22 21 1		0 24 22 1		0 23 22 1		0 24 23 1		0 0 23 1		
1 0 24 1		1 0 1 1		1 1 24 1		1 1 2 1		1 2 24 1		1 2 3 1		1 3 24 1		1 3 4 1		1 4 24 1		1 4 5 1		1 5 24 1		1 5 6 1		1 6 24 1		1 6 7 1		1 7 24 1		1 7 8 1		1 8 24 1		1 8 9 1		1 9 24 1		1 9 10 1		1 10 24 1		1 10 11 1		1 11 24 1		1 11 12 1		1 12 24 1		1 12 13 1		1 13 24 1		1 13 14 1		1 14 24 1		1 14 15 1		1 15 24 1		1 15 16 1		1 16 24 1		1 16 17 1		1 17 24 1		1 17 18 1		1 18 24 1		1 18 19 1		1 19 24 1		1 19 20 1		1 20 24 1		1 20 21 1		1 21 24 1		1 21 22 1		1 22 24 1		1 22 23 1		1 23 24 1		1 23 0 1		1 24 0 1		1 1 0 1		1 24 1 1		1 2 1 1		1 24 2 1		1 3 2 1		1 24 3 1		1 4 3 1		1 24 4 1		1 5 4 1		1 24 5 1		1 6 5 1		1 24 6 1		1 7 6 1		1 24 7 1		1 8 7 1		1 24 8 1		1 9 8 1		1 24 9 1		1 10 9 1		1 24 10 1		1 11 10 1		1 24 11 1		1 12 11 1		1 24 12 1		1 13 12 1		1 24 13 1		1 14 13 1		1 24 14 1		1 15 14 1		1 24 15 1		1 16 15 1		1 24 16 1		1 17 16 1		1 24 17 1		1 18 17 1		1 24 18 1		1 19 18 1		1 24 19 1		1 20 19 1		1 24 20 1		1 21 20 1		1 24 21 1		1 22 21 1		1 24 22 1		1 23 22 1		1 24 23 1		1 0 23 1		
2 0 24 1		2 0 1 1		2 1 24 1		2 1 2 1		2 2 24 1		2 2 3 1		2 3 24 1		2 3 4 1		2 4 24 1		2 4 5 1		2 5 24 1		2 5 6 1		2 6 24 1		2 6 7 1		2 7 24 1		2 7 8 1		2 8 24 1		2 8 9 1		2 9 24 1		2 9 10 1		2 10 24 1		2 10 11 1		2 11 24 1		2 11 12 1		2 12 24 1		2 12 13 1		2 13 24 1		2 13 14 1		2 14 24 1		2 14 15 1		2 15 24 1		2 15 16 1		2 16 24 1		2 16 17 1		2 17 24 1		2 17 18 1		2 18 24 1		2 18 19 1		2 19 24 1		2 19 20 1		2 20 24 1		2 20 21 1		2 21 24 1		2 21 22 1		2 22 24 1		2 22 23 1		2 23 24 1		2 23 0 1		2 24 0 1		2 1 0 1		2 24 1 1		2 2 1 1		2 24 2 1		2 3 2 1		2 24 3 1		2 4 3 1		2 24 4 1		2 5 4 1		2 24 5 1		2 6 5 1		2 24 6 1		2 7 6 1		2 24 7 1		2 8 7 1		2 24 8 1		2 9 8 1		2 24 9 1		2 10 9 1		2 24 10 1		2 11 10 1		2 24 11 1		2 12 11 1		2 24 12 1		2 13 12 1		2 24 13 1		2 14 13 1		2 24 14 1		2 15 14 1		2 24 15 1		2 16 15 1		2 24 16 1		2 17 16 1		2 24 17 1		2 18 17 1		2 24 18 1		2 19 18 1		2 24 19 1		2 20 19 1		2 24 20 1		2 21 20 1		2 24 21 1		2 22 21 1		2 24 22 1		2 23 22 1		2 24 23 1		2 0 23 1		
3 0 24 1		3 0 1 1		3 1 24 1		3 1 2 1		3 2 24 1		3 2 3 1		3 3 24 1		3 3 4 1		3 4 24 1		3 4 5 1		3 5 24 1		3 5 6 1		3 6 24 1		3 6 7 1		3 7 24 1		3 7 8 1		3 8 24 1		3 8 9 1		3 9 24 1		3 9 10 1		3 10 24 1		3 10 11 1		3 11 24 1		3 11 12 1		3 12 24 1		3 12 13 1		3 13 24 1		3 13 14 1		3 14 24 1		3 14 15 1		3 15 24 1		3 15 16 1		3 16 24 1		3 16 17 1		3 17 24 1		3 17 18 1		3 18 24 1		3 18 19 1		3 19 24 1		3 19 20 1		3 20 24 1		3 20 21 1		3 21 24 1		3 21 22 1		3 22 24 1		3 22 23 1		3 23 24 1		3 23 0 1		3 24 0 1		3 1 0 1		3 24 1 1		3 2 1 1		3 24 2 1		3 3 2 1		3 24 3 1		3 4 3 1		3 24 4 1		3 5 4 1		3 24 5 1		3 6 5 1		3 24 6 1		3 7 6 1		3 24 7 1		3 8 7 1		3 24 8 1		3 9 8 1		3 24 9 1		3 10 9 1		3 24 10 1		3 11 10 1		3 24 11 1		3 12 11 1		3 24 12 1		3 13 12 1		3 24 13 1		3 14 13 1		3 24 14 1		3 15 14 1		3 24 15 1		3 16 15 1		3 24 16 1		3 17 16 1		3 24 17 1		3 18 17 1		3 24 18 1		3 19 18 1		3 24 19 1		3 20 19 1		3 24 20 1		3 21 20 1		3 24 21 1		3 22 21 1		3 24 22 1		3 23 22 1		3 24 23 1		3 0 23 1		
4 0 24 1		4 0 1 1		4 1 24 1		4 1 2 1		4 2 24 1		4 2 3 1		4 3 24 1		4 3 4 1		4 4 24 1		4 4 5 1		4 5 24 1		4 5 6 1		4 6 24 1		4 6 7 1		4 7 24 1		4 7 8 1		4 8 24 1		4 8 9 1		4 9 24 1		4 9 10 1		4 10 24 1		4 10 11 1		4 11 24 1		4 11 12 1		4 12 24 1		4 12 13 1		4 13 24 1		4 13 14 1		4 14 24 1		4 14 15 1		4 15 24 1		4 15 16 1		4 16 24 1		4 16 17 1		4 17 24 1		4 17 18 1		4 18 24 1		4 18 19 1		4 19 24 1		4 19 20 1		4 20 24 1		4 20 21 1		4 21 24 1		4 21 22 1		4 22 24 1		4 22 23 1		4 23 24 1		4 23 0 1		4 24 0 1		4 1 0 1		4 24 1 1		4 2 1 1		4 24 2 1		4 3 2 1		4 24 3 1		4 4 3 1		4 24 4 1		4 5 4 1		4 24 5 1		4 6 5 1		4 24 6 1		4 7 6 1		4 24 7 1		4 8 7 1		4 24 8 1		4 9 8 1		4 24 9 1		4 10 9 1		4 24 10 1		4 11 10 1		4 24 11 1		4 12 11 1		4 24 12 1		4 13 12 1		4 24 13 1		4 14 13 1		4 24 14 1		4 15 14 1		4 24 15 1		4 16 15 1		4 24 16 1		4 17 16 1		4 24 17 1		4 18 17 1		4 24 18 1		4 19 18 1		4 24 19 1		4 20 19 1		4 24 20 1		4 21 20 1		4 24 21 1		4 22 21 1		4 24 22 1		4 23 22 1		4 24 23 1		4 0 23 1		
5 0 24 1		5 0 1 1		5 1 24 1		5 1 2 1		5 2 24 1		5 2 3 1		5 3 24 1		5 3 4 1		5 4 24 1		5 4 5 1		5 5 24 1		5 5 6 1		5 6 24 1		5 6 7 1		5 7 24 1		5 7 8 1		5 8 24 1		5 8 9 1		5 9 24 1		5 9 10 1		5 10 24 1		5 10 11 1		5 11 24 1		5 11 12 1		5 12 24 1		5 12 13 1		5 13 24 1		5 13 14 1		5 14 24 1		5 14 15 1		5 15 24 1		5 15 16 1		5 16 24 1		5 16 17 1		5 17 24 1		5 17 18 1		5 18 24 1		5 18 19 1		5 19 24 1		5 19 20 1		5 20 24 1		5 20 21 1		5 21 24 1		5 21 22 1		5 22 24 1		5 22 23 1		5 23 24 1		5 23 0 1		5 24 0 1		5 1 0 1		5 24 1 1		5 2 1 1		5 24 2 1		5 3 2 1		5 24 3 1		5 4 3 1		5 24 4 1		5 5 4 1		5 24 5 1		5 6 5 1		5 24 6 1		5 7 6 1		5 24 7 1		5 8 7 1		5 24 8 1		5 9 8 1		5 24 9 1		5 10 9 1		5 24 10 1		5 11 10 1		5 24 11 1		5 12 11 1		5 24 12 1		5 13 12 1		5 24 13 1		5 14 13 1		5 24 14 1		5 15 14 1		5 24 15 1		5 16 15 1		5 24 16 1		5 17 16 1		5 24 17 1		5 18 17 1		5 24 18 1		5 19 18 1		5 24 19 1		5 20 19 1		5 24 20 1		5 21 20 1		5 24 21 1		5 22 21 1		5 24 22 1		5 23 22 1		5 24 23 1		5 0 23 1		
6 0 24 1		6 0 1 1		6 1 24 1		6 1 2 1		6 2 24 1		6 2 3 1		6 3 24 1		6 3 4 1		6 4 24 1		6 4 5 1		6 5 24 1		6 5 6 1		6 6 24 1		6 6 7 1		6 7 24 1		6 7 8 1		6 8 24 1		6 8 9 1		6 9 24 1		6 9 10 1		6 10 24 1		6 10 11 1		6 11 24 1		6 11 12 1		6 12 24 1		6 12 13 1		6 13 24 1		6 13 14 1		6 14 24 1		6 14 15 1		6 15 24 1		6 15 16 1		6 16 24 1		6 16 17 1		6 17 24 1		6 17 18 1		6 18 24 1		6 18 19 1		6 19 24 1		6 19 20 1		6 20 24 1		6 20 21 1		6 21 24 1		6 21 22 1		6 22 24 1		6 22 23 1		6 23 24 1		6 23 0 1		6 24 0 1		6 1 0 1		6 24 1 1		6 2 1 1		6 24 2 1		6 3 2 1		6 24 3 1		6 4 3 1		6 24 4 1		6 5 4 1		6 24 5 1		6 6 5 1		6 24 6 1		6 7 6 1		6 24 7 1		6 8 7 1		6 24 8 1		6 9 8 1		6 24 9 1		6 10 9 1		6 24 10 1		6 11 10 1		6 24 11 1		6 12 11 1		6 24 12 1		6 13 12 1		6 24 13 1		6 14 13 1		6 24 14 1		6 15 14 1		6 24 15 1		6 16 15 1		6 24 16 1		6 17 16 1		6 24 17 1		6 18 17 1		6 24 18 1		6 19 18 1		6 24 19 1		6 20 19 1		6 24 20 1		6 21 20 1		6 24 21 1		6 22 21 1		6 24 22 1		6 23 22 1		6 24 23 1		6 0 23 1		
7 0 24 1		7 0 1 1		7 1 24 1		7 1 2 1		7 2 24 1		7 2 3 1		7 3 24 1		7 3 4 1		7 4 24 1		7 4 5 1		7 5 24 1		7 5 6 1		7 6 24 1		7 6 7 1		7 7 24 1		7 7 8 1		7 8 24 1		7 8 9 1		7 9 24 1		7 9 10 1		7 10 24 1		7 10 11 1		7 11 24 1		7 11 12 1		7 12 24 1		7 12 13 1		7 13 24 1		7 13 14 1		7 14 24 1		7 14 15 1		7 15 24 1		7 15 16 1		7 16 24 1		7 16 17 1		7 17 24 1		7 17 18 1		7 18 24 1		7 18 19 1		7 19 24 1		7 19 20 1		7 20 24 1		7 20 21 1		7 21 24 1		7 21 22 1		7 22 24 1		7 22 23 1		7 23 24 1		7 23 0 1		7 24 0 1		7 1 0 1		7 24 1 1		7 2 1 1		7 24 2 1		7 3 2 1		7 24 3 1		7 4 3 1		7 24 4 1		7 5 4 1		7 24 5 1		7 6 5 1		7 24 6 1		7 7 6 1		7 24 7 1		7 8 7 1		7 24 8 1		7 9 8 1		7 24 9 1		7 10 9 1		7 24 10 1		7 11 10 1		7 24 11 1		7 12 11 1		7 24 12 1		7 13 12 1		7 24 13 1		7 14 13 1		7 24 14 1		7 15 14 1		7 24 15 1		7 16 15 1		7 24 16 1		7 17 16 1		7 24 17 1		7 18 17 1		7 24 18 1		7 19 18 1		7 24 19 1		7 20 19 1		7 24 20 1		7 21 20 1		7 24 21 1		7 22 21 1		7 24 22 1		7 23 22 1		7 24 23 1		7 0 23 1		
8 0 24 1		8 0 1 1		8 1 24 1		8 1 2 1		8 2 24 1		8 2 3 1		8 3 24 1		8 3 4 1		8 4 24 1		8 4 5 1		8 5 24 1		8 5 6 1		8 6 24 1		8 6 7 1		8 7 24 1		8 7 8 1		8 8 24 1		8 8 9 1		8 9 24 1		8 9 10 1		8 10 24 1		8 10 11 1		8 11 24 1		8 11 12 1		8 12 24 1		8 12 13 1		8 13 24 1		8 13 14 1		8 14 24 1		8 14 15 1		8 15 24 1		8 15 16 1		8 16 24 1		8 16 17 1		8 17 24 1		8 17 18 1		8 18 24 1		8 18 19 1		8 19 24 1		8 19 20 1		8 20 24 1		8 20 21 1		8 21 24 1		8 21 22 1		8 22 24 1		8 22 23 1		8 23 24 1		8 23 0 1		8 24 0 1		8 1 0 1		8 24 1 1		8 2 1 1		8 24 2 1		8 3 2 1		8 24 3 1		8 4 3 1		8 24 4 1		8 5 4 1		8 24 5 1		8 6 5 1		8 24 6 1		8 7 6 1		8 24 7 1		8 8 7 1		8 24 8 1		8 9 8 1		8 24 9 1		8 10 9 1		8 24 10 1		8 11 10 1		8 24 11 1		8 12 11 1		8 24 12 1		8 13 12 1		8 24 13 1		8 14 13 1		8 24 14 1		8 15 14 1		8 24 15 1		8 16 15 1		8 24 16 1		8 17 16 1		8 24 17 1		8 18 17 1		8 24 18 1		8 19 18 1		8 24 19 1		8 20 19 1		8 24 20 1		8 21 20 1		8 24 21 1		8 22 21 1		8 24 22 1		8 23 22 1		8 24 23 1		8 0 23 1		
9 0 24 1		9 0 1 1		9 1 24 1		9 1 2 1		9 2 24 1		9 2 3 1		9 3 24 1		9 3 4 1		9 4 24 1		9 4 5 1		9 5 24 1		9 5 6 1		9 6 24 1		9 6 7 1		9 7 24 1		9 7 8 1		9 8 24 1		9 8 9 1		9 9 24 1		9 9 10 1		9 10 24 1		9 10 11 1		9 11 24 1		9 11 12 1		9 12 24 1		9 12 13 1		9 13 24 1		9 13 14 1		9 14 24 1		9 14 15 1		9 15 24 1		9 15 16 1		9 16 24 1		9 16 17 1		9 17 24 1		9 17 18 1		9 18 24 1		9 18 19 1		9 19 24 1		9 19 20 1		9 20 24 1		9 20 21 1		9 21 24 1		9 21 22 1		9 22 24 1		9 22 23 1		9 23 24 1		9 23 0 1		9 24 0 1		9 1 0 1		9 24 1 1		9 2 1 1		9 24 2 1		9 3 2 1		9 24 3 1		9 4 3 1		9 24 4 1		9 5 4 1		9 24 5 1		9 6 5 1		9 24 6 1		9 7 6 1		9 24 7 1		9 8 7 1		9 24 8 1		9 9 8 1		9 24 9 1		9 10 9 1		9 24 10 1		9 11 10 1		9 24 11 1		9 12 11 1		9 24 12 1		9 13 12 1		9 24 13 1		9 14 13 1		9 24 14 1		9 15 14 1		9 24 15 1		9 16 15 1		9 24 16 1		9 17 16 1		9 24 17 1		9 18 17 1		9 24 18 1		9 19 18 1		9 24 19 1		9 20 19 1		9 24 20 1		9 21 20 1		9 24 21 1		9 22 21 1		9 24 22 1		9 23 22 1		9 24 23 1		9 0 23 1		
10 0 24 1		10 0 1 1		10 1 24 1		10 1 2 1		10 2 24 1		10 2 3 1		10 3 24 1		10 3 4 1		10 4 24 1		10 4 5 1		10 5 24 1		10 5 6 1		10 6 24 1		10 6 7 1		10 7 24 1		10 7 8 1		10 8 24 1		10 8 9 1		10 9 24 1		10 9 10 1		10 10 24 1		10 10 11 1		10 11 24 1		10 11 12 1		10 12 24 1		10 12 13 1		10 13 24 1		10 13 14 1		10 14 24 1		10 14 15 1		10 15 24 1		10 15 16 1		10 16 24 1		10 16 17 1		10 17 24 1		10 17 18 1		10 18 24 1		10 18 19 1		10 19 24 1		10 19 20 1		10 20 24 1		10 20 21 1		10 21 24 1		10 21 22 1		10 22 24 1		10 22 23 1		10 23 24 1		10 23 0 1		10 24 0 1		10 1 0 1		10 24 1 1		10 2 1 1		10 24 2 1		10 3 2 1		10 24 3 1		10 4 3 1		10 24 4 1		10 5 4 1		10 24 5 1		10 6 5 1		10 24 6 1		10 7 6 1		10 24 7 1		10 8 7 1		10 24 8 1		10 9 8 1		10 24 9 1		10 10 9 1		10 24 10 1		10 11 10 1		10 24 11 1		10 12 11 1		10 24 12 1		10 13 12 1		10 24 13 1		10 14 13 1		10 24 14 1		10 15 14 1		10 24 15 1		10 16 15 1		10 24 16 1		10 17 16 1		10 24 17 1		10 18 17 1		10 24 18 1		10 19 18 1		10 24 19 1		10 20 19 1		10 24 20 1		10 21 20 1		10 24 21 1		10 22 21 1		10 24 22 1		10 23 22 1		10 24 23 1		10 0 23 1		
11 0 24 1		11 0 1 1		11 1 24 1		11 1 2 1		11 2 24 1		11 2 3 1		11 3 24 1		11 3 4 1		11 4 24 1		11 4 5 1		11 5 24 1		11 5 6 1		11 6 24 1		11 6 7 1		11 7 24 1		11 7 8 1		11 8 24 1		11 8 9 1		11 9 24 1		11 9 10 1		11 10 24 1		11 10 11 1		11 11 24 1		11 11 12 1		11 12 24 1		11 12 13 1		11 13 24 1		11 13 14 1		11 14 24 1		11 14 15 1		11 15 24 1		11 15 16 1		11 16 24 1		11 16 17 1		11 17 24 1		11 17 18 1		11 18 24 1		11 18 19 1		11 19 24 1		11 19 20 1		11 20 24 1		11 20 21 1		11 21 24 1		11 21 22 1		11 22 24 1		11 22 23 1		11 23 24 1		11 23 0 1		11 24 0 1		11 1 0 1		11 24 1 1		11 2 1 1		11 24 2 1		11 3 2 1		11 24 3 1		11 4 3 1		11 24 4 1		11 5 4 1		11 24 5 1		11 6 5 1		11 24 6 1		11 7 6 1		11 24 7 1		11 8 7 1		11 24 8 1		11 9 8 1		11 24 9 1		11 10 9 1		11 24 10 1		11 11 10 1		11 24 11 1		11 12 11 1		11 24 12 1		11 13 12 1		11 24 13 1		11 14 13 1		11 24 14 1		11 15 14 1		11 24 15 1		11 16 15 1		11 24 16 1		11 17 16 1		11 24 17 1		11 18 17 1		11 24 18 1		11 19 18 1		11 24 19 1		11 20 19 1		11 24 20 1		11 21 20 1		11 24 21 1		11 22 21 1		11 24 22 1		11 23 22 1		11 24 23 1		11 0 23 1		
12 0 24 1		12 0 1 1		12 1 24 1		12 1 2 1		12 2 24 1		12 2 3 1		12 3 24 1		12 3 4 1		12 4 24 1		12 4 5 1		12 5 24 1		12 5 6 1		12 6 24 1		12 6 7 1		12 7 24 1		12 7 8 1		12 8 24 1		12 8 9 1		12 9 24 1		12 9 10 1		12 10 24 1		12 10 11 1		12 11 24 1		12 11 12 1		12 12 24 1		12 12 13 1		12 13 24 1		12 13 14 1		12 14 24 1		12 14 15 1		12 15 24 1		12 15 16 1		12 16 24 1		12 16 17 1		12 17 24 1		12 17 18 1		12 18 24 1		12 18 19 1		12 19 24 1		12 19 20 1		12 20 24 1		12 20 21 1		12 21 24 1		12 21 22 1		12 22 24 1		12 22 23 1		12 23 24 1		12 23 0 1		12 24 0 1		12 1 0 1		12 24 1 1		12 2 1 1		12 24 2 1		12 3 2 1		12 24 3 1		12 4 3 1		12 24 4 1		12 5 4 1		12 24 5 1		12 6 5 1		12 24 6 1		12 7 6 1		12 24 7 1		12 8 7 1		12 24 8 1		12 9 8 1		12 24 9 1		12 10 9 1		12 24 10 1		12 11 10 1		12 24 11 1		12 12 11 1		12 24 12 1		12 13 12 1		12 24 13 1		12 14 13 1		12 24 14 1		12 15 14 1		12 24 15 1		12 16 15 1		12 24 16 1		12 17 16 1		12 24 17 1		12 18 17 1		12 24 18 1		12 19 18 1		12 24 19 1		12 20 19 1		12 24 20 1		12 21 20 1		12 24 21 1		12 22 21 1		12 24 22 1		12 23 22 1		12 24 23 1		12 0 23 1		
13 0 24 1		13 0 1 1		13 1 24 1		13 1 2 1		13 2 24 1		13 2 3 1		13 3 24 1		13 3 4 1		13 4 24 1		13 4 5 1		13 5 24 1		13 5 6 1		13 6 24 1		13 6 7 1		13 7 24 1		13 7 8 1		13 8 24 1		13 8 9 1		13 9 24 1		13 9 10 1		13 10 24 1		13 10 11 1		13 11 24 1		13 11 12 1		13 12 24 1		13 12 13 1		13 13 24 1		13 13 14 1		13 14 24 1		13 14 15 1		13 15 24 1		13 15 16 1		13 16 24 1		13 16 17 1		13 17 24 1		13 17 18 1		13 18 24 1		13 18 19 1		13 19 24 1		13 19 20 1		13 20 24 1		13 20 21 1		13 21 24 1		13 21 22 1		13 22 24 1		13 22 23 1		13 23 24 1		13 23 0 1		13 24 0 1		13 1 0 1		13 24 1 1		13 2 1 1		13 24 2 1		13 3 2 1		13 24 3 1		13 4 3 1		13 24 4 1		13 5 4 1		13 24 5 1		13 6 5 1		13 24 6 1		13 7 6 1		13 24 7 1		13 8 7 1		13 24 8 1		13 9 8 1		13 24 9 1		13 10 9 1		13 24 10 1		13 11 10 1		13 24 11 1		13 12 11 1		13 24 12 1		13 13 12 1		13 24 13 1		13 14 13 1		13 24 14 1		13 15 14 1		13 24 15 1		13 16 15 1		13 24 16 1		13 17 16 1		13 24 17 1		13 18 17 1		13 24 18 1		13 19 18 1		13 24 19 1		13 20 19 1		13 24 20 1		13 21 20 1		13 24 21 1		13 22 21 1		13 24 22 1		13 23 22 1		13 24 23 1		13 0 23 1		
14 0 24 1		14 0 1 1		14 1 24 1		14 1 2 1		14 2 24 1		14 2 3 1		14 3 24 1		14 3 4 1		14 4 24 1		14 4 5 1		14 5 24 1		14 5 6 1		14 6 24 1		14 6 7 1		14 7 24 1		14 7 8 1		14 8 24 1		14 8 9 1		14 9 24 1		14 9 10 1		14 10 24 1		14 10 11 1		14 11 24 1		14 11 12 1		14 12 24 1		14 12 13 1		14 13 24 1		14 13 14 1		14 14 24 1		14 14 15 1		14 15 24 1		14 15 16 1		14 16 24 1		14 16 17 1		14 17 24 1		14 17 18 1		14 18 24 1		14 18 19 1		14 19 24 1		14 19 20 1		14 20 24 1		14 20 21 1		14 21 24 1		14 21 22 1		14 22 24 1		14 22 23 1		14 23 24 1		14 23 0 1		14 24 0 1		14 1 0 1		14 24 1 1		14 2 1 1		14 24 2 1		14 3 2 1		14 24 3 1		14 4 3 1		14 24 4 1		14 5 4 1		14 24 5 1		14 6 5 1		14 24 6 1		14 7 6 1		14 24 7 1		14 8 7 1		14 24 8 1		14 9 8 1		14 24 9 1		14 10 9 1		14 24 10 1		14 11 10 1		14 24 11 1		14 12 11 1		14 24 12 1		14 13 12 1		14 24 13 1		14 14 13 1		14 24 14 1		14 15 14 1		14 24 15 1		14 16 15 1		14 24 16 1		14 17 16 1		14 24 17 1		14 18 17 1		14 24 18 1		14 19 18 1		14 24 19 1		14 20 19 1		14 24 20 1		14 21 20 1		14 24 21 1		14 22 21 1		14 24 22 1		14 23 22 1		14 24 23 1		14 0 23 1		
15 0 24 1		15 0 1 1		15 1 24 1		15 1 2 1		15 2 24 1		15 2 3 1		15 3 24 1		15 3 4 1		15 4 24 1		15 4 5 1		15 5 24 1		15 5 6 1		15 6 24 1		15 6 7 1		15 7 24 1		15 7 8 1		15 8 24 1		15 8 9 1		15 9 24 1		15 9 10 1		15 10 24 1		15 10 11 1		15 11 24 1		15 11 12 1		15 12 24 1		15 12 13 1		15 13 24 1		15 13 14 1		15 14 24 1		15 14 15 1		15 15 24 1		15 15 16 1		15 16 24 1		15 16 17 1		15 17 24 1		15 17 18 1		15 18 24 1		15 18 19 1		15 19 24 1		15 19 20 1		15 20 24 1		15 20 21 1		15 21 24 1		15 21 22 1		15 22 24 1		15 22 23 1		15 23 24 1		15 23 0 1		15 24 0 1		15 1 0 1		15 24 1 1		15 2 1 1		15 24 2 1		15 3 2 1		15 24 3 1		15 4 3 1		15 24 4 1		15 5 4 1		15 24 5 1		15 6 5 1		15 24 6 1		15 7 6 1		15 24 7 1		15 8 7 1		15 24 8 1		15 9 8 1		15 24 9 1		15 10 9 1		15 24 10 1		15 11 10 1		15 24 11 1		15 12 11 1		15 24 12 1		15 13 12 1		15 24 13 1		15 14 13 1		15 24 14 1		15 15 14 1		15 24 15 1		15 16 15 1		15 24 16 1		15 17 16 1		15 24 17 1		15 18 17 1		15 24 18 1		15 19 18 1		15 24 19 1		15 20 19 1		15 24 20 1		15 21 20 1		15 24 21 1		15 22 21 1		15 24 22 1		15 23 22 1		15 24 23 1		15 0 23 1		
