param nf:= 100 ;
param nn:= 9 ;
param: E: d:=
 0 1 10
 0 3 10
 1 2 10
 1 4 10
 2 5 10
 3 4 10
 3 6 10
 4 5 10
 4 7 10
 5 8 10
 6 7 10
 7 8 10
 1 0 10
 3 0 10
 2 1 10
 4 1 10
 5 2 10
 4 3 10
 6 3 10
 5 4 10
 7 4 10
 8 5 10
 7 6 10
 8 7 10;
param s:=
5 0 1 1		5 0 3 1		5 1 2 1		5 1 4 1		5 2 5 1		5 3 4 1		5 3 6 1		5 4 5 1		5 4 7 1		5 5 8 1		5 6 7 1		5 7 8 1		5 1 0 1		5 3 0 1		5 2 1 1		5 4 1 1		5 5 2 1		5 4 3 1		5 6 3 1		5 5 4 1		5 7 4 1		5 8 5 1		5 7 6 1		5 8 7 1		
6 0 1 1		6 0 3 1		6 1 2 1		6 1 4 1		6 2 5 1		6 3 4 1		6 3 6 1		6 4 5 1		6 4 7 1		6 5 8 1		6 6 7 1		6 7 8 1		6 1 0 1		6 3 0 1		6 2 1 1		6 4 1 1		6 5 2 1		6 4 3 1		6 6 3 1		6 5 4 1		6 7 4 1		6 8 5 1		6 7 6 1		6 8 7 1		
7 0 1 1		7 0 3 1		7 1 2 1		7 1 4 1		7 2 5 1		7 3 4 1		7 3 6 1		7 4 5 1		7 4 7 1		7 5 8 1		7 6 7 1		7 7 8 1		7 1 0 1		7 3 0 1		7 2 1 1		7 4 1 1		7 5 2 1		7 4 3 1		7 6 3 1		7 5 4 1		7 7 4 1		7 8 5 1		7 7 6 1		7 8 7 1		
8 0 1 1		8 0 3 1		8 1 2 1		8 1 4 1		8 2 5 1		8 3 4 1		8 3 6 1		8 4 5 1		8 4 7 1		8 5 8 1		8 6 7 1		8 7 8 1		8 1 0 1		8 3 0 1		8 2 1 1		8 4 1 1		8 5 2 1		8 4 3 1		8 6 3 1		8 5 4 1		8 7 4 1		8 8 5 1		8 7 6 1		8 8 7 1		
9 0 1 1		9 0 3 1		9 1 2 1		9 1 4 1		9 2 5 1		9 3 4 1		9 3 6 1		9 4 5 1		9 4 7 1		9 5 8 1		9 6 7 1		9 7 8 1		9 1 0 1		9 3 0 1		9 2 1 1		9 4 1 1		9 5 2 1		9 4 3 1		9 6 3 1		9 5 4 1		9 7 4 1		9 8 5 1		9 7 6 1		9 8 7 1		
10 0 1 1		10 0 3 1		10 1 2 1		10 1 4 1		10 2 5 1		10 3 4 1		10 3 6 1		10 4 5 1		10 4 7 1		10 5 8 1		10 6 7 1		10 7 8 1		10 1 0 1		10 3 0 1		10 2 1 1		10 4 1 1		10 5 2 1		10 4 3 1		10 6 3 1		10 5 4 1		10 7 4 1		10 8 5 1		10 7 6 1		10 8 7 1		
11 0 1 1		11 0 3 1		11 1 2 1		11 1 4 1		11 2 5 1		11 3 4 1		11 3 6 1		11 4 5 1		11 4 7 1		11 5 8 1		11 6 7 1		11 7 8 1		11 1 0 1		11 3 0 1		11 2 1 1		11 4 1 1		11 5 2 1		11 4 3 1		11 6 3 1		11 5 4 1		11 7 4 1		11 8 5 1		11 7 6 1		11 8 7 1		
12 0 1 1		12 0 3 1		12 1 2 1		12 1 4 1		12 2 5 1		12 3 4 1		12 3 6 1		12 4 5 1		12 4 7 1		12 5 8 1		12 6 7 1		12 7 8 1		12 1 0 1		12 3 0 1		12 2 1 1		12 4 1 1		12 5 2 1		12 4 3 1		12 6 3 1		12 5 4 1		12 7 4 1		12 8 5 1		12 7 6 1		12 8 7 1		
13 0 1 1		13 0 3 1		13 1 2 1		13 1 4 1		13 2 5 1		13 3 4 1		13 3 6 1		13 4 5 1		13 4 7 1		13 5 8 1		13 6 7 1		13 7 8 1		13 1 0 1		13 3 0 1		13 2 1 1		13 4 1 1		13 5 2 1		13 4 3 1		13 6 3 1		13 5 4 1		13 7 4 1		13 8 5 1		13 7 6 1		13 8 7 1		
14 0 1 1		14 0 3 1		14 1 2 1		14 1 4 1		14 2 5 1		14 3 4 1		14 3 6 1		14 4 5 1		14 4 7 1		14 5 8 1		14 6 7 1		14 7 8 1		14 1 0 1		14 3 0 1		14 2 1 1		14 4 1 1		14 5 2 1		14 4 3 1		14 6 3 1		14 5 4 1		14 7 4 1		14 8 5 1		14 7 6 1		14 8 7 1		
15 0 1 1		15 0 3 1		15 1 2 1		15 1 4 1		15 2 5 1		15 3 4 1		15 3 6 1		15 4 5 1		15 4 7 1		15 5 8 1		15 6 7 1		15 7 8 1		15 1 0 1		15 3 0 1		15 2 1 1		15 4 1 1		15 5 2 1		15 4 3 1		15 6 3 1		15 5 4 1		15 7 4 1		15 8 5 1		15 7 6 1		15 8 7 1		
16 0 1 1		16 0 3 1		16 1 2 1		16 1 4 1		16 2 5 1		16 3 4 1		16 3 6 1		16 4 5 1		16 4 7 1		16 5 8 1		16 6 7 1		16 7 8 1		16 1 0 1		16 3 0 1		16 2 1 1		16 4 1 1		16 5 2 1		16 4 3 1		16 6 3 1		16 5 4 1		16 7 4 1		16 8 5 1		16 7 6 1		16 8 7 1		
17 0 1 1		17 0 3 1		17 1 2 1		17 1 4 1		17 2 5 1		17 3 4 1		17 3 6 1		17 4 5 1		17 4 7 1		17 5 8 1		17 6 7 1		17 7 8 1		17 1 0 1		17 3 0 1		17 2 1 1		17 4 1 1		17 5 2 1		17 4 3 1		17 6 3 1		17 5 4 1		17 7 4 1		17 8 5 1		17 7 6 1		17 8 7 1		
18 0 1 1		18 0 3 1		18 1 2 1		18 1 4 1		18 2 5 1		18 3 4 1		18 3 6 1		18 4 5 1		18 4 7 1		18 5 8 1		18 6 7 1		18 7 8 1		18 1 0 1		18 3 0 1		18 2 1 1		18 4 1 1		18 5 2 1		18 4 3 1		18 6 3 1		18 5 4 1		18 7 4 1		18 8 5 1		18 7 6 1		18 8 7 1		
19 0 1 1		19 0 3 1		19 1 2 1		19 1 4 1		19 2 5 1		19 3 4 1		19 3 6 1		19 4 5 1		19 4 7 1		19 5 8 1		19 6 7 1		19 7 8 1		19 1 0 1		19 3 0 1		19 2 1 1		19 4 1 1		19 5 2 1		19 4 3 1		19 6 3 1		19 5 4 1		19 7 4 1		19 8 5 1		19 7 6 1		19 8 7 1		
20 0 1 1		20 0 3 1		20 1 2 1		20 1 4 1		20 2 5 1		20 3 4 1		20 3 6 1		20 4 5 1		20 4 7 1		20 5 8 1		20 6 7 1		20 7 8 1		20 1 0 1		20 3 0 1		20 2 1 1		20 4 1 1		20 5 2 1		20 4 3 1		20 6 3 1		20 5 4 1		20 7 4 1		20 8 5 1		20 7 6 1		20 8 7 1		
21 0 1 1		21 0 3 1		21 1 2 1		21 1 4 1		21 2 5 1		21 3 4 1		21 3 6 1		21 4 5 1		21 4 7 1		21 5 8 1		21 6 7 1		21 7 8 1		21 1 0 1		21 3 0 1		21 2 1 1		21 4 1 1		21 5 2 1		21 4 3 1		21 6 3 1		21 5 4 1		21 7 4 1		21 8 5 1		21 7 6 1		21 8 7 1		
22 0 1 1		22 0 3 1		22 1 2 1		22 1 4 1		22 2 5 1		22 3 4 1		22 3 6 1		22 4 5 1		22 4 7 1		22 5 8 1		22 6 7 1		22 7 8 1		22 1 0 1		22 3 0 1		22 2 1 1		22 4 1 1		22 5 2 1		22 4 3 1		22 6 3 1		22 5 4 1		22 7 4 1		22 8 5 1		22 7 6 1		22 8 7 1		
23 0 1 1		23 0 3 1		23 1 2 1		23 1 4 1		23 2 5 1		23 3 4 1		23 3 6 1		23 4 5 1		23 4 7 1		23 5 8 1		23 6 7 1		23 7 8 1		23 1 0 1		23 3 0 1		23 2 1 1		23 4 1 1		23 5 2 1		23 4 3 1		23 6 3 1		23 5 4 1		23 7 4 1		23 8 5 1		23 7 6 1		23 8 7 1		
24 0 1 1		24 0 3 1		24 1 2 1		24 1 4 1		24 2 5 1		24 3 4 1		24 3 6 1		24 4 5 1		24 4 7 1		24 5 8 1		24 6 7 1		24 7 8 1		24 1 0 1		24 3 0 1		24 2 1 1		24 4 1 1		24 5 2 1		24 4 3 1		24 6 3 1		24 5 4 1		24 7 4 1		24 8 5 1		24 7 6 1		24 8 7 1		
25 0 1 1		25 0 3 1		25 1 2 1		25 1 4 1		25 2 5 1		25 3 4 1		25 3 6 1		25 4 5 1		25 4 7 1		25 5 8 1		25 6 7 1		25 7 8 1		25 1 0 1		25 3 0 1		25 2 1 1		25 4 1 1		25 5 2 1		25 4 3 1		25 6 3 1		25 5 4 1		25 7 4 1		25 8 5 1		25 7 6 1		25 8 7 1		
26 0 1 1		26 0 3 1		26 1 2 1		26 1 4 1		26 2 5 1		26 3 4 1		26 3 6 1		26 4 5 1		26 4 7 1		26 5 8 1		26 6 7 1		26 7 8 1		26 1 0 1		26 3 0 1		26 2 1 1		26 4 1 1		26 5 2 1		26 4 3 1		26 6 3 1		26 5 4 1		26 7 4 1		26 8 5 1		26 7 6 1		26 8 7 1		
27 0 1 1		27 0 3 1		27 1 2 1		27 1 4 1		27 2 5 1		27 3 4 1		27 3 6 1		27 4 5 1		27 4 7 1		27 5 8 1		27 6 7 1		27 7 8 1		27 1 0 1		27 3 0 1		27 2 1 1		27 4 1 1		27 5 2 1		27 4 3 1		27 6 3 1		27 5 4 1		27 7 4 1		27 8 5 1		27 7 6 1		27 8 7 1		
28 0 1 1		28 0 3 1		28 1 2 1		28 1 4 1		28 2 5 1		28 3 4 1		28 3 6 1		28 4 5 1		28 4 7 1		28 5 8 1		28 6 7 1		28 7 8 1		28 1 0 1		28 3 0 1		28 2 1 1		28 4 1 1		28 5 2 1		28 4 3 1		28 6 3 1		28 5 4 1		28 7 4 1		28 8 5 1		28 7 6 1		28 8 7 1		
29 0 1 1		29 0 3 1		29 1 2 1		29 1 4 1		29 2 5 1		29 3 4 1		29 3 6 1		29 4 5 1		29 4 7 1		29 5 8 1		29 6 7 1		29 7 8 1		29 1 0 1		29 3 0 1		29 2 1 1		29 4 1 1		29 5 2 1		29 4 3 1		29 6 3 1		29 5 4 1		29 7 4 1		29 8 5 1		29 7 6 1		29 8 7 1		
30 0 1 1		30 0 3 1		30 1 2 1		30 1 4 1		30 2 5 1		30 3 4 1		30 3 6 1		30 4 5 1		30 4 7 1		30 5 8 1		30 6 7 1		30 7 8 1		30 1 0 1		30 3 0 1		30 2 1 1		30 4 1 1		30 5 2 1		30 4 3 1		30 6 3 1		30 5 4 1		30 7 4 1		30 8 5 1		30 7 6 1		30 8 7 1		
31 0 1 1		31 0 3 1		31 1 2 1		31 1 4 1		31 2 5 1		31 3 4 1		31 3 6 1		31 4 5 1		31 4 7 1		31 5 8 1		31 6 7 1		31 7 8 1		31 1 0 1		31 3 0 1		31 2 1 1		31 4 1 1		31 5 2 1		31 4 3 1		31 6 3 1		31 5 4 1		31 7 4 1		31 8 5 1		31 7 6 1		31 8 7 1		
32 0 1 1		32 0 3 1		32 1 2 1		32 1 4 1		32 2 5 1		32 3 4 1		32 3 6 1		32 4 5 1		32 4 7 1		32 5 8 1		32 6 7 1		32 7 8 1		32 1 0 1		32 3 0 1		32 2 1 1		32 4 1 1		32 5 2 1		32 4 3 1		32 6 3 1		32 5 4 1		32 7 4 1		32 8 5 1		32 7 6 1		32 8 7 1		
33 0 1 1		33 0 3 1		33 1 2 1		33 1 4 1		33 2 5 1		33 3 4 1		33 3 6 1		33 4 5 1		33 4 7 1		33 5 8 1		33 6 7 1		33 7 8 1		33 1 0 1		33 3 0 1		33 2 1 1		33 4 1 1		33 5 2 1		33 4 3 1		33 6 3 1		33 5 4 1		33 7 4 1		33 8 5 1		33 7 6 1		33 8 7 1		
34 0 1 1		34 0 3 1		34 1 2 1		34 1 4 1		34 2 5 1		34 3 4 1		34 3 6 1		34 4 5 1		34 4 7 1		34 5 8 1		34 6 7 1		34 7 8 1		34 1 0 1		34 3 0 1		34 2 1 1		34 4 1 1		34 5 2 1		34 4 3 1		34 6 3 1		34 5 4 1		34 7 4 1		34 8 5 1		34 7 6 1		34 8 7 1		
35 0 1 1		35 0 3 1		35 1 2 1		35 1 4 1		35 2 5 1		35 3 4 1		35 3 6 1		35 4 5 1		35 4 7 1		35 5 8 1		35 6 7 1		35 7 8 1		35 1 0 1		35 3 0 1		35 2 1 1		35 4 1 1		35 5 2 1		35 4 3 1		35 6 3 1		35 5 4 1		35 7 4 1		35 8 5 1		35 7 6 1		35 8 7 1		
36 0 1 1		36 0 3 1		36 1 2 1		36 1 4 1		36 2 5 1		36 3 4 1		36 3 6 1		36 4 5 1		36 4 7 1		36 5 8 1		36 6 7 1		36 7 8 1		36 1 0 1		36 3 0 1		36 2 1 1		36 4 1 1		36 5 2 1		36 4 3 1		36 6 3 1		36 5 4 1		36 7 4 1		36 8 5 1		36 7 6 1		36 8 7 1		
37 0 1 1		37 0 3 1		37 1 2 1		37 1 4 1		37 2 5 1		37 3 4 1		37 3 6 1		37 4 5 1		37 4 7 1		37 5 8 1		37 6 7 1		37 7 8 1		37 1 0 1		37 3 0 1		37 2 1 1		37 4 1 1		37 5 2 1		37 4 3 1		37 6 3 1		37 5 4 1		37 7 4 1		37 8 5 1		37 7 6 1		37 8 7 1		
38 0 1 1		38 0 3 1		38 1 2 1		38 1 4 1		38 2 5 1		38 3 4 1		38 3 6 1		38 4 5 1		38 4 7 1		38 5 8 1		38 6 7 1		38 7 8 1		38 1 0 1		38 3 0 1		38 2 1 1		38 4 1 1		38 5 2 1		38 4 3 1		38 6 3 1		38 5 4 1		38 7 4 1		38 8 5 1		38 7 6 1		38 8 7 1		
39 0 1 1		39 0 3 1		39 1 2 1		39 1 4 1		39 2 5 1		39 3 4 1		39 3 6 1		39 4 5 1		39 4 7 1		39 5 8 1		39 6 7 1		39 7 8 1		39 1 0 1		39 3 0 1		39 2 1 1		39 4 1 1		39 5 2 1		39 4 3 1		39 6 3 1		39 5 4 1		39 7 4 1		39 8 5 1		39 7 6 1		39 8 7 1		
40 0 1 1		40 0 3 1		40 1 2 1		40 1 4 1		40 2 5 1		40 3 4 1		40 3 6 1		40 4 5 1		40 4 7 1		40 5 8 1		40 6 7 1		40 7 8 1		40 1 0 1		40 3 0 1		40 2 1 1		40 4 1 1		40 5 2 1		40 4 3 1		40 6 3 1		40 5 4 1		40 7 4 1		40 8 5 1		40 7 6 1		40 8 7 1		
41 0 1 1		41 0 3 1		41 1 2 1		41 1 4 1		41 2 5 1		41 3 4 1		41 3 6 1		41 4 5 1		41 4 7 1		41 5 8 1		41 6 7 1		41 7 8 1		41 1 0 1		41 3 0 1		41 2 1 1		41 4 1 1		41 5 2 1		41 4 3 1		41 6 3 1		41 5 4 1		41 7 4 1		41 8 5 1		41 7 6 1		41 8 7 1		
42 0 1 1		42 0 3 1		42 1 2 1		42 1 4 1		42 2 5 1		42 3 4 1		42 3 6 1		42 4 5 1		42 4 7 1		42 5 8 1		42 6 7 1		42 7 8 1		42 1 0 1		42 3 0 1		42 2 1 1		42 4 1 1		42 5 2 1		42 4 3 1		42 6 3 1		42 5 4 1		42 7 4 1		42 8 5 1		42 7 6 1		42 8 7 1		
43 0 1 1		43 0 3 1		43 1 2 1		43 1 4 1		43 2 5 1		43 3 4 1		43 3 6 1		43 4 5 1		43 4 7 1		43 5 8 1		43 6 7 1		43 7 8 1		43 1 0 1		43 3 0 1		43 2 1 1		43 4 1 1		43 5 2 1		43 4 3 1		43 6 3 1		43 5 4 1		43 7 4 1		43 8 5 1		43 7 6 1		43 8 7 1		
44 0 1 1		44 0 3 1		44 1 2 1		44 1 4 1		44 2 5 1		44 3 4 1		44 3 6 1		44 4 5 1		44 4 7 1		44 5 8 1		44 6 7 1		44 7 8 1		44 1 0 1		44 3 0 1		44 2 1 1		44 4 1 1		44 5 2 1		44 4 3 1		44 6 3 1		44 5 4 1		44 7 4 1		44 8 5 1		44 7 6 1		44 8 7 1		
45 0 1 1		45 0 3 1		45 1 2 1		45 1 4 1		45 2 5 1		45 3 4 1		45 3 6 1		45 4 5 1		45 4 7 1		45 5 8 1		45 6 7 1		45 7 8 1		45 1 0 1		45 3 0 1		45 2 1 1		45 4 1 1		45 5 2 1		45 4 3 1		45 6 3 1		45 5 4 1		45 7 4 1		45 8 5 1		45 7 6 1		45 8 7 1		
46 0 1 1		46 0 3 1		46 1 2 1		46 1 4 1		46 2 5 1		46 3 4 1		46 3 6 1		46 4 5 1		46 4 7 1		46 5 8 1		46 6 7 1		46 7 8 1		46 1 0 1		46 3 0 1		46 2 1 1		46 4 1 1		46 5 2 1		46 4 3 1		46 6 3 1		46 5 4 1		46 7 4 1		46 8 5 1		46 7 6 1		46 8 7 1		
47 0 1 1		47 0 3 1		47 1 2 1		47 1 4 1		47 2 5 1		47 3 4 1		47 3 6 1		47 4 5 1		47 4 7 1		47 5 8 1		47 6 7 1		47 7 8 1		47 1 0 1		47 3 0 1		47 2 1 1		47 4 1 1		47 5 2 1		47 4 3 1		47 6 3 1		47 5 4 1		47 7 4 1		47 8 5 1		47 7 6 1		47 8 7 1		
48 0 1 1		48 0 3 1		48 1 2 1		48 1 4 1		48 2 5 1		48 3 4 1		48 3 6 1		48 4 5 1		48 4 7 1		48 5 8 1		48 6 7 1		48 7 8 1		48 1 0 1		48 3 0 1		48 2 1 1		48 4 1 1		48 5 2 1		48 4 3 1		48 6 3 1		48 5 4 1		48 7 4 1		48 8 5 1		48 7 6 1		48 8 7 1		
49 0 1 1		49 0 3 1		49 1 2 1		49 1 4 1		49 2 5 1		49 3 4 1		49 3 6 1		49 4 5 1		49 4 7 1		49 5 8 1		49 6 7 1		49 7 8 1		49 1 0 1		49 3 0 1		49 2 1 1		49 4 1 1		49 5 2 1		49 4 3 1		49 6 3 1		49 5 4 1		49 7 4 1		49 8 5 1		49 7 6 1		49 8 7 1		
50 0 1 1		50 0 3 1		50 1 2 1		50 1 4 1		50 2 5 1		50 3 4 1		50 3 6 1		50 4 5 1		50 4 7 1		50 5 8 1		50 6 7 1		50 7 8 1		50 1 0 1		50 3 0 1		50 2 1 1		50 4 1 1		50 5 2 1		50 4 3 1		50 6 3 1		50 5 4 1		50 7 4 1		50 8 5 1		50 7 6 1		50 8 7 1		
51 0 1 1		51 0 3 1		51 1 2 1		51 1 4 1		51 2 5 1		51 3 4 1		51 3 6 1		51 4 5 1		51 4 7 1		51 5 8 1		51 6 7 1		51 7 8 1		51 1 0 1		51 3 0 1		51 2 1 1		51 4 1 1		51 5 2 1		51 4 3 1		51 6 3 1		51 5 4 1		51 7 4 1		51 8 5 1		51 7 6 1		51 8 7 1		
52 0 1 1		52 0 3 1		52 1 2 1		52 1 4 1		52 2 5 1		52 3 4 1		52 3 6 1		52 4 5 1		52 4 7 1		52 5 8 1		52 6 7 1		52 7 8 1		52 1 0 1		52 3 0 1		52 2 1 1		52 4 1 1		52 5 2 1		52 4 3 1		52 6 3 1		52 5 4 1		52 7 4 1		52 8 5 1		52 7 6 1		52 8 7 1		
53 0 1 1		53 0 3 1		53 1 2 1		53 1 4 1		53 2 5 1		53 3 4 1		53 3 6 1		53 4 5 1		53 4 7 1		53 5 8 1		53 6 7 1		53 7 8 1		53 1 0 1		53 3 0 1		53 2 1 1		53 4 1 1		53 5 2 1		53 4 3 1		53 6 3 1		53 5 4 1		53 7 4 1		53 8 5 1		53 7 6 1		53 8 7 1		
54 0 1 1		54 0 3 1		54 1 2 1		54 1 4 1		54 2 5 1		54 3 4 1		54 3 6 1		54 4 5 1		54 4 7 1		54 5 8 1		54 6 7 1		54 7 8 1		54 1 0 1		54 3 0 1		54 2 1 1		54 4 1 1		54 5 2 1		54 4 3 1		54 6 3 1		54 5 4 1		54 7 4 1		54 8 5 1		54 7 6 1		54 8 7 1		
55 0 1 1		55 0 3 1		55 1 2 1		55 1 4 1		55 2 5 1		55 3 4 1		55 3 6 1		55 4 5 1		55 4 7 1		55 5 8 1		55 6 7 1		55 7 8 1		55 1 0 1		55 3 0 1		55 2 1 1		55 4 1 1		55 5 2 1		55 4 3 1		55 6 3 1		55 5 4 1		55 7 4 1		55 8 5 1		55 7 6 1		55 8 7 1		
56 0 1 1		56 0 3 1		56 1 2 1		56 1 4 1		56 2 5 1		56 3 4 1		56 3 6 1		56 4 5 1		56 4 7 1		56 5 8 1		56 6 7 1		56 7 8 1		56 1 0 1		56 3 0 1		56 2 1 1		56 4 1 1		56 5 2 1		56 4 3 1		56 6 3 1		56 5 4 1		56 7 4 1		56 8 5 1		56 7 6 1		56 8 7 1		
57 0 1 1		57 0 3 1		57 1 2 1		57 1 4 1		57 2 5 1		57 3 4 1		57 3 6 1		57 4 5 1		57 4 7 1		57 5 8 1		57 6 7 1		57 7 8 1		57 1 0 1		57 3 0 1		57 2 1 1		57 4 1 1		57 5 2 1		57 4 3 1		57 6 3 1		57 5 4 1		57 7 4 1		57 8 5 1		57 7 6 1		57 8 7 1		
58 0 1 1		58 0 3 1		58 1 2 1		58 1 4 1		58 2 5 1		58 3 4 1		58 3 6 1		58 4 5 1		58 4 7 1		58 5 8 1		58 6 7 1		58 7 8 1		58 1 0 1		58 3 0 1		58 2 1 1		58 4 1 1		58 5 2 1		58 4 3 1		58 6 3 1		58 5 4 1		58 7 4 1		58 8 5 1		58 7 6 1		58 8 7 1		
59 0 1 1		59 0 3 1		59 1 2 1		59 1 4 1		59 2 5 1		59 3 4 1		59 3 6 1		59 4 5 1		59 4 7 1		59 5 8 1		59 6 7 1		59 7 8 1		59 1 0 1		59 3 0 1		59 2 1 1		59 4 1 1		59 5 2 1		59 4 3 1		59 6 3 1		59 5 4 1		59 7 4 1		59 8 5 1		59 7 6 1		59 8 7 1		
60 0 1 1		60 0 3 1		60 1 2 1		60 1 4 1		60 2 5 1		60 3 4 1		60 3 6 1		60 4 5 1		60 4 7 1		60 5 8 1		60 6 7 1		60 7 8 1		60 1 0 1		60 3 0 1		60 2 1 1		60 4 1 1		60 5 2 1		60 4 3 1		60 6 3 1		60 5 4 1		60 7 4 1		60 8 5 1		60 7 6 1		60 8 7 1		
61 0 1 1		61 0 3 1		61 1 2 1		61 1 4 1		61 2 5 1		61 3 4 1		61 3 6 1		61 4 5 1		61 4 7 1		61 5 8 1		61 6 7 1		61 7 8 1		61 1 0 1		61 3 0 1		61 2 1 1		61 4 1 1		61 5 2 1		61 4 3 1		61 6 3 1		61 5 4 1		61 7 4 1		61 8 5 1		61 7 6 1		61 8 7 1		
62 0 1 1		62 0 3 1		62 1 2 1		62 1 4 1		62 2 5 1		62 3 4 1		62 3 6 1		62 4 5 1		62 4 7 1		62 5 8 1		62 6 7 1		62 7 8 1		62 1 0 1		62 3 0 1		62 2 1 1		62 4 1 1		62 5 2 1		62 4 3 1		62 6 3 1		62 5 4 1		62 7 4 1		62 8 5 1		62 7 6 1		62 8 7 1		
63 0 1 1		63 0 3 1		63 1 2 1		63 1 4 1		63 2 5 1		63 3 4 1		63 3 6 1		63 4 5 1		63 4 7 1		63 5 8 1		63 6 7 1		63 7 8 1		63 1 0 1		63 3 0 1		63 2 1 1		63 4 1 1		63 5 2 1		63 4 3 1		63 6 3 1		63 5 4 1		63 7 4 1		63 8 5 1		63 7 6 1		63 8 7 1		
64 0 1 1		64 0 3 1		64 1 2 1		64 1 4 1		64 2 5 1		64 3 4 1		64 3 6 1		64 4 5 1		64 4 7 1		64 5 8 1		64 6 7 1		64 7 8 1		64 1 0 1		64 3 0 1		64 2 1 1		64 4 1 1		64 5 2 1		64 4 3 1		64 6 3 1		64 5 4 1		64 7 4 1		64 8 5 1		64 7 6 1		64 8 7 1		
65 0 1 1		65 0 3 1		65 1 2 1		65 1 4 1		65 2 5 1		65 3 4 1		65 3 6 1		65 4 5 1		65 4 7 1		65 5 8 1		65 6 7 1		65 7 8 1		65 1 0 1		65 3 0 1		65 2 1 1		65 4 1 1		65 5 2 1		65 4 3 1		65 6 3 1		65 5 4 1		65 7 4 1		65 8 5 1		65 7 6 1		65 8 7 1		
