param nf:= 100 ;
param nn:= 9 ;
param: E: d:=
 0 8 10
 0 1 10
 1 8 10
 1 2 10
 2 8 10
 2 3 10
 3 8 10
 3 4 10
 4 8 10
 4 5 10
 5 8 10
 5 6 10
 6 8 10
 6 7 10
 7 8 10
 7 0 10
 8 0 10
 1 0 10
 8 1 10
 2 1 10
 8 2 10
 3 2 10
 8 3 10
 4 3 10
 8 4 10
 5 4 10
 8 5 10
 6 5 10
 8 6 10
 7 6 10
 8 7 10
 0 7 10;
param s:=
1 0 8 1		1 0 1 1		1 1 8 1		1 1 2 1		1 2 8 1		1 2 3 1		1 3 8 1		1 3 4 1		1 4 8 1		1 4 5 1		1 5 8 1		1 5 6 1		1 6 8 1		1 6 7 1		1 7 8 1		1 7 0 1		1 8 0 1		1 1 0 1		1 8 1 1		1 2 1 1		1 8 2 1		1 3 2 1		1 8 3 1		1 4 3 1		1 8 4 1		1 5 4 1		1 8 5 1		1 6 5 1		1 8 6 1		1 7 6 1		1 8 7 1		1 0 7 1		
2 0 8 1		2 0 1 1		2 1 8 1		2 1 2 1		2 2 8 1		2 2 3 1		2 3 8 1		2 3 4 1		2 4 8 1		2 4 5 1		2 5 8 1		2 5 6 1		2 6 8 1		2 6 7 1		2 7 8 1		2 7 0 1		2 8 0 1		2 1 0 1		2 8 1 1		2 2 1 1		2 8 2 1		2 3 2 1		2 8 3 1		2 4 3 1		2 8 4 1		2 5 4 1		2 8 5 1		2 6 5 1		2 8 6 1		2 7 6 1		2 8 7 1		2 0 7 1		
3 0 8 1		3 0 1 1		3 1 8 1		3 1 2 1		3 2 8 1		3 2 3 1		3 3 8 1		3 3 4 1		3 4 8 1		3 4 5 1		3 5 8 1		3 5 6 1		3 6 8 1		3 6 7 1		3 7 8 1		3 7 0 1		3 8 0 1		3 1 0 1		3 8 1 1		3 2 1 1		3 8 2 1		3 3 2 1		3 8 3 1		3 4 3 1		3 8 4 1		3 5 4 1		3 8 5 1		3 6 5 1		3 8 6 1		3 7 6 1		3 8 7 1		3 0 7 1		
4 0 8 1		4 0 1 1		4 1 8 1		4 1 2 1		4 2 8 1		4 2 3 1		4 3 8 1		4 3 4 1		4 4 8 1		4 4 5 1		4 5 8 1		4 5 6 1		4 6 8 1		4 6 7 1		4 7 8 1		4 7 0 1		4 8 0 1		4 1 0 1		4 8 1 1		4 2 1 1		4 8 2 1		4 3 2 1		4 8 3 1		4 4 3 1		4 8 4 1		4 5 4 1		4 8 5 1		4 6 5 1		4 8 6 1		4 7 6 1		4 8 7 1		4 0 7 1		
5 0 8 1		5 0 1 1		5 1 8 1		5 1 2 1		5 2 8 1		5 2 3 1		5 3 8 1		5 3 4 1		5 4 8 1		5 4 5 1		5 5 8 1		5 5 6 1		5 6 8 1		5 6 7 1		5 7 8 1		5 7 0 1		5 8 0 1		5 1 0 1		5 8 1 1		5 2 1 1		5 8 2 1		5 3 2 1		5 8 3 1		5 4 3 1		5 8 4 1		5 5 4 1		5 8 5 1		5 6 5 1		5 8 6 1		5 7 6 1		5 8 7 1		5 0 7 1		
6 0 8 1		6 0 1 1		6 1 8 1		6 1 2 1		6 2 8 1		6 2 3 1		6 3 8 1		6 3 4 1		6 4 8 1		6 4 5 1		6 5 8 1		6 5 6 1		6 6 8 1		6 6 7 1		6 7 8 1		6 7 0 1		6 8 0 1		6 1 0 1		6 8 1 1		6 2 1 1		6 8 2 1		6 3 2 1		6 8 3 1		6 4 3 1		6 8 4 1		6 5 4 1		6 8 5 1		6 6 5 1		6 8 6 1		6 7 6 1		6 8 7 1		6 0 7 1		
7 0 8 1		7 0 1 1		7 1 8 1		7 1 2 1		7 2 8 1		7 2 3 1		7 3 8 1		7 3 4 1		7 4 8 1		7 4 5 1		7 5 8 1		7 5 6 1		7 6 8 1		7 6 7 1		7 7 8 1		7 7 0 1		7 8 0 1		7 1 0 1		7 8 1 1		7 2 1 1		7 8 2 1		7 3 2 1		7 8 3 1		7 4 3 1		7 8 4 1		7 5 4 1		7 8 5 1		7 6 5 1		7 8 6 1		7 7 6 1		7 8 7 1		7 0 7 1		
8 0 8 1		8 0 1 1		8 1 8 1		8 1 2 1		8 2 8 1		8 2 3 1		8 3 8 1		8 3 4 1		8 4 8 1		8 4 5 1		8 5 8 1		8 5 6 1		8 6 8 1		8 6 7 1		8 7 8 1		8 7 0 1		8 8 0 1		8 1 0 1		8 8 1 1		8 2 1 1		8 8 2 1		8 3 2 1		8 8 3 1		8 4 3 1		8 8 4 1		8 5 4 1		8 8 5 1		8 6 5 1		8 8 6 1		8 7 6 1		8 8 7 1		8 0 7 1		
9 0 8 1		9 0 1 1		9 1 8 1		9 1 2 1		9 2 8 1		9 2 3 1		9 3 8 1		9 3 4 1		9 4 8 1		9 4 5 1		9 5 8 1		9 5 6 1		9 6 8 1		9 6 7 1		9 7 8 1		9 7 0 1		9 8 0 1		9 1 0 1		9 8 1 1		9 2 1 1		9 8 2 1		9 3 2 1		9 8 3 1		9 4 3 1		9 8 4 1		9 5 4 1		9 8 5 1		9 6 5 1		9 8 6 1		9 7 6 1		9 8 7 1		9 0 7 1		
10 0 8 1		10 0 1 1		10 1 8 1		10 1 2 1		10 2 8 1		10 2 3 1		10 3 8 1		10 3 4 1		10 4 8 1		10 4 5 1		10 5 8 1		10 5 6 1		10 6 8 1		10 6 7 1		10 7 8 1		10 7 0 1		10 8 0 1		10 1 0 1		10 8 1 1		10 2 1 1		10 8 2 1		10 3 2 1		10 8 3 1		10 4 3 1		10 8 4 1		10 5 4 1		10 8 5 1		10 6 5 1		10 8 6 1		10 7 6 1		10 8 7 1		10 0 7 1		
11 0 8 1		11 0 1 1		11 1 8 1		11 1 2 1		11 2 8 1		11 2 3 1		11 3 8 1		11 3 4 1		11 4 8 1		11 4 5 1		11 5 8 1		11 5 6 1		11 6 8 1		11 6 7 1		11 7 8 1		11 7 0 1		11 8 0 1		11 1 0 1		11 8 1 1		11 2 1 1		11 8 2 1		11 3 2 1		11 8 3 1		11 4 3 1		11 8 4 1		11 5 4 1		11 8 5 1		11 6 5 1		11 8 6 1		11 7 6 1		11 8 7 1		11 0 7 1		
12 0 8 1		12 0 1 1		12 1 8 1		12 1 2 1		12 2 8 1		12 2 3 1		12 3 8 1		12 3 4 1		12 4 8 1		12 4 5 1		12 5 8 1		12 5 6 1		12 6 8 1		12 6 7 1		12 7 8 1		12 7 0 1		12 8 0 1		12 1 0 1		12 8 1 1		12 2 1 1		12 8 2 1		12 3 2 1		12 8 3 1		12 4 3 1		12 8 4 1		12 5 4 1		12 8 5 1		12 6 5 1		12 8 6 1		12 7 6 1		12 8 7 1		12 0 7 1		
13 0 8 1		13 0 1 1		13 1 8 1		13 1 2 1		13 2 8 1		13 2 3 1		13 3 8 1		13 3 4 1		13 4 8 1		13 4 5 1		13 5 8 1		13 5 6 1		13 6 8 1		13 6 7 1		13 7 8 1		13 7 0 1		13 8 0 1		13 1 0 1		13 8 1 1		13 2 1 1		13 8 2 1		13 3 2 1		13 8 3 1		13 4 3 1		13 8 4 1		13 5 4 1		13 8 5 1		13 6 5 1		13 8 6 1		13 7 6 1		13 8 7 1		13 0 7 1		
14 0 8 1		14 0 1 1		14 1 8 1		14 1 2 1		14 2 8 1		14 2 3 1		14 3 8 1		14 3 4 1		14 4 8 1		14 4 5 1		14 5 8 1		14 5 6 1		14 6 8 1		14 6 7 1		14 7 8 1		14 7 0 1		14 8 0 1		14 1 0 1		14 8 1 1		14 2 1 1		14 8 2 1		14 3 2 1		14 8 3 1		14 4 3 1		14 8 4 1		14 5 4 1		14 8 5 1		14 6 5 1		14 8 6 1		14 7 6 1		14 8 7 1		14 0 7 1		
15 0 8 1		15 0 1 1		15 1 8 1		15 1 2 1		15 2 8 1		15 2 3 1		15 3 8 1		15 3 4 1		15 4 8 1		15 4 5 1		15 5 8 1		15 5 6 1		15 6 8 1		15 6 7 1		15 7 8 1		15 7 0 1		15 8 0 1		15 1 0 1		15 8 1 1		15 2 1 1		15 8 2 1		15 3 2 1		15 8 3 1		15 4 3 1		15 8 4 1		15 5 4 1		15 8 5 1		15 6 5 1		15 8 6 1		15 7 6 1		15 8 7 1		15 0 7 1		
16 0 8 1		16 0 1 1		16 1 8 1		16 1 2 1		16 2 8 1		16 2 3 1		16 3 8 1		16 3 4 1		16 4 8 1		16 4 5 1		16 5 8 1		16 5 6 1		16 6 8 1		16 6 7 1		16 7 8 1		16 7 0 1		16 8 0 1		16 1 0 1		16 8 1 1		16 2 1 1		16 8 2 1		16 3 2 1		16 8 3 1		16 4 3 1		16 8 4 1		16 5 4 1		16 8 5 1		16 6 5 1		16 8 6 1		16 7 6 1		16 8 7 1		16 0 7 1		
17 0 8 1		17 0 1 1		17 1 8 1		17 1 2 1		17 2 8 1		17 2 3 1		17 3 8 1		17 3 4 1		17 4 8 1		17 4 5 1		17 5 8 1		17 5 6 1		17 6 8 1		17 6 7 1		17 7 8 1		17 7 0 1		17 8 0 1		17 1 0 1		17 8 1 1		17 2 1 1		17 8 2 1		17 3 2 1		17 8 3 1		17 4 3 1		17 8 4 1		17 5 4 1		17 8 5 1		17 6 5 1		17 8 6 1		17 7 6 1		17 8 7 1		17 0 7 1		
18 0 8 1		18 0 1 1		18 1 8 1		18 1 2 1		18 2 8 1		18 2 3 1		18 3 8 1		18 3 4 1		18 4 8 1		18 4 5 1		18 5 8 1		18 5 6 1		18 6 8 1		18 6 7 1		18 7 8 1		18 7 0 1		18 8 0 1		18 1 0 1		18 8 1 1		18 2 1 1		18 8 2 1		18 3 2 1		18 8 3 1		18 4 3 1		18 8 4 1		18 5 4 1		18 8 5 1		18 6 5 1		18 8 6 1		18 7 6 1		18 8 7 1		18 0 7 1		
19 0 8 1		19 0 1 1		19 1 8 1		19 1 2 1		19 2 8 1		19 2 3 1		19 3 8 1		19 3 4 1		19 4 8 1		19 4 5 1		19 5 8 1		19 5 6 1		19 6 8 1		19 6 7 1		19 7 8 1		19 7 0 1		19 8 0 1		19 1 0 1		19 8 1 1		19 2 1 1		19 8 2 1		19 3 2 1		19 8 3 1		19 4 3 1		19 8 4 1		19 5 4 1		19 8 5 1		19 6 5 1		19 8 6 1		19 7 6 1		19 8 7 1		19 0 7 1		
20 0 8 1		20 0 1 1		20 1 8 1		20 1 2 1		20 2 8 1		20 2 3 1		20 3 8 1		20 3 4 1		20 4 8 1		20 4 5 1		20 5 8 1		20 5 6 1		20 6 8 1		20 6 7 1		20 7 8 1		20 7 0 1		20 8 0 1		20 1 0 1		20 8 1 1		20 2 1 1		20 8 2 1		20 3 2 1		20 8 3 1		20 4 3 1		20 8 4 1		20 5 4 1		20 8 5 1		20 6 5 1		20 8 6 1		20 7 6 1		20 8 7 1		20 0 7 1		
21 0 8 1		21 0 1 1		21 1 8 1		21 1 2 1		21 2 8 1		21 2 3 1		21 3 8 1		21 3 4 1		21 4 8 1		21 4 5 1		21 5 8 1		21 5 6 1		21 6 8 1		21 6 7 1		21 7 8 1		21 7 0 1		21 8 0 1		21 1 0 1		21 8 1 1		21 2 1 1		21 8 2 1		21 3 2 1		21 8 3 1		21 4 3 1		21 8 4 1		21 5 4 1		21 8 5 1		21 6 5 1		21 8 6 1		21 7 6 1		21 8 7 1		21 0 7 1		
22 0 8 1		22 0 1 1		22 1 8 1		22 1 2 1		22 2 8 1		22 2 3 1		22 3 8 1		22 3 4 1		22 4 8 1		22 4 5 1		22 5 8 1		22 5 6 1		22 6 8 1		22 6 7 1		22 7 8 1		22 7 0 1		22 8 0 1		22 1 0 1		22 8 1 1		22 2 1 1		22 8 2 1		22 3 2 1		22 8 3 1		22 4 3 1		22 8 4 1		22 5 4 1		22 8 5 1		22 6 5 1		22 8 6 1		22 7 6 1		22 8 7 1		22 0 7 1		
23 0 8 1		23 0 1 1		23 1 8 1		23 1 2 1		23 2 8 1		23 2 3 1		23 3 8 1		23 3 4 1		23 4 8 1		23 4 5 1		23 5 8 1		23 5 6 1		23 6 8 1		23 6 7 1		23 7 8 1		23 7 0 1		23 8 0 1		23 1 0 1		23 8 1 1		23 2 1 1		23 8 2 1		23 3 2 1		23 8 3 1		23 4 3 1		23 8 4 1		23 5 4 1		23 8 5 1		23 6 5 1		23 8 6 1		23 7 6 1		23 8 7 1		23 0 7 1		
24 0 8 1		24 0 1 1		24 1 8 1		24 1 2 1		24 2 8 1		24 2 3 1		24 3 8 1		24 3 4 1		24 4 8 1		24 4 5 1		24 5 8 1		24 5 6 1		24 6 8 1		24 6 7 1		24 7 8 1		24 7 0 1		24 8 0 1		24 1 0 1		24 8 1 1		24 2 1 1		24 8 2 1		24 3 2 1		24 8 3 1		24 4 3 1		24 8 4 1		24 5 4 1		24 8 5 1		24 6 5 1		24 8 6 1		24 7 6 1		24 8 7 1		24 0 7 1		
25 0 8 1		25 0 1 1		25 1 8 1		25 1 2 1		25 2 8 1		25 2 3 1		25 3 8 1		25 3 4 1		25 4 8 1		25 4 5 1		25 5 8 1		25 5 6 1		25 6 8 1		25 6 7 1		25 7 8 1		25 7 0 1		25 8 0 1		25 1 0 1		25 8 1 1		25 2 1 1		25 8 2 1		25 3 2 1		25 8 3 1		25 4 3 1		25 8 4 1		25 5 4 1		25 8 5 1		25 6 5 1		25 8 6 1		25 7 6 1		25 8 7 1		25 0 7 1		
26 0 8 1		26 0 1 1		26 1 8 1		26 1 2 1		26 2 8 1		26 2 3 1		26 3 8 1		26 3 4 1		26 4 8 1		26 4 5 1		26 5 8 1		26 5 6 1		26 6 8 1		26 6 7 1		26 7 8 1		26 7 0 1		26 8 0 1		26 1 0 1		26 8 1 1		26 2 1 1		26 8 2 1		26 3 2 1		26 8 3 1		26 4 3 1		26 8 4 1		26 5 4 1		26 8 5 1		26 6 5 1		26 8 6 1		26 7 6 1		26 8 7 1		26 0 7 1		
27 0 8 1		27 0 1 1		27 1 8 1		27 1 2 1		27 2 8 1		27 2 3 1		27 3 8 1		27 3 4 1		27 4 8 1		27 4 5 1		27 5 8 1		27 5 6 1		27 6 8 1		27 6 7 1		27 7 8 1		27 7 0 1		27 8 0 1		27 1 0 1		27 8 1 1		27 2 1 1		27 8 2 1		27 3 2 1		27 8 3 1		27 4 3 1		27 8 4 1		27 5 4 1		27 8 5 1		27 6 5 1		27 8 6 1		27 7 6 1		27 8 7 1		27 0 7 1		
28 0 8 1		28 0 1 1		28 1 8 1		28 1 2 1		28 2 8 1		28 2 3 1		28 3 8 1		28 3 4 1		28 4 8 1		28 4 5 1		28 5 8 1		28 5 6 1		28 6 8 1		28 6 7 1		28 7 8 1		28 7 0 1		28 8 0 1		28 1 0 1		28 8 1 1		28 2 1 1		28 8 2 1		28 3 2 1		28 8 3 1		28 4 3 1		28 8 4 1		28 5 4 1		28 8 5 1		28 6 5 1		28 8 6 1		28 7 6 1		28 8 7 1		28 0 7 1		
29 0 8 1		29 0 1 1		29 1 8 1		29 1 2 1		29 2 8 1		29 2 3 1		29 3 8 1		29 3 4 1		29 4 8 1		29 4 5 1		29 5 8 1		29 5 6 1		29 6 8 1		29 6 7 1		29 7 8 1		29 7 0 1		29 8 0 1		29 1 0 1		29 8 1 1		29 2 1 1		29 8 2 1		29 3 2 1		29 8 3 1		29 4 3 1		29 8 4 1		29 5 4 1		29 8 5 1		29 6 5 1		29 8 6 1		29 7 6 1		29 8 7 1		29 0 7 1		
30 0 8 1		30 0 1 1		30 1 8 1		30 1 2 1		30 2 8 1		30 2 3 1		30 3 8 1		30 3 4 1		30 4 8 1		30 4 5 1		30 5 8 1		30 5 6 1		30 6 8 1		30 6 7 1		30 7 8 1		30 7 0 1		30 8 0 1		30 1 0 1		30 8 1 1		30 2 1 1		30 8 2 1		30 3 2 1		30 8 3 1		30 4 3 1		30 8 4 1		30 5 4 1		30 8 5 1		30 6 5 1		30 8 6 1		30 7 6 1		30 8 7 1		30 0 7 1		
31 0 8 1		31 0 1 1		31 1 8 1		31 1 2 1		31 2 8 1		31 2 3 1		31 3 8 1		31 3 4 1		31 4 8 1		31 4 5 1		31 5 8 1		31 5 6 1		31 6 8 1		31 6 7 1		31 7 8 1		31 7 0 1		31 8 0 1		31 1 0 1		31 8 1 1		31 2 1 1		31 8 2 1		31 3 2 1		31 8 3 1		31 4 3 1		31 8 4 1		31 5 4 1		31 8 5 1		31 6 5 1		31 8 6 1		31 7 6 1		31 8 7 1		31 0 7 1		
32 0 8 1		32 0 1 1		32 1 8 1		32 1 2 1		32 2 8 1		32 2 3 1		32 3 8 1		32 3 4 1		32 4 8 1		32 4 5 1		32 5 8 1		32 5 6 1		32 6 8 1		32 6 7 1		32 7 8 1		32 7 0 1		32 8 0 1		32 1 0 1		32 8 1 1		32 2 1 1		32 8 2 1		32 3 2 1		32 8 3 1		32 4 3 1		32 8 4 1		32 5 4 1		32 8 5 1		32 6 5 1		32 8 6 1		32 7 6 1		32 8 7 1		32 0 7 1		
33 0 8 1		33 0 1 1		33 1 8 1		33 1 2 1		33 2 8 1		33 2 3 1		33 3 8 1		33 3 4 1		33 4 8 1		33 4 5 1		33 5 8 1		33 5 6 1		33 6 8 1		33 6 7 1		33 7 8 1		33 7 0 1		33 8 0 1		33 1 0 1		33 8 1 1		33 2 1 1		33 8 2 1		33 3 2 1		33 8 3 1		33 4 3 1		33 8 4 1		33 5 4 1		33 8 5 1		33 6 5 1		33 8 6 1		33 7 6 1		33 8 7 1		33 0 7 1		
34 0 8 1		34 0 1 1		34 1 8 1		34 1 2 1		34 2 8 1		34 2 3 1		34 3 8 1		34 3 4 1		34 4 8 1		34 4 5 1		34 5 8 1		34 5 6 1		34 6 8 1		34 6 7 1		34 7 8 1		34 7 0 1		34 8 0 1		34 1 0 1		34 8 1 1		34 2 1 1		34 8 2 1		34 3 2 1		34 8 3 1		34 4 3 1		34 8 4 1		34 5 4 1		34 8 5 1		34 6 5 1		34 8 6 1		34 7 6 1		34 8 7 1		34 0 7 1		
35 0 8 1		35 0 1 1		35 1 8 1		35 1 2 1		35 2 8 1		35 2 3 1		35 3 8 1		35 3 4 1		35 4 8 1		35 4 5 1		35 5 8 1		35 5 6 1		35 6 8 1		35 6 7 1		35 7 8 1		35 7 0 1		35 8 0 1		35 1 0 1		35 8 1 1		35 2 1 1		35 8 2 1		35 3 2 1		35 8 3 1		35 4 3 1		35 8 4 1		35 5 4 1		35 8 5 1		35 6 5 1		35 8 6 1		35 7 6 1		35 8 7 1		35 0 7 1		
36 0 8 1		36 0 1 1		36 1 8 1		36 1 2 1		36 2 8 1		36 2 3 1		36 3 8 1		36 3 4 1		36 4 8 1		36 4 5 1		36 5 8 1		36 5 6 1		36 6 8 1		36 6 7 1		36 7 8 1		36 7 0 1		36 8 0 1		36 1 0 1		36 8 1 1		36 2 1 1		36 8 2 1		36 3 2 1		36 8 3 1		36 4 3 1		36 8 4 1		36 5 4 1		36 8 5 1		36 6 5 1		36 8 6 1		36 7 6 1		36 8 7 1		36 0 7 1		
37 0 8 1		37 0 1 1		37 1 8 1		37 1 2 1		37 2 8 1		37 2 3 1		37 3 8 1		37 3 4 1		37 4 8 1		37 4 5 1		37 5 8 1		37 5 6 1		37 6 8 1		37 6 7 1		37 7 8 1		37 7 0 1		37 8 0 1		37 1 0 1		37 8 1 1		37 2 1 1		37 8 2 1		37 3 2 1		37 8 3 1		37 4 3 1		37 8 4 1		37 5 4 1		37 8 5 1		37 6 5 1		37 8 6 1		37 7 6 1		37 8 7 1		37 0 7 1		
38 0 8 1		38 0 1 1		38 1 8 1		38 1 2 1		38 2 8 1		38 2 3 1		38 3 8 1		38 3 4 1		38 4 8 1		38 4 5 1		38 5 8 1		38 5 6 1		38 6 8 1		38 6 7 1		38 7 8 1		38 7 0 1		38 8 0 1		38 1 0 1		38 8 1 1		38 2 1 1		38 8 2 1		38 3 2 1		38 8 3 1		38 4 3 1		38 8 4 1		38 5 4 1		38 8 5 1		38 6 5 1		38 8 6 1		38 7 6 1		38 8 7 1		38 0 7 1		
39 0 8 1		39 0 1 1		39 1 8 1		39 1 2 1		39 2 8 1		39 2 3 1		39 3 8 1		39 3 4 1		39 4 8 1		39 4 5 1		39 5 8 1		39 5 6 1		39 6 8 1		39 6 7 1		39 7 8 1		39 7 0 1		39 8 0 1		39 1 0 1		39 8 1 1		39 2 1 1		39 8 2 1		39 3 2 1		39 8 3 1		39 4 3 1		39 8 4 1		39 5 4 1		39 8 5 1		39 6 5 1		39 8 6 1		39 7 6 1		39 8 7 1		39 0 7 1		
40 0 8 1		40 0 1 1		40 1 8 1		40 1 2 1		40 2 8 1		40 2 3 1		40 3 8 1		40 3 4 1		40 4 8 1		40 4 5 1		40 5 8 1		40 5 6 1		40 6 8 1		40 6 7 1		40 7 8 1		40 7 0 1		40 8 0 1		40 1 0 1		40 8 1 1		40 2 1 1		40 8 2 1		40 3 2 1		40 8 3 1		40 4 3 1		40 8 4 1		40 5 4 1		40 8 5 1		40 6 5 1		40 8 6 1		40 7 6 1		40 8 7 1		40 0 7 1		
41 0 8 1		41 0 1 1		41 1 8 1		41 1 2 1		41 2 8 1		41 2 3 1		41 3 8 1		41 3 4 1		41 4 8 1		41 4 5 1		41 5 8 1		41 5 6 1		41 6 8 1		41 6 7 1		41 7 8 1		41 7 0 1		41 8 0 1		41 1 0 1		41 8 1 1		41 2 1 1		41 8 2 1		41 3 2 1		41 8 3 1		41 4 3 1		41 8 4 1		41 5 4 1		41 8 5 1		41 6 5 1		41 8 6 1		41 7 6 1		41 8 7 1		41 0 7 1		
42 0 8 1		42 0 1 1		42 1 8 1		42 1 2 1		42 2 8 1		42 2 3 1		42 3 8 1		42 3 4 1		42 4 8 1		42 4 5 1		42 5 8 1		42 5 6 1		42 6 8 1		42 6 7 1		42 7 8 1		42 7 0 1		42 8 0 1		42 1 0 1		42 8 1 1		42 2 1 1		42 8 2 1		42 3 2 1		42 8 3 1		42 4 3 1		42 8 4 1		42 5 4 1		42 8 5 1		42 6 5 1		42 8 6 1		42 7 6 1		42 8 7 1		42 0 7 1		
43 0 8 1		43 0 1 1		43 1 8 1		43 1 2 1		43 2 8 1		43 2 3 1		43 3 8 1		43 3 4 1		43 4 8 1		43 4 5 1		43 5 8 1		43 5 6 1		43 6 8 1		43 6 7 1		43 7 8 1		43 7 0 1		43 8 0 1		43 1 0 1		43 8 1 1		43 2 1 1		43 8 2 1		43 3 2 1		43 8 3 1		43 4 3 1		43 8 4 1		43 5 4 1		43 8 5 1		43 6 5 1		43 8 6 1		43 7 6 1		43 8 7 1		43 0 7 1		
44 0 8 1		44 0 1 1		44 1 8 1		44 1 2 1		44 2 8 1		44 2 3 1		44 3 8 1		44 3 4 1		44 4 8 1		44 4 5 1		44 5 8 1		44 5 6 1		44 6 8 1		44 6 7 1		44 7 8 1		44 7 0 1		44 8 0 1		44 1 0 1		44 8 1 1		44 2 1 1		44 8 2 1		44 3 2 1		44 8 3 1		44 4 3 1		44 8 4 1		44 5 4 1		44 8 5 1		44 6 5 1		44 8 6 1		44 7 6 1		44 8 7 1		44 0 7 1		
45 0 8 1		45 0 1 1		45 1 8 1		45 1 2 1		45 2 8 1		45 2 3 1		45 3 8 1		45 3 4 1		45 4 8 1		45 4 5 1		45 5 8 1		45 5 6 1		45 6 8 1		45 6 7 1		45 7 8 1		45 7 0 1		45 8 0 1		45 1 0 1		45 8 1 1		45 2 1 1		45 8 2 1		45 3 2 1		45 8 3 1		45 4 3 1		45 8 4 1		45 5 4 1		45 8 5 1		45 6 5 1		45 8 6 1		45 7 6 1		45 8 7 1		45 0 7 1		
46 0 8 1		46 0 1 1		46 1 8 1		46 1 2 1		46 2 8 1		46 2 3 1		46 3 8 1		46 3 4 1		46 4 8 1		46 4 5 1		46 5 8 1		46 5 6 1		46 6 8 1		46 6 7 1		46 7 8 1		46 7 0 1		46 8 0 1		46 1 0 1		46 8 1 1		46 2 1 1		46 8 2 1		46 3 2 1		46 8 3 1		46 4 3 1		46 8 4 1		46 5 4 1		46 8 5 1		46 6 5 1		46 8 6 1		46 7 6 1		46 8 7 1		46 0 7 1		
47 0 8 1		47 0 1 1		47 1 8 1		47 1 2 1		47 2 8 1		47 2 3 1		47 3 8 1		47 3 4 1		47 4 8 1		47 4 5 1		47 5 8 1		47 5 6 1		47 6 8 1		47 6 7 1		47 7 8 1		47 7 0 1		47 8 0 1		47 1 0 1		47 8 1 1		47 2 1 1		47 8 2 1		47 3 2 1		47 8 3 1		47 4 3 1		47 8 4 1		47 5 4 1		47 8 5 1		47 6 5 1		47 8 6 1		47 7 6 1		47 8 7 1		47 0 7 1		
48 0 8 1		48 0 1 1		48 1 8 1		48 1 2 1		48 2 8 1		48 2 3 1		48 3 8 1		48 3 4 1		48 4 8 1		48 4 5 1		48 5 8 1		48 5 6 1		48 6 8 1		48 6 7 1		48 7 8 1		48 7 0 1		48 8 0 1		48 1 0 1		48 8 1 1		48 2 1 1		48 8 2 1		48 3 2 1		48 8 3 1		48 4 3 1		48 8 4 1		48 5 4 1		48 8 5 1		48 6 5 1		48 8 6 1		48 7 6 1		48 8 7 1		48 0 7 1		
