instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed
airport10nDr1nDe0,0.789474,0.562524,0.193043,0.755567,36715,3669,12179,12179
airport13nDr0nDe1,1.305764,0.231440,0.062919,0.294359,15726,1927,5842,5842
grid11nDr0nDe1,2.832080,2.328984,0.275621,2.604605,202020,7768,15055,15055
metroplex0nDr0nDe2,11.558897,3.628587,1.116475,4.745062,269340,6666,21627,21627
airport10nDr1nDe1,3.699248,0.598450,0.206687,0.805137,39614,3881,13033,13033
airport13nDr1nDe0,0.631579,0.014665,0.013222,0.027887,830,243,389,389
airport12nDr1nDe0,1.631579,0.680137,0.256202,0.936339,46178,4834,17717,17717
grid13nDr0nDe2,6.686717,1.247716,0.122804,1.370520,97648,4466,8237,8237
airport12nDr0nDe1,0.884712,0.808326,0.266737,1.075063,55728,5361,19501,19501
airport12nDr0nDe2,1.471178,0.633544,0.365810,0.999354,63061,6004,22371,22371
airport13nDr0nDe2,3.832080,0.565719,0.137980,0.703699,36804,3743,12736,12736
grid10nDr0nDe1,2.358396,2.470413,0.493190,2.963603,215848,8459,16644,16644
grid13nDr1nDe0,3.052632,1.294590,0.121971,1.416561,92670,4289,7877,7877
grid0nDr1nDe0,3.526316,3.509877,0.361610,3.871487,270507,9321,18832,18832
grid12nDr0nDe2,9.578947,2.020383,0.429350,2.449733,168961,7195,13937,13937
airport14nDr0nDe2,1.518797,0.270523,0.063092,0.333615,18034,2447,8149,8149
airport12nDr0nDe3,2.157895,0.716750,0.536778,1.253528,67052,6475,24466,24466
airport13nDr1nDe1,1.411028,0.337093,0.117976,0.455069,31543,3430,11683,11683
grid0nDr0nDe1,3.498747,2.941439,0.391425,3.332864,270569,9377,18918,18918
airport0nDr0nDe2,1.433584,1.048256,0.548802,1.597058,82410,7176,26973,26973
grid11nDr0nDe2,8.899749,2.727858,0.955824,3.683682,237442,9240,18173,18173
airport11nDr0nDe2,1.032581,1.044664,0.377897,1.422561,70585,6490,24347,24347
metroplex14nDr0nDe3,7.859649,1.779132,0.484340,2.263472,163795,5765,18665,18665
airport11nDr0nDe1,1.295739,1.111935,0.722997,1.834932,74580,6702,25147,25147
airport10nDr0nDe1,1.295739,1.405776,0.662904,2.068680,95443,7510,27956,27956
airport10nDr0nDe3,2.573935,1.443075,0.499132,1.942207,90910,7290,27137,27137
grid13nDr0nDe3,8.553885,1.617795,0.251250,1.869045,112063,5171,9694,9694
airport0nDr0nDe3,1.300752,1.458715,0.920155,2.378870,95531,7988,29598,29598
airport10nDr0nDe2,1.115288,1.528775,0.927429,2.456204,104893,8064,29620,29620
grid13nDr1nDe1,1.807018,1.369647,0.177312,1.546959,117442,5389,10115,10115
grid14nDr0nDe2,2.842105,0.698207,0.062715,0.760922,51800,2699,4616,4616
airport14nDr1nDe0,1.263158,1.082118,0.536420,1.618538,96950,9311,37916,37916
airport17nDr0nDe1,1.200501,0.234196,0.059853,0.294049,15826,1960,5912,5912
airport16nDr0nDe3,1.909774,0.582107,0.190039,0.772146,55394,5085,17812,17812
airport16nDr0nDe2,1.972431,0.627971,0.565382,1.193353,59052,5464,19510,19510
airport14nDr1nDe1,1.348371,1.351168,1.102891,2.454059,97000,9356,37982,37982
airport17nDr1nDe0,1.052632,0.191880,0.036399,0.228279,12104,1446,3959,3959
metroplex10nDr0nDe1,18.583960,3.159017,12.043078,15.202095,340816,8674,30101,30101
airport17nDr0nDe3,3.822055,0.245383,0.065252,0.310635,15838,1968,5924,5924
airport15nDr0nDe1,0.476190,0.938169,1.041349,1.979518,88693,8373,32273,32273
airport16nDr1nDe1,10.192982,0.432981,0.656796,1.089777,39476,3882,12871,12871
airport15nDr1nDe1,2.596491,0.815602,0.613314,1.428916,75750,7427,29370,29370
metroplex11nDr0nDe3,13.110276,5.400306,1.563473,6.963779,388701,9484,33564,33564
airport18nDr1nDe0,1.157895,0.049675,0.028517,0.078192,4368,738,1803,1803
airport18nDr0nDe1,1.548872,0.174519,0.058705,0.233224,15570,1820,5193,5193
airport17nDr0nDe2,1.476190,0.567451,0.156688,0.724139,36847,3824,12880,12880
airport15nDr1nDe0,0.052632,1.000702,0.722675,1.723377,88607,8301,32163,32163
airport16nDr1nDe0,1.000000,1.166711,0.582780,1.749491,78096,6656,24360,24360
metroplex11nDr0nDe2,11.015038,6.125178,2.032870,8.158048,388695,9480,33558,33558
airport15nDr0nDe2,1.476190,1.004147,1.517355,2.521502,88735,8409,32327,32327
airport16nDr0nDe1,0.285714,1.050233,1.049160,2.099393,86954,7350,26534,26534
grid0nDr0nDe2,2.982456,4.527371,0.894570,5.421941,320333,10801,22083,22083
airport19nDr1nDe0,1.421053,0.139127,0.029835,0.168962,9090,1277,3590,3590
airport14nDr0nDe1,1.761905,1.094414,2.553173,3.647587,102016,9966,39402,39402
airport15nDr0nDe3,1.761905,1.138730,1.475084,2.613814,88741,8413,32333,32333
airport19nDr0nDe3,1.646617,0.243326,0.067950,0.311276,15744,2013,6062,6062
grid12nDr0nDe3,3.020050,3.262556,0.507725,3.770281,215652,8785,17268,17268
airport1nDr1nDe0,1.052632,0.040492,0.021579,0.062071,3467,626,1484,1484
airport18nDr0nDe3,5.583960,0.459175,0.147934,0.607109,33700,3334,10760,10760
airport19nDr0nDe1,1.032581,0.382768,0.203378,0.586146,31964,3853,13554,13554
airport1nDr0nDe1,0.979950,0.214980,0.075185,0.290165,17993,2412,7924,7924
airport13nDr0nDe3,3.000000,1.094771,3.685505,4.780276,100976,8296,30815,30815
airport14nDr0nDe3,2.904762,1.375933,2.388909,3.764842,102028,9974,39414,39414
grid10nDr0nDe2,5.453634,5.642182,0.906753,6.548935,380348,13199,27206,27206
airport19nDr1nDe1,1.032581,0.357642,0.128962,0.486604,24646,3227,11119,11119
airport18nDr1nDe1,6.175439,0.525483,0.241827,0.767310,48496,4450,15196,15196
airport17nDr1nDe1,1.253133,0.681115,0.383221,1.064336,62688,5641,20197,20197
airport20nDr0nDe1,3.378446,0.313024,0.077766,0.390790,21561,2425,7204,7204
airport20nDr0nDe2,3.568922,0.240518,0.082453,0.322971,21567,2429,7210,7210
airport20nDr1nDe0,0.736842,0.260595,0.052122,0.312717,17363,1995,5673,5673
airport1nDr1nDe1,0.726817,0.421383,0.254773,0.676156,37373,4144,14487,14487
metroplex16nDr1nDe1,2.213033,2.315524,0.282963,2.598487,179094,5246,16194,16194
airport1nDr0nDe2,1.476190,0.760702,0.383401,1.144103,52722,5243,18956,18956
airport19nDr0nDe2,2.120301,0.909104,0.513756,1.422860,74604,6932,26197,26197
airport22nDr1nDe0,0.789474,0.087839,0.036353,0.124192,7795,1085,2871,2871
metroplex14nDr1nDe0,1.947368,5.743905,1.626388,7.370293,417068,10655,37750,37750
airport18nDr0nDe2,1.634085,1.029017,0.771077,1.800094,90714,7270,26714,26714
airport22nDr0nDe2,1.581454,0.305185,0.076124,0.381309,19788,2326,7359,7359
airport22nDr0nDe1,1.270677,0.456128,0.153403,0.609531,29372,3487,12201,12201
airport22nDr1nDe1,1.295739,0.313540,0.103565,0.417105,19782,2322,7351,7351
grid0nDr0nDe3,6.408521,5.355045,1.047553,6.402598,376007,12125,25068,25068
airport20nDr1nDe1,0.979950,0.617229,0.303290,0.920519,59058,5470,19517,19517
airport23nDr0nDe2,1.466165,0.234865,0.106270,0.341135,20016,2660,8748,8748
metroplex17nDr0nDe2,4.421053,1.290104,0.146883,1.436987,112047,3831,11717,11717
airport22nDr0nDe3,1.593985,0.293620,0.126482,0.420102,34770,4024,14509,14509
airport1nDr0nDe3,2.278195,1.284598,0.584254,1.868852,81912,6670,24453,24453
grid17nDr0nDe2,6.481203,1.142876,0.112492,1.255368,101427,4736,8677,8677
grid14nDr1nDe0,2.263158,3.525586,0.300257,3.825843,245816,9191,18284,18284
airport21nDr1nDe1,4.132832,0.858199,0.475854,1.334053,60570,6654,25859,25859
metroplex14nDr0nDe1,1.631579,6.012566,4.377264,10.389830,472479,11596,40913,40913
airport23nDr1nDe0,0.526316,0.696676,0.523794,1.220470,46802,5228,19245,19245
airport21nDr0nDe1,0.476190,1.164948,0.823421,1.988369,96677,8505,32293,32293
metroplex16nDr1nDe0,2.210526,2.961733,1.050433,4.012166,270046,7252,24117,24117
airport23nDr1nDe1,0.884712,0.769452,0.454923,1.224375,49928,5394,19926,19926
airport23nDr0nDe1,1.476190,0.666326,0.510583,1.176909,63583,6196,22997,22997
grid17nDr0nDe1,3.042607,1.882805,0.206440,2.089245,168585,6851,13165,13165
airport21nDr1nDe0,0.210526,1.045917,0.955852,2.001769,96609,8445,32201,32201
airport20nDr0nDe3,2.285714,1.089878,1.099402,2.189280,99974,7976,28958,28958
airport23nDr0nDe3,0.962406,1.098656,0.586077,1.684733,71481,6762,24986,24986
metroplex17nDr0nDe1,2.904762,3.139438,0.314310,3.453748,207776,6273,21008,21008
airport24nDr1nDe1,0.832080,0.877542,0.542891,1.420433,74968,7307,28401,28401
airport26nDr0nDe3,2.568922,0.168918,0.038738,0.207656,15720,1911,5760,5760
airport21nDr0nDe2,1.238095,1.373895,1.887405,3.261300,96683,8509,32299,32299
metroplex17nDr0nDe3,10.729323,0.446591,0.084299,0.530890,39664,1961,5270,5270
airport24nDr1nDe0,1.157895,1.003350,0.720753,1.724103,87143,7865,30555,30555
airport21nDr0nDe3,1.428571,1.535617,1.989270,3.524887,96689,8513,32305,32305
airport24nDr0nDe1,0.571429,0.980269,1.295748,2.276017,87517,8219,31088,31088
airport24nDr0nDe2,1.047619,1.374973,1.077168,2.452141,87523,8223,31094,31094
metroplex17nDr1nDe1,2.553885,0.671634,0.066394,0.738028,57340,2442,6940,6940
grid17nDr0nDe3,7.912281,0.916779,0.140616,1.057395,87124,4250,7691,7691
grid16nDr1nDe1,2.481203,3.251964,0.615316,3.867280,222969,8501,16619,16619
airport27nDr1nDe0,1.052632,0.048881,0.025002,0.073883,3459,618,1472,1472
metroplex15nDr1nDe1,3.215539,5.684808,1.763732,7.448540,431340,9609,33272,33272
airport25nDr0nDe1,17.419679,0.969801,0.939914,1.909715,95590,7301,25930,25930
airport26nDr0nDe2,1.380952,0.628097,0.307836,0.935933,59120,5420,19521,19521
airport27nDr0nDe1,1.075188,0.251287,0.079029,0.330316,23774,2467,7623,7623
airport25nDr1nDe0,1.315789,1.012255,0.453596,1.465851,95388,7107,25637,25637
airport26nDr1nDe1,1.147870,0.354033,0.106353,0.460386,36513,3621,12205,12205
metroplex0nDr0nDe3,12.010025,4.867710,1.839709,6.707419,378648,8979,30713,30713
airport25nDr0nDe3,1.015038,1.019585,0.742664,1.762249,95570,7279,25897,25897
metroplex16nDr0nDe1,12.631579,4.393127,2.199549,6.592676,351399,8802,30412,30412
grid14nDr1nDe1,2.967419,3.796048,0.666374,4.462422,355258,12336,25307,25307
airport24nDr0nDe3,1.619048,1.268706,1.596805,2.865511,87529,8227,31100,31100
airport27nDr1nDe1,1.042607,0.186357,0.060003,0.246360,17635,2053,6198,6198
airport26nDr1nDe0,0.842105,0.664973,0.308396,0.973369,62782,5673,20628,20628
airport27nDr0nDe3,2.754386,0.613709,0.155552,0.769261,39644,3823,12952,12952
airport25nDr1nDe1,1.543860,0.968190,0.403728,1.371918,95360,7077,25592,25592
grid17nDr1nDe1,9.185464,1.098712,0.160818,1.259530,106256,4931,9067,9067
airport29nDr1nDe0,0.526316,0.016073,0.016153,0.032226,859,244,433,433
grid14nDr0nDe1,1.478697,4.340714,1.086517,5.427231,394131,13241,27141,27141
airport27nDr0nDe2,1.902256,0.676060,0.354129,1.030189,62739,5663,20593,20593
grid17nDr1nDe0,2.421053,1.297600,0.143260,1.440860,116790,5130,9464,9464
metroplex10nDr0nDe3,18.967419,5.429061,6.346485,11.775546,473924,11282,40308,40308
airport29nDr1nDe1,0.621554,0.154040,0.061494,0.215534,14448,2147,7246,7246
airport29nDr0nDe2,1.223058,0.149126,0.058546,0.207672,14454,2151,7254,7254
airport29nDr0nDe3,1.699248,0.153850,0.068909,0.222759,14460,2155,7260,7260
airport29nDr0nDe1,1.295739,0.250816,0.079906,0.330722,16502,2485,8686,8686
airport2nDr0nDe3,1.107769,0.115489,0.043900,0.159389,10999,1582,4644,4644
metroplex17nDr1nDe0,2.157895,2.396615,0.362738,2.759353,193099,5943,19673,19673
airport30nDr1nDe0,0.894737,0.114223,0.037047,0.151270,7817,1088,2800,2800
airport30nDr0nDe1,0.822055,0.133304,0.055655,0.188959,12538,1744,5110,5110
airport25nDr0nDe2,6.780581,1.491488,2.414246,3.905734,95748,7435,26131,26131
airport30nDr0nDe2,1.393484,0.130137,0.068133,0.198270,12544,1748,5116,5116
airport26nDr0nDe1,0.964912,1.687488,0.879297,2.566785,109150,8307,31027,31027
grid15nDr1nDe0,1.842105,4.601836,0.561267,5.163103,419306,14283,29313,29313
metroplex15nDr1nDe0,1.421053,8.358306,2.471760,10.830066,569284,11648,41249,41249
airport30nDr1nDe1,3.255639,0.244754,0.111053,0.355807,21892,2508,7911,7911
airport28nDr0nDe3,3.501253,0.632959,0.392027,1.024986,59734,5709,21163,21163
airport30nDr0nDe3,1.909774,0.250706,0.151249,0.401955,24308,2845,9215,9215
airport2nDr1nDe0,1.157895,0.460743,0.137970,0.598713,34508,3525,12076,12076
airport28nDr1nDe0,1.263158,0.729933,0.439212,1.169145,59716,5697,21143,21143
grid16nDr1nDe0,2.736842,4.552592,0.647494,5.200086,373009,12431,25567,25567
airport32nDr0nDe1,0.822055,0.183277,0.087406,0.270683,17702,2024,5822,5822
airport2nDr1nDe1,1.333333,0.496546,0.211142,0.707688,46142,4355,15292,15292
airport32nDr1nDe0,1.263158,0.066510,0.021483,0.087993,4346,651,1481,1481
airport2nDr0nDe2,1.972431,0.834907,0.228678,1.063585,55906,5052,18250,18250
airport28nDr1nDe1,1.834586,0.858531,0.508154,1.366685,59722,5701,21149,21149
airport2nDr0nDe1,2.017544,0.895680,0.274779,1.170459,63013,5486,19908,19908
airport31nDr0nDe3,6.736842,0.390904,0.159237,0.550141,34188,3619,12245,12245
airport28nDr0nDe2,1.909774,0.928977,0.755442,1.684419,86981,7182,26935,26935
airport31nDr1nDe0,0.947368,0.487595,0.104977,0.592572,31333,3259,10725,10725
airport32nDr0nDe3,1.593985,0.165111,0.048438,0.213549,15790,1857,5322,5322
metroplex19nDr0nDe2,3.789474,0.602352,0.049720,0.652072,35778,1749,4465,4465
airport31nDr0nDe1,1.107769,0.751345,0.303215,1.054560,49475,4996,17831,17831
airport28nDr0nDe1,8.949875,0.933720,0.866585,1.800305,91412,7395,27763,27763
airport32nDr0nDe2,8.932331,0.450837,0.139497,0.590334,34104,3401,11129,11129
airport31nDr1nDe1,0.832080,0.537556,0.125324,0.662880,36959,3845,12959,12959
airport31nDr0nDe2,1.393484,0.720101,0.350647,1.070748,49481,5000,17837,17837
grid18nDr1nDe0,2.000000,1.490846,0.106370,1.597216,92616,4417,8081,8081
grid15nDr1nDe1,3.779449,5.203925,1.042348,6.246273,419144,14127,29079,29079
airport33nDr0nDe3,2.796992,0.253636,0.091053,0.344689,21990,2799,9336,9336
airport33nDr1nDe0,1.368421,0.220297,0.063417,0.283714,21972,2787,9316,9316
airport32nDr1nDe1,8.598997,0.487759,0.202716,0.690475,34098,3397,11121,11121
grid16nDr0nDe1,2.145363,5.040348,0.663555,5.703903,432570,14040,28986,28986
airport33nDr1nDe1,1.243108,0.458494,0.223223,0.681717,42655,4355,15246,15246
metroplex18nDr1nDe0,2.578947,2.018950,0.281686,2.300636,179884,5003,15996,15996
airport33nDr0nDe1,1.443609,0.545954,0.242284,0.788238,51932,4907,17475,17475
airport35nDr0nDe3,2.067669,0.291889,0.141326,0.433215,26882,3161,10802,10802
airport36nDr0nDe3,2.172932,0.255739,0.068865,0.324604,17653,2214,7103,7103
airport34nDr1nDe1,1.160401,0.409716,0.293486,0.703202,38633,4821,18350,18350
airport33nDr0nDe2,1.889724,0.862827,0.348451,1.211278,66510,6170,22893,22893
grid15nDr0nDe1,4.360902,5.794422,2.819422,8.613844,461502,15331,31610,31610
airport36nDr1nDe1,1.253133,0.334610,0.105203,0.439813,31169,3294,10925,10925
grid16nDr0nDe2,4.709273,5.282286,1.183060,6.465346,432576,14044,28992,28992
airport36nDr0nDe2,1.508772,0.417768,0.142382,0.560150,40084,4416,15850,15850
metroplex19nDr1nDe1,2.203008,0.577646,0.070250,0.647896,52496,2354,6172,6172
airport36nDr1nDe0,0.631579,0.628250,0.165232,0.793482,40110,4444,15890,15890
airport36nDr0nDe1,3.939850,0.631851,0.317245,0.949096,59650,6039,22719,22719
airport34nDr0nDe2,1.591479,1.069232,0.497883,1.567115,71797,7050,27496,27496
metroplex19nDr0nDe3,4.102757,1.425141,0.158707,1.583848,86234,3321,9412,9412
airport34nDr0nDe1,0.686717,0.880430,0.664026,1.544456,84074,7742,29695,29695
airport34nDr0nDe3,1.258145,0.886559,0.734290,1.620849,84086,7750,29707,29707
metroplex18nDr0nDe3,5.666667,3.900629,0.481524,4.382153,253663,6569,22193,22193
grid18nDr0nDe1,4.441103,2.766373,0.465953,3.232326,209583,8190,16078,16078
airport34nDr1nDe0,0.526316,1.104295,0.994053,2.098348,84012,7682,29603,29603
airport35nDr1nDe1,1.305764,1.224156,0.410645,1.634801,87718,8049,31871,31871
airport35nDr1nDe0,0.473684,1.002175,0.589519,1.591694,92164,8429,32932,32932
airport38nDr1nDe1,3.020050,0.244657,0.106967,0.351624,23896,2511,7647,7647
airport38nDr0nDe3,1.646617,0.292049,0.150703,0.442752,28974,3123,10257,10257
airport37nDr0nDe3,1.699248,0.606268,0.275169,0.881437,59154,5384,19054,19054
airport35nDr0nDe1,0.854637,0.967466,0.967842,1.935308,92170,8433,32940,32940
airport38nDr0nDe2,1.523810,0.496115,0.285172,0.781287,49240,4794,16931,16931
metroplex18nDr0nDe1,13.395990,3.066750,0.810712,3.877462,278761,6990,23920,23920
grid19nDr0nDe3,7.511278,1.338220,0.235207,1.573427,127400,5475,10211,10211
airport38nDr1nDe0,1.105263,0.456009,0.303523,0.759532,46060,4575,16181,16181
airport38nDr0nDe1,1.411028,0.758809,0.282849,1.041658,74138,6164,22354,22354
airport35nDr0nDe2,1.142857,0.972205,1.429870,2.402075,92436,8679,33309,33309
metroplex15nDr0nDe1,9.461153,6.347589,5.463376,11.810965,569394,11746,41398,41398
airport39nDr0nDe3,1.739348,0.192626,0.071276,0.263902,18640,2792,10177,10177
metroplex1nDr1nDe0,2.105263,0.953563,0.065217,1.018780,64247,2735,7836,7836
airport39nDr0nDe1,2.035088,0.694626,0.308815,1.003441,56228,5972,22691,22691
airport3nDr0nDe1,1.508772,0.294391,0.071168,0.365559,19852,2542,8335,8335
airport3nDr1nDe0,1.368421,0.156647,0.042164,0.198811,10605,1430,4128,4128
airport37nDr1nDe0,1.368421,1.028867,0.401165,1.430032,99476,7319,26583,26583
grid18nDr1nDe1,1.794486,2.638553,0.494652,3.133205,246640,9362,18543,18543
airport37nDr0nDe2,1.238095,1.059417,1.274065,2.333482,104602,7869,27974,27974
metroplex19nDr1nDe0,2.210526,2.214288,0.314121,2.528409,171407,5362,16941,16941
grid19nDr1nDe1,10.553885,1.212508,0.133614,1.346122,91544,4344,7863,7863
grid15nDr0nDe3,4.385965,5.470389,1.624461,7.094850,461714,15521,31895,31895
airport39nDr1nDe1,1.012531,0.422160,0.250639,0.672799,37776,4612,17100,17100
airport3nDr1nDe1,0.822055,0.239608,0.077458,0.317066,16122,2270,7356,7356
airport40nDr0nDe1,1.370927,0.166731,0.062446,0.229177,16204,2266,7566,7566
airport37nDr1nDe1,3.308271,1.082029,0.505447,1.587476,104266,7555,27501,27501
airport40nDr1nDe0,1.105263,0.145631,0.049364,0.194995,14190,1946,6257,6257
airport39nDr1nDe0,1.736842,0.744490,0.293372,1.037862,49420,5291,19727,19727
grid15nDr0nDe2,5.463659,5.625909,4.458228,10.084137,461586,15407,31724,31724
airport39nDr0nDe2,2.375940,0.689253,0.548038,1.237291,63680,6724,25946,25946
airport37nDr0nDe1,5.260410,1.093491,2.073353,3.166844,104608,7875,27983,27983
metroplex18nDr1nDe1,4.421053,4.353329,0.462873,4.816202,296118,7403,25687,25687
airport40nDr0nDe3,1.631579,0.326285,0.178654,0.504939,31882,3684,12856,12856
grid19nDr0nDe1,5.674185,2.584693,0.467706,3.052399,235641,9187,18168,18168
airport40nDr0nDe2,1.791980,0.451928,0.277837,0.729765,37119,3985,13889,13889
metroplex20nDr1nDe0,2.578947,0.192433,0.022837,0.215270,18046,974,2227,2227
metroplex1nDr0nDe1,12.390977,1.458989,0.389157,1.848146,133849,4544,14321,14321
grid18nDr0nDe2,8.190476,2.892286,0.848894,3.741180,269667,10075,20174,20174
metroplex19nDr0nDe1,3.626566,3.615847,0.500235,4.116082,294587,7828,26628,26628
airport3nDr0nDe2,2.092732,0.645276,0.488914,1.134190,63270,6176,23305,23305
grid19nDr1nDe0,2.578947,1.579602,0.267736,1.847338,174672,7027,13512,13512
airport42nDr0nDe3,1.804511,0.239582,0.049336,0.288918,17489,1928,5608,5608
grid19nDr0nDe2,9.250627,2.049688,0.464895,2.514583,194052,7874,15348,15348
grid14nDr0nDe3,4.428571,4.141534,1.242220,5.383754,394401,13477,27495,27495
airport42nDr1nDe0,1.263158,0.150080,0.045197,0.195277,17439,1884,5540,5540
airport42nDr0nDe2,1.774436,0.342444,0.095801,0.438245,28932,3023,9551,9551
metroplex20nDr0nDe1,3.310777,1.209222,0.143015,1.352237,77293,2974,8392,8392
airport42nDr0nDe1,0.937343,0.341448,0.157309,0.498757,34152,3388,10900,10900
airport43nDr1nDe0,0.473684,0.054396,0.025806,0.080202,3934,882,2807,2807
metroplex16nDr0nDe3,7.942356,4.962078,2.943673,7.905751,465086,10561,37619,37619
airport40nDr1nDe1,1.333333,0.567710,0.406883,0.974593,56472,5752,21608,21608
airport43nDr1nDe1,0.463659,0.136296,0.061810,0.198106,10220,1858,6532,6532
airport42nDr1nDe1,1.754386,0.197971,0.064235,0.262206,19494,2084,6167,6167
airport44nDr1nDe0,1.157895,0.129450,0.033983,0.163433,11970,1330,3396,3396
airport43nDr0nDe1,0.874687,0.231725,0.176836,0.408561,23196,3186,11534,11534
airport44nDr0nDe1,1.443609,0.229703,0.054018,0.283721,15624,1804,5129,5129
airport44nDr1nDe1,1.175439,0.156441,0.054748,0.211189,15656,1836,5175,5175
airport44nDr0nDe2,1.393484,0.277380,0.138378,0.415758,28802,2898,8897,8897
airport46nDr1nDe0,0.736842,0.128990,0.038043,0.167033,12488,1903,6354,6354
airport3nDr0nDe3,1.428571,0.972888,0.881262,1.854150,96107,7905,29257,29257
airport43nDr0nDe3,2.330827,0.444544,0.299137,0.743681,43540,4733,17653,17653
grid16nDr0nDe3,2.824561,5.080174,1.318014,6.398188,453755,14575,30050,30050
airport44nDr0nDe3,2.067669,0.438347,0.267265,0.705612,48976,4468,15235,15235
airport43nDr0nDe2,2.235589,0.572825,0.392358,0.965183,49858,5320,20277,20277
airport47nDr1nDe0,1.157895,0.185416,0.076704,0.262120,17969,2329,7818,7818
metroplex16nDr0nDe2,19.739348,3.736241,2.178805,5.915046,351405,8806,30418,30418
airport46nDr0nDe1,1.022556,0.340046,0.115613,0.455659,39752,4444,15809,15809
metroplex1nDr1nDe1,2.418546,2.144900,0.378405,2.523305,198682,6056,20131,20131
metroplex1nDr0nDe3,15.270677,1.375479,0.245811,1.621290,127796,4333,13695,13695
airport47nDr0nDe1,0.937343,0.567042,0.177468,0.744510,46696,5075,18754,18754
grid20nDr0nDe1,3.375940,0.885130,0.075903,0.961033,83337,3855,6982,6982
airport48nDr0nDe3,1.699248,0.152798,0.045831,0.198629,14541,2245,7654,7654
grid18nDr0nDe3,9.007519,3.250085,1.637260,4.887345,328022,11987,24336,24336
airport47nDr1nDe1,1.050125,0.424368,0.256876,0.681244,40140,4285,15034,15034
airport45nDr1nDe1,1.558897,0.938761,0.441591,1.380352,62379,5600,20128,20128
grid1nDr0nDe1,9.245614,2.487481,0.709276,3.196757,200824,8129,16029,16029
