instance,result,elapsedTime,totalSolveTime,totalTime,nvars,snvars,ncons,sncons
grid10nDr1nDe1,3.172932,0.447689,0.329715,0.777404,6830,6778,24785,24785
grid12nDr1nDe0,2.210526,0.656686,0.205325,0.862011,8748,8714,30760,30760
metroplex1nDr1nDe0,2.105263,0.330550,0.070817,0.401367,3952,3938,12640,12640
metroplex18nDr1nDe1,4.421053,1.460281,1.580827,3.041108,13340,13197,52029,52029
metroplex18nDr0nDe3,5.666667,1.295232,2.725889,4.021121,15390,14670,61574,61574
grid10nDr0nDe3,3.922306,0.385751,0.825362,1.211113,8721,8165,29979,29979
grid10nDr1nDe0,2.263158,1.012572,0.361072,1.373644,12248,12186,44383,44383
grid12nDr0nDe1,3.288221,0.868446,0.768237,1.636683,13313,13204,52571,52571
grid0nDr1nDe0,3.526316,1.266021,0.488199,1.754220,15170,15092,56082,56082
metroplex19nDr0nDe1,3.626566,1.467313,1.941092,3.408405,14085,13928,55702,55702
grid12nDr1nDe1,2.649123,0.855865,0.876057,1.731922,12828,12725,50536,50536
grid0nDr1nDe1,5.694236,1.054380,0.676069,1.730449,12394,12281,47647,47647
metroplex18nDr0nDe1,13.395990,1.498263,3.402712,4.900975,12674,12539,49204,49204
grid13nDr0nDe1,5.932331,0.499899,0.414721,0.914620,7870,7804,29187,29187
grid13nDr1nDe0,3.052632,0.464586,0.134826,0.599412,6402,6384,21907,21907
grid10nDr0nDe1,2.358396,1.151322,1.573962,2.725284,15022,14890,58837,58837
grid11nDr0nDe2,8.899749,1.196883,1.528018,2.724901,18326,17970,74405,74405
grid11nDr0nDe3,5.964912,0.589188,2.249576,2.838764,12293,11681,46865,46865
grid13nDr0nDe2,6.686717,0.517757,0.983729,1.501486,9236,8981,34802,34802
metroplex19nDr0nDe3,4.102757,0.482866,3.070920,3.553786,9156,8553,32487,32487
metroplex1nDr1nDe1,2.418546,1.018890,1.062940,2.081830,11016,10903,42989,42989
grid12nDr0nDe2,9.578947,0.944787,2.309655,3.254442,14502,14198,58714,58714
grid13nDr1nDe1,1.807018,0.614257,0.597740,1.211997,9475,9391,35811,35811
grid0nDr0nDe1,3.498747,1.641977,1.783764,3.425741,17050,16899,67587,67587
grid11nDr0nDe1,2.832080,1.265119,2.250442,3.515561,13651,13529,52594,52594
metroplex20nDr0nDe1,3.310777,0.701722,1.325085,2.026807,5461,5401,19271,19271
metroplex20nDr1nDe0,2.578947,0.098412,0.030332,0.128744,1254,1253,3319,3319
grid14nDr0nDe2,2.842105,0.282141,0.517684,0.799825,6294,6085,22033,22033
metroplex10nDr0nDe1,18.583960,1.688374,16.445296,18.133670,15248,15080,61565,61565
grid12nDr0nDe3,3.020050,1.114630,3.086848,4.201478,19313,18615,79194,79194
metroplex18nDr0nDe2,15.130326,1.887392,5.402457,7.289849,18380,17976,75865,75865
grid0nDr0nDe2,2.982456,1.579990,3.249467,4.829457,21198,20812,87685,87685
metroplex1nDr0nDe1,12.390977,0.896562,3.909761,4.806323,8220,8135,30875,30875
grid13nDr0nDe3,8.553885,0.615744,2.818709,3.434453,12584,11969,48521,48521
grid14nDr1nDe0,2.263158,1.418614,0.564371,1.982985,14840,14764,54364,54364
metroplex15nDr0nDe3,7.711779,2.922942,12.831012,15.753954,25283,24383,106250,106250
grid10nDr0nDe2,5.453634,2.395326,3.457534,5.852860,25640,25229,107584,107584
metroplex20nDr1nDe1,5.824561,0.723835,1.152290,1.876125,7282,7202,26277,26277
metroplex20nDr0nDe2,12.107769,0.730817,3.631684,4.362501,9264,8976,34596,34596
metroplex21nDr1nDe1,4.418546,1.120169,0.924149,2.044318,9997,9867,37155,37155
metroplex15nDr0nDe2,6.824561,3.214949,14.111511,17.326460,22734,22232,93230,93230
grid0nDr0nDe3,6.408521,2.043228,5.221616,7.264844,26076,25284,109565,109565
grid15nDr1nDe0,1.842105,2.123914,1.013206,3.137120,23750,23628,90933,90933
grid14nDr1nDe1,2.967419,1.830677,2.005053,3.835730,22246,22061,89267,89267
metroplex22nDr0nDe1,4.102757,1.187554,1.305272,2.492826,11346,11228,44018,44018
grid17nDr0nDe1,3.042607,0.841650,0.561192,1.402842,12110,12013,46862,46862
grid17nDr0nDe2,6.481203,0.553023,0.829663,1.382686,9858,9599,37623,37623
grid16nDr1nDe0,2.736842,1.899124,0.818480,2.717604,20748,20654,78365,78365
metroplex21nDr1nDe0,1.526316,2.346912,1.183294,3.530206,15250,15130,55426,55426
grid16nDr1nDe1,2.481203,1.410838,1.040467,2.451305,15139,15006,58725,58725
metroplex22nDr1nDe0,2.578947,0.602057,0.119603,0.721660,5596,5568,18259,18259
grid14nDr0nDe1,1.478697,2.214153,2.762817,4.976970,23710,23501,94094,94094
grid17nDr1nDe0,2.421053,0.597510,0.191851,0.789361,7714,7684,26428,26428
grid16nDr0nDe1,2.145363,2.163711,1.596835,3.760546,25446,25239,101488,101488
metroplex22nDr0nDe2,4.621554,1.224298,1.170400,2.394698,11830,11504,47030,47030
metroplex22nDr1nDe1,4.406016,0.323436,0.446580,0.770016,4000,3960,13431,13431
grid17nDr1nDe1,9.185464,0.629171,0.634557,1.263728,8748,8678,32775,32775
grid17nDr0nDe3,7.912281,0.489473,1.924804,2.414277,10841,10262,40253,40253
grid15nDr0nDe1,4.360902,2.710243,3.287102,5.997345,27330,27098,110200,110200
metroplex20nDr0nDe3,10.005013,1.422084,4.518344,5.940428,14263,13571,55356,55356
metroplex0nDr0nDe3,12.010025,2.015549,21.989859,24.005408,19772,18959,81841,81841
metroplex23nDr0nDe2,11.172932,0.295364,1.879836,2.175200,4726,4509,15176,15176
metroplex21nDr0nDe1,1.624060,2.559502,3.737692,6.297194,18722,18504,74475,74475
grid18nDr1nDe0,2.000000,0.560216,0.152508,0.712724,6582,6562,22395,22395
grid16nDr0nDe2,4.709273,2.636520,3.139958,5.776478,27404,26960,113021,113021
grid15nDr1nDe1,3.779449,2.796010,3.483211,6.279221,25584,25384,104186,104186
metroplex1nDr0nDe3,15.270677,0.696528,10.271906,10.968434,11383,10755,43371,43371
metroplex23nDr1nDe0,2.315789,1.940692,0.663513,2.604205,11568,11480,41363,41363
grid16nDr0nDe3,2.824561,2.357927,4.529941,6.887868,30414,29570,127063,127063
metroplex16nDr0nDe3,7.942356,2.386693,17.383492,19.770185,23514,22658,99785,99785
grid14nDr0nDe3,4.428571,2.130930,6.472943,8.603873,27890,27052,115670,115670
grid19nDr1nDe0,2.578947,0.856880,0.449998,1.306878,10944,10892,38944,38944
grid18nDr0nDe2,8.190476,1.379074,1.582066,2.961140,19948,19573,82158,82158
metroplex23nDr1nDe1,6.453634,1.870957,1.357030,3.227987,14224,14056,55893,55893
grid19nDr0nDe1,5.674185,1.225015,1.548240,2.773255,16303,16168,64652,64652
grid18nDr0nDe1,4.441103,1.127976,2.970761,4.098737,14299,14178,55980,55980
grid19nDr1nDe1,10.553885,0.552353,1.166456,1.718809,7629,7574,28118,28118
grid1nDr0nDe1,9.245614,1.058877,0.748143,1.807020,14583,14479,57565,57565
grid1nDr1nDe0,2.210526,0.619496,0.170568,0.790064,8424,8404,29913,29913
grid19nDr0nDe3,7.511278,0.778645,2.145836,2.924481,12907,12302,49423,49423
grid18nDr1nDe1,1.794486,1.476610,2.836816,4.313426,16538,16388,65082,65082
grid20nDr0nDe1,3.375940,0.415686,0.281634,0.697320,6915,6864,25456,25456
grid20nDr1nDe0,1.736842,0.081404,0.028573,0.109977,1568,1568,4315,4315
grid19nDr0nDe2,9.250627,1.134560,3.332667,4.467227,15938,15611,64489,64489
grid18nDr0nDe3,9.007519,1.728652,4.349904,6.078556,25225,24459,105901,105901
metroplex24nDr1nDe0,0.789474,3.137735,1.537654,4.675389,20822,20676,77000,77000
grid1nDr1nDe1,2.609023,1.136968,1.211669,2.348637,15896,15773,62655,62655
grid20nDr0nDe2,10.180451,0.935345,1.109611,2.044956,10592,10328,40522,40522
grid20nDr0nDe3,14.721805,0.651676,1.207771,1.859447,12506,11906,47444,47444
grid1nDr0nDe2,8.333333,1.363353,3.825938,5.189291,20082,19724,82815,82815
metroplex24nDr0nDe1,1.729323,3.034216,4.192494,7.226710,23074,22808,91118,91118
grid15nDr0nDe2,5.463659,2.443317,10.645724,13.089041,29430,28953,122782,122782
grid22nDr1nDe0,1.526316,0.139081,0.058478,0.197559,2634,2634,8219,8219
grid20nDr1nDe1,2.934837,0.759324,1.295296,2.054620,11299,11207,43608,43608
metroplex26nDr0nDe1,2.401003,1.205224,1.445407,2.650631,11666,11545,44111,44111
grid22nDr0nDe1,3.466166,0.586841,1.199238,1.786079,9033,8958,33557,33557
metroplex25nDr1nDe0,2.052632,2.736218,1.257700,3.993918,17976,17838,66360,66360
airport0nDr1nDe0,0.894737,0.104820,0.057822,0.162642,2788,2788,8842,8842
airport0nDr0nDe1,1.075188,0.101500,0.173884,0.275384,4171,4153,14132,14132
airport12nDr1nDe1,1.411028,0.154555,0.157783,0.312338,4364,4346,15207,15207
airport11nDr1nDe1,0.937343,0.178527,0.193892,0.372419,5842,5806,20368,20368
airport10nDr1nDe0,0.789474,0.302371,0.188374,0.490745,5740,5720,19179,19179
airport0nDr1nDe1,0.822055,0.246166,0.260642,0.506808,6238,6193,21692,21692
airport11nDr0nDe3,1.699248,0.238835,0.278585,0.517420,8474,7967,27684,27684
airport11nDr1nDe0,0.526316,0.301534,0.266363,0.567897,5884,5858,19845,19845
airport12nDr0nDe1,0.884712,0.297037,0.287404,0.584441,9428,9371,34902,34902
airport12nDr1nDe0,1.631579,0.373993,0.213205,0.587198,7874,7854,28317,28317
metroplex24nDr1nDe1,6.689223,2.295749,4.313037,6.608786,19407,19211,77132,77132
airport13nDr0nDe1,1.305764,0.087795,0.083129,0.170924,3469,3451,11111,11111
airport10nDr1nDe1,3.699248,0.358058,0.492394,0.850452,7110,7060,25270,25270
grid1nDr0nDe3,4.305764,1.192796,5.179141,6.371937,18974,18292,77742,77742
airport0nDr0nDe2,1.433584,0.498424,0.583007,1.081431,14020,13761,53955,53955
airport12nDr0nDe2,1.471178,0.468603,0.483722,0.952325,11864,11629,44844,44844
grid22nDr1nDe1,5.037594,0.800987,1.034749,1.835736,11706,11606,44469,44469
airport13nDr1nDe0,0.631579,0.008820,0.010105,0.018925,278,278,511,511
airport12nDr0nDe3,2.157895,0.486351,0.554390,1.040741,14310,13754,53697,53697
airport11nDr0nDe2,1.032581,0.509213,0.711820,1.221033,12862,12611,48757,48757
airport13nDr0nDe2,3.832080,0.273204,0.313590,0.586794,7818,7609,27459,27459
airport10nDr0nDe1,1.295739,0.640224,0.693787,1.334011,13367,13274,50241,50241
grid21nDr1nDe0,1.105263,1.834198,1.871807,3.706005,19856,19752,74816,74816
airport10nDr0nDe3,2.573935,0.511565,0.968426,1.479991,15941,15353,60663,60663
airport14nDr0nDe2,1.518797,0.185135,0.114730,0.299865,5498,5318,18087,18087
grid22nDr0nDe2,14.213033,0.750583,2.151018,2.901601,10686,10417,40631,40631
metroplex26nDr1nDe0,2.789474,0.978048,0.248317,1.226365,7290,7250,24718,24718
airport13nDr1nDe1,1.411028,0.290441,0.202915,0.493356,6009,5972,21032,21032
airport11nDr0nDe1,1.295739,0.656331,1.165778,1.822109,11880,11800,44392,44392
metroplex24nDr0nDe2,6.616541,3.090617,6.034719,9.125336,25226,24713,104330,104330
grid21nDr1nDe1,4.406015,1.595630,2.610577,4.206207,19168,19010,76641,76641
airport10nDr0nDe2,1.115288,0.952221,1.102992,2.055213,15860,15571,60586,60586
airport0nDr0nDe3,1.300752,0.917946,1.410943,2.328889,17174,16572,65586,65586
grid21nDr0nDe3,7.516291,1.728641,2.924323,4.652964,23632,22879,98141,98141
metroplex25nDr0nDe1,1.370927,2.738076,4.828951,7.567027,19959,19723,79024,79024
grid22nDr0nDe3,4.969925,0.859186,3.063879,3.923065,14124,13500,54925,54925
airport14nDr1nDe0,1.263158,0.667216,0.823608,1.490824,16098,16055,61416,61416
airport14nDr1nDe1,1.348371,0.670675,0.884755,1.555430,16728,16639,65699,65699
airport16nDr0nDe3,1.909774,0.322222,0.386334,0.708556,11788,11234,42205,42205
airport16nDr0nDe2,1.972431,0.316938,0.450662,0.767600,10856,10611,40014,40014
airport17nDr0nDe1,1.200501,0.108591,0.103303,0.211894,3522,3504,11325,11325
airport15nDr0nDe1,0.476190,0.544856,1.006064,1.550920,15345,15240,58746,58746
airport15nDr1nDe1,2.596491,0.492991,0.669300,1.162291,13871,13793,54032,54032
airport16nDr1nDe0,1.000000,0.480382,0.451420,0.931802,11052,11008,39230,39230
metroplex25nDr1nDe1,3.330827,2.401167,4.142918,6.544085,17593,17398,69390,69390
airport15nDr1nDe0,0.052632,0.579516,0.856329,1.435845,14078,14026,51899,51899
metroplex26nDr1nDe1,8.812030,0.549225,0.772796,1.322021,4536,4495,15782,15782
airport16nDr1nDe1,10.192982,0.213184,0.532917,0.746101,7036,6984,24804,24804
airport17nDr0nDe2,1.476190,0.212211,0.342627,0.554838,7850,7636,27536,27536
grid15nDr0nDe3,4.385965,2.910514,14.410960,17.321474,32158,31279,136221,136221
airport16nDr0nDe1,0.285714,0.572743,0.791246,1.363989,12938,12829,47481,47481
airport17nDr1nDe0,1.052632,0.110911,0.048334,0.159245,2052,2052,6047,6047
airport13nDr0nDe3,3.000000,0.769061,2.217377,2.986438,17676,17045,66881,66881
grid21nDr0nDe2,9.436090,2.252515,3.952810,6.205325,26064,25625,108180,108180
airport17nDr0nDe3,3.822055,0.153325,0.219711,0.373036,5961,5489,16710,16710
grid23nDr1nDe0,1.315789,2.800064,1.062319,3.862383,20560,20462,78444,78444
metroplex26nDr0nDe2,12.676692,1.743206,4.052340,5.795546,14750,14394,58733,58733
airport15nDr0nDe2,1.476190,0.511979,2.109196,2.621175,16352,16063,62888,62888
airport18nDr1nDe0,1.157895,0.044049,0.020841,0.064890,992,991,2643,2643
airport18nDr0nDe1,1.548872,0.141063,0.163950,0.305013,3491,3473,11144,11144
airport14nDr0nDe1,1.761905,0.871480,2.403323,3.274803,18388,18266,71426,71426
grid21nDr0nDe1,7.233083,2.276188,4.984469,7.260657,23570,23365,94193,94193
airport15nDr0nDe3,1.761905,0.730734,2.198538,2.929272,17986,17380,68789,68789
airport14nDr0nDe3,2.904762,0.706003,2.764187,3.470190,21020,20393,82354,82354
airport18nDr0nDe3,5.583960,0.230928,0.276222,0.507150,8408,7901,27427,27427
grid23nDr0nDe1,3.864662,2.278559,3.251391,5.529950,23491,23292,94426,94426
airport19nDr1nDe0,1.421053,0.054250,0.038660,0.092910,1818,1818,5474,5474
airport19nDr0nDe1,1.032581,0.185996,0.205707,0.391703,6744,6699,24063,24063
airport17nDr1nDe1,1.253133,0.423677,0.459472,0.883149,10268,10197,37752,37752
airport19nDr0nDe3,1.646617,0.151683,0.260338,0.412021,6126,5656,17441,17441
airport19nDr1nDe1,1.032581,0.172696,0.191171,0.363867,5948,5914,21102,21102
airport1nDr0nDe1,0.979950,0.174755,0.120419,0.295174,4263,4236,14357,14357
airport18nDr1nDe1,6.175439,0.291148,0.570022,0.861170,8177,8118,29482,29482
airport1nDr1nDe0,1.052632,0.022650,0.016496,0.039146,828,828,2174,2174
grid23nDr1nDe1,7.027569,2.216285,2.256068,4.472353,21423,21256,86745,86745
metroplex23nDr0nDe1,14.302962,2.642167,12.642612,15.284779,19923,19696,79088,79088
airport18nDr0nDe2,1.634085,0.741447,0.685503,1.426950,14230,13958,54074,54074
grid24nDr1nDe0,2.052632,2.241484,0.875250,3.116734,21530,21440,83328,83328
airport19nDr0nDe2,2.120301,0.403802,0.649405,1.053207,13632,13374,52023,52023
airport1nDr0nDe2,1.476190,0.344202,0.477138,0.821340,10448,10213,38390,38390
airport1nDr1nDe1,0.726817,0.211464,0.265110,0.476574,7253,7202,25812,25812
airport20nDr0nDe1,3.378446,0.203162,0.218859,0.422021,4373,4344,14369,14369
airport20nDr1nDe0,0.736842,0.155034,0.060496,0.215530,2862,2862,8667,8667
metroplex27nDr0nDe1,3.771930,1.349209,1.495880,2.845089,8538,8439,31760,31760
airport20nDr0nDe2,3.568922,0.214838,0.281398,0.496236,5340,5151,16914,16914
airport1nDr0nDe3,2.278195,0.559094,0.619792,1.178886,14900,14322,55970,55970
airport22nDr1nDe0,0.789474,0.045749,0.026264,0.072013,1514,1513,4305,4305
airport20nDr1nDe1,0.979950,0.526790,0.419517,0.946307,9651,9577,35242,35242
metroplex25nDr0nDe2,8.974937,2.791676,8.616390,11.408066,21902,21408,89632,89632
airport22nDr0nDe2,1.581454,0.116537,0.154428,0.270965,5274,5090,16965,16965
airport22nDr0nDe1,1.270677,0.165790,0.193468,0.359258,6490,6454,23436,23436
airport22nDr0nDe3,1.593985,0.334043,0.302352,0.636395,9825,9311,33952,33952
airport22nDr1nDe1,1.295739,0.153819,0.212131,0.365950,4126,4102,13696,13696
airport23nDr0nDe2,1.466165,0.130740,0.155968,0.286708,5794,5608,19088,19088
airport21nDr0nDe1,0.476190,0.824034,0.841265,1.665299,15561,15456,59498,59498
metroplex27nDr1nDe0,2.894737,0.390794,0.073696,0.464490,3726,3710,11748,11748
airport23nDr0nDe1,1.476190,0.381533,0.579758,0.961291,11461,11384,42780,42780
airport23nDr1nDe0,0.526316,0.261745,0.349344,0.611089,8610,8576,30543,30543
airport21nDr1nDe1,4.132832,0.493892,0.990788,1.484680,12392,12322,47555,47555
airport23nDr1nDe1,0.884712,0.278776,0.603719,0.882495,9966,9899,36857,36857
airport21nDr1nDe0,0.210526,0.876152,1.058097,1.934249,14240,14184,52217,52217
airport23nDr0nDe3,0.962406,0.520840,0.583844,1.104684,14781,14195,54605,54605
airport21nDr0nDe2,1.238095,0.716036,1.822437,2.538473,16966,16679,65880,65880
grid24nDr1nDe1,4.736842,2.170574,3.132682,5.303256,23671,23498,97110,97110
airport24nDr1nDe0,1.157895,0.458663,0.560409,1.019072,13394,13344,49019,49019
grid24nDr0nDe1,0.621554,2.332784,5.171809,7.504593,26666,26445,108563,108563
airport20nDr0nDe3,2.285714,0.713503,2.245003,2.958506,17099,16481,64344,64344
airport24nDr0nDe1,0.571429,0.553277,1.135459,1.688736,14453,14344,54067,54067
airport24nDr1nDe1,0.832080,0.461991,0.752943,1.214934,13044,12964,49662,49662
airport24nDr0nDe2,1.047619,0.552643,1.071745,1.624388,15940,15654,60762,60762
airport21nDr0nDe3,1.428571,0.615290,2.613350,3.228640,18108,17500,69633,69633
metroplex27nDr0nDe2,6.117794,1.586261,3.374681,4.960942,10160,9860,39233,39233
airport25nDr0nDe1,17.419679,0.490387,1.047772,1.538159,13277,13178,49316,49316
airport25nDr1nDe0,1.315789,0.862274,0.605153,1.467427,11830,11780,42095,42095
grid26nDr0nDe1,3.556391,1.245409,1.640688,2.886097,15830,15708,63290,63290
airport25nDr1nDe1,1.543860,0.641342,0.850383,1.491725,13107,13014,49396,49396
grid26nDr1nDe0,1.947368,0.814686,0.275620,1.090306,9558,9514,34013,34013
airport25nDr0nDe3,1.015038,0.696763,1.053587,1.750350,15766,15167,59470,59470
airport26nDr0nDe3,2.568922,0.187654,0.341076,0.528730,6225,5752,17966,17966
metroplex28nDr1nDe0,1.684211,1.465789,0.564735,2.030524,9324,9252,31615,31615
airport26nDr0nDe2,1.380952,0.345415,0.394933,0.740348,10800,10565,39993,39993
airport26nDr1nDe0,0.842105,0.321180,0.289878,0.611058,9322,9294,33098,33098
metroplex23nDr0nDe3,7.100251,3.083925,15.958497,19.042422,23985,23121,101216,101216
airport26nDr1nDe1,1.147870,0.338743,0.278585,0.617328,6397,6358,22620,22620
metroplex27nDr1nDe1,3.771930,0.972022,2.220432,3.192454,8538,8439,31758,31758
grid23nDr0nDe2,3.972431,2.621493,7.602029,10.223522,25460,25045,106070,106070
airport27nDr1nDe0,1.052632,0.031864,0.028285,0.060149,820,820,2162,2162
airport27nDr0nDe1,1.075188,0.137564,0.111692,0.249256,4632,4604,15652,15652
grid24nDr0nDe2,0.924812,2.556225,6.231022,8.787247,28902,28442,121751,121751
airport27nDr1nDe1,1.042607,0.164854,0.097440,0.262294,3673,3654,11859,11859
grid25nDr0nDe2,3.182957,3.472147,3.403044,6.875191,28564,28075,118818,118818
airport24nDr0nDe3,1.619048,0.602208,2.665878,3.268086,17569,16962,66671,66671
airport26nDr0nDe1,0.964912,0.656446,1.158174,1.814620,15131,15027,57073,57073
airport27nDr0nDe2,1.902256,0.426896,0.308343,0.735239,11302,11058,42048,42048
grid25nDr1nDe0,1.157895,2.960934,2.117260,5.078194,24360,24234,93546,93546
airport27nDr0nDe3,2.754386,0.397679,0.397495,0.795174,9427,8907,31878,31878
grid23nDr0nDe3,5.022556,2.414490,8.533888,10.948378,27856,27054,117709,117709
airport29nDr0nDe1,1.295739,0.092005,0.128306,0.220311,4417,4393,15295,15295
airport29nDr0nDe2,1.223058,0.100533,0.135511,0.236044,4996,4822,16090,16090
airport29nDr1nDe0,0.526316,0.013841,0.017202,0.031043,292,292,579,579
metroplex27nDr0nDe3,9.022556,1.150091,5.649170,6.799261,11983,11327,46057,46057
airport25nDr0nDe2,6.780581,0.670932,2.812339,3.483271,14896,14596,56211,56211
grid27nDr1nDe0,1.842105,0.586555,0.190137,0.776692,6356,6338,21535,21535
airport29nDr1nDe1,0.621554,0.103648,0.092258,0.195906,3850,3833,13011,13011
airport29nDr0nDe3,1.699248,0.111245,0.155848,0.267093,6404,5935,18873,18873
metroplex29nDr0nDe1,2.827068,0.835307,1.378348,2.213655,7604,7519,27583,27583
grid26nDr0nDe2,3.591479,1.911501,2.243402,4.154903,22032,21665,92630,92630
airport28nDr0nDe3,3.501253,0.373496,0.485726,0.859222,12929,12376,47281,47281
grid26nDr1nDe1,2.385965,1.309871,1.147480,2.457351,12920,12810,50313,50313
metroplex25nDr0nDe3,10.593985,4.161821,12.328624,16.490445,24264,23368,101245,101245
metroplex28nDr0nDe1,4.671679,2.141032,2.714268,4.855300,15591,15422,61132,61132
airport28nDr1nDe0,1.263158,0.475589,0.514930,0.990519,9412,9378,33551,33551
airport30nDr1nDe0,0.894737,0.046395,0.029471,0.075866,1514,1514,4186,4186
airport2nDr0nDe3,1.107769,0.087227,0.278351,0.365578,5237,4774,13295,13295
metroplex1nDr0nDe2,19.881909,1.426449,28.050018,29.476467,13612,13274,54539,54539
airport30nDr0nDe1,0.822055,0.118345,0.099629,0.217974,3186,3164,9815,9815
airport28nDr0nDe2,1.909774,0.485306,0.923416,1.408722,14164,13896,53932,53932
airport30nDr0nDe2,1.393484,0.097907,0.138077,0.235984,4182,4005,12070,12070
airport2nDr1nDe0,1.157895,0.202859,0.207759,0.410618,5636,5618,19150,19150
airport30nDr1nDe1,3.255639,0.198101,0.148970,0.347071,4710,4679,15830,15830
airport28nDr1nDe1,1.834586,0.525988,0.829869,1.355857,10492,10424,39166,39166
grid25nDr0nDe1,3.566416,2.440469,6.320161,8.760630,26255,26026,105758,105758
airport2nDr0nDe1,2.017544,0.392024,0.474434,0.866458,10126,10061,37450,37450
grid27nDr1nDe1,5.892231,0.436950,0.291638,0.728588,5061,5030,18085,18085
airport30nDr0nDe3,1.909774,0.255515,0.277327,0.532842,7801,7304,24598,24598
airport2nDr0nDe2,1.972431,0.507121,0.457772,0.964893,10258,10029,37869,37869
grid25nDr1nDe1,6.243108,2.580477,3.949032,6.529509,25016,24816,101887,101887
metroplex29nDr1nDe0,2.368421,0.537032,0.085525,0.622557,3672,3660,11453,11453
airport2nDr1nDe1,1.333333,0.355608,0.418631,0.774239,8061,8009,29210,29210
