Data Name,Total,Binary,Integer,Linear
airport29nDr0nDe3,2224,1100,16,1108
airport29nDr1nDe0,250,42,4,204
airport29nDr1nDe1,2216,1100,16,1100
airport2nDr0nDe1,5786,3240,34,2512
airport2nDr0nDe2,5307,2955,32,2320
airport2nDr0nDe3,1648,674,14,960
airport2nDr1nDe0,3706,1912,25,1769
airport2nDr1nDe1,4581,2449,29,2103
airport30nDr0nDe1,1823,739,15,1069
airport30nDr0nDe2,1827,739,15,1073
airport30nDr0nDe3,2987,1403,21,1563
airport30nDr1nDe0,1134,380,12,742
airport30nDr1nDe1,2634,1196,20,1418
airport31nDr0nDe1,5240,2816,30,2394
airport31nDr0nDe2,5244,2816,30,2398
airport31nDr0nDe3,3768,1886,25,1857
airport31nDr1nDe0,3392,1636,24,1732
airport31nDr1nDe1,4011,1999,26,1986
airport32nDr0nDe1,2108,828,18,1262
airport32nDr0nDe2,3565,1719,25,1821
airport32nDr0nDe3,1929,751,17,1161
airport32nDr1nDe0,669,181,9,479
airport32nDr1nDe1,3561,1719,25,1817
airport33nDr0nDe1,5108,2758,31,2319
airport33nDr0nDe2,6437,3667,35,2735
airport33nDr0nDe3,2888,1420,20,1448
airport33nDr1nDe0,2876,1420,20,1436
airport33nDr1nDe1,4528,2382,28,2118
airport34nDr0nDe1,8162,4876,39,3247
airport34nDr0nDe2,7414,4524,36,2854
airport34nDr0nDe3,8170,4876,39,3255
airport34nDr1nDe0,8102,4876,39,3187
airport34nDr1nDe1,5037,2947,26,2064
airport35nDr0nDe1,8838,5442,41,3355
airport35nDr0nDe2,9084,5442,41,3601
airport35nDr0nDe3,3301,1681,22,1598
airport35nDr1nDe0,8834,5442,41,3351
airport35nDr1nDe1,8427,5306,40,3081
airport36nDr0nDe1,6313,3673,33,2607
airport36nDr0nDe2,4600,2496,27,2077
airport36nDr0nDe3,2287,1063,18,1206
airport36nDr1nDe0,4628,2496,27,2105
airport36nDr1nDe1,3427,1671,24,1732
airport37nDr0nDe1,8316,4534,44,3738
airport37nDr0nDe2,8310,4534,44,3732
airport37nDr0nDe3,5642,3008,33,2601
airport37nDr1nDe0,7732,4372,43,3317
airport37nDr1nDe1,7996,4534,44,3418
airport38nDr0nDe1,6531,3627,37,2867
airport38nDr0nDe2,5056,2678,30,2348
airport38nDr0nDe3,3265,1557,23,1685
airport38nDr1nDe0,4815,2551,29,2235
airport38nDr1nDe1,2622,1122,21,1479
airport39nDr0nDe1,6207,3677,32,2498
airport39nDr0nDe2,7002,4234,34,2734
airport39nDr0nDe3,2865,1591,18,1256
airport39nDr1nDe0,5501,3179,30,2292
airport39nDr1nDe1,4777,2729,26,2022
airport3nDr0nDe1,2643,1253,19,1371
airport3nDr0nDe2,6473,3759,34,2680
airport3nDr0nDe3,8335,4763,42,3530
airport3nDr1nDe0,1481,583,14,884
airport3nDr1nDe1,2354,1090,17,1247
airport40nDr0nDe1,2336,1146,17,1173
airport40nDr0nDe2,4150,2170,26,1954
airport40nDr0nDe3,3829,1997,24,1808
airport40nDr1nDe0,2005,935,16,1054
airport40nDr1nDe1,6021,3485,32,2504
airport42nDr0nDe1,3566,1666,25,1875
airport42nDr0nDe2,3166,1438,23,1705
airport42nDr0nDe3,2001,811,18,1172
airport42nDr1nDe0,1957,811,18,1128
airport42nDr1nDe1,2169,907,19,1243
airport43nDr0nDe1,3340,1828,20,1492
airport43nDr0nDe2,5582,3296,30,2256
airport43nDr0nDe3,4970,2848,28,2094
airport43nDr1nDe0,910,420,8,482
airport43nDr1nDe1,1924,1010,13,901
airport44nDr0nDe1,1874,724,17,1133
airport44nDr0nDe2,3041,1323,23,1695
airport44nDr0nDe3,4712,2410,30,2272
airport44nDr1nDe0,1379,455,15,909
airport44nDr1nDe1,1906,724,17,1165
airport45nDr0nDe1,7955,4421,42,3492
airport45nDr0nDe2,7985,4421,42,3522
airport45nDr0nDe3,7963,4421,42,3500
airport45nDr1nDe0,6721,3765,38,2918
airport45nDr1nDe1,5880,3230,34,2616
airport46nDr0nDe1,4604,2474,27,2103
airport46nDr0nDe2,6937,4039,35,2863
airport46nDr0nDe3,9581,5605,46,3930
airport46nDr1nDe0,1954,958,15,981
airport46nDr1nDe1,5278,2898,30,2350
airport47nDr0nDe1,5317,2989,29,2299
airport47nDr0nDe2,8639,5165,41,3433
airport47nDr0nDe3,8787,5165,41,3581
airport47nDr1nDe0,2411,1193,18,1200
airport47nDr1nDe1,4486,2346,27,2113
airport48nDr0nDe1,7446,4662,34,2750
airport48nDr0nDe2,7817,4889,36,2892
airport48nDr0nDe3,2317,1163,16,1138
airport48nDr1nDe0,7442,4662,34,2746
airport48nDr1nDe1,4975,2941,25,2009
airport49nDr0nDe1,8303,4603,43,3657
airport49nDr0nDe2,8329,4603,43,3683
airport49nDr0nDe3,8333,4603,43,3687
airport49nDr1nDe0,8285,4603,43,3639
airport49nDr1nDe1,7748,4455,42,3251
airport4nDr0nDe1,8301,4723,42,3536
airport4nDr0nDe2,8305,4723,42,3540
airport4nDr0nDe3,8257,4723,42,3492
airport4nDr1nDe0,6194,3468,35,2691
airport4nDr1nDe1,7186,4138,39,3009
airport50nDr0nDe1,8870,5236,45,3589
airport50nDr0nDe2,2523,1123,20,1380
airport50nDr0nDe3,2527,1123,20,1384
airport50nDr1nDe0,5559,3047,32,2480
airport50nDr1nDe1,6896,4026,36,2834
airport51nDr0nDe1,2108,836,18,1254
airport51nDr0nDe2,3546,1660,24,1862
airport51nDr0nDe3,2116,836,18,1262
airport51nDr1nDe0,326,58,5,263
airport51nDr1nDe1,3293,1513,23,1757
airport52nDr0nDe1,3058,1362,22,1674
airport52nDr0nDe2,2103,811,18,1274
airport52nDr0nDe3,6558,3652,38,2868
airport52nDr1nDe0,1218,384,13,821
airport52nDr1nDe1,3264,1472,23,1769
airport53nDr0nDe1,8819,5071,43,3705
airport53nDr0nDe2,8863,5071,43,3749
airport53nDr0nDe3,8897,5071,43,3783
airport53nDr1nDe0,8723,5071,43,3609
airport53nDr1nDe1,8168,4852,41,3275
airport54nDr0nDe1,7488,4158,38,3292
airport54nDr0nDe2,7400,4158,38,3204
airport54nDr0nDe3,7468,4158,38,3272
airport54nDr1nDe0,7266,4158,38,3070
airport54nDr1nDe1,6625,3825,35,2765
airport55nDr0nDe1,6416,3614,37,2765
airport55nDr0nDe2,7116,3890,39,3187
airport55nDr0nDe3,7212,3890,39,3283
airport55nDr1nDe0,4491,2409,28,2054
airport55nDr1nDe1,1585,613,14,958
airport56nDr0nDe1,4187,2117,28,2042
airport56nDr0nDe2,3834,1886,27,1921
airport56nDr0nDe3,2230,934,19,1277
airport56nDr1nDe0,1537,557,15,965
airport56nDr1nDe1,4149,2117,28,2004
airport57nDr0nDe1,8405,4893,44,3468
airport57nDr0nDe2,8409,4893,44,3472
airport57nDr0nDe3,4138,2054,27,2057
airport57nDr1nDe0,7322,4216,39,3067
airport57nDr1nDe1,2766,1218,21,1527
airport58nDr0nDe1,2053,873,16,1164
airport58nDr0nDe2,2241,949,17,1275
airport58nDr0nDe3,3432,1658,23,1751
airport58nDr1nDe0,1223,469,12,742
airport58nDr1nDe1,4050,2035,26,1989
airport59nDr0nDe1,5375,2899,32,2444
airport59nDr0nDe2,6805,3773,39,2993
airport59nDr0nDe3,3320,1650,22,1648
airport59nDr1nDe0,4696,2464,30,2202
airport59nDr1nDe1,3312,1650,22,1640
airport5nDr0nDe1,3468,1750,22,1696
airport5nDr0nDe2,4900,2662,29,2209
airport5nDr0nDe3,6732,3820,38,2874
airport5nDr1nDe0,2340,1024,18,1298
airport5nDr1nDe1,5341,2961,31,2349
airport60nDr0nDe1,6439,3815,32,2592
airport60nDr0nDe2,7740,4578,39,3123
airport60nDr0nDe3,8552,4972,42,3538
airport60nDr1nDe0,6435,3815,32,2588
airport60nDr1nDe1,5047,2821,28,2198
airport61nDr0nDe1,3470,1782,22,1666
airport61nDr0nDe2,3245,1655,21,1569
airport61nDr0nDe3,1653,647,14,992
airport61nDr1nDe0,2826,1390,19,1417
airport61nDr1nDe1,1924,818,15,1091
airport62nDr0nDe1,3415,1809,21,1585
airport62nDr0nDe2,2349,1137,17,1195
airport62nDr0nDe3,7943,4645,39,3259
airport62nDr1nDe0,3004,1536,20,1448
airport62nDr1nDe1,3415,1809,21,1585
airport63nDr0nDe1,3321,1571,23,1727
airport63nDr0nDe2,4750,2506,29,2215
airport63nDr0nDe3,3113,1425,22,1666
airport63nDr1nDe0,2261,924,18,1319
airport63nDr1nDe1,3321,1571,23,1727
airport64nDr0nDe1,6108,3550,32,2526
airport64nDr0nDe2,5338,3062,28,2248
airport64nDr0nDe3,3483,1839,21,1623
airport64nDr1nDe0,3059,1569,20,1470
airport64nDr1nDe1,3922,2114,23,1785
airport65nDr0nDe1,9937,5917,46,3974
airport65nDr0nDe2,2356,1096,18,1242
airport65nDr0nDe3,9945,5917,46,3982
airport65nDr1nDe0,9933,5917,46,3970
airport65nDr1nDe1,7040,4186,36,2818
airport66nDr0nDe1,3240,1514,24,1702
airport66nDr0nDe2,3244,1514,24,1706
airport66nDr0nDe3,3248,1514,24,1710
airport66nDr1nDe0,1814,714,16,1084
airport66nDr1nDe1,3477,1643,25,1809
airport67nDr0nDe1,8239,4651,42,3546
airport67nDr0nDe2,8117,4651,42,3424
airport67nDr0nDe3,8177,4651,42,3484
airport67nDr1nDe0,8221,4651,42,3528
airport67nDr1nDe1,6914,4008,38,2868
airport68nDr0nDe1,2822,1266,22,1534
airport68nDr0nDe2,1809,715,16,1078
airport68nDr0nDe3,1813,715,16,1082
airport68nDr1nDe0,1182,391,13,778
airport68nDr1nDe1,1804,715,16,1073
airport69nDr0nDe1,2403,1221,16,1166
airport69nDr0nDe2,2437,1221,16,1200
airport69nDr0nDe3,7405,4243,37,3125
airport69nDr1nDe0,423,87,6,330
airport69nDr1nDe1,2619,1335,17,1267
airport6nDr0nDe1,9796,6150,44,3602
airport6nDr0nDe2,4965,2949,26,1990
airport6nDr0nDe3,9860,6150,44,3666
airport6nDr1nDe0,9732,6150,44,3538
airport6nDr1nDe1,5150,3032,27,2091
airport70nDr0nDe1,8582,5588,37,2957
airport70nDr0nDe2,6233,3823,30,2380
airport70nDr0nDe3,9897,6161,41,3695
airport70nDr1nDe0,5052,3074,25,1953
airport70nDr1nDe1,6229,3823,30,2376
airport71nDr0nDe1,7085,3881,38,3166
airport71nDr0nDe2,6228,3456,35,2737
airport71nDr0nDe3,5228,2812,30,2386
airport71nDr1nDe0,5622,3060,32,2530
airport71nDr1nDe1,6476,3614,36,2826
airport72nDr0nDe1,3332,1722,21,1589
airport72nDr0nDe2,4937,2761,27,2149
airport72nDr0nDe3,7434,4168,38,3228
airport72nDr1nDe0,1637,705,13,919
airport72nDr1nDe1,2080,968,15,1097
airport73nDr0nDe1,8473,4699,45,3729
airport73nDr0nDe2,8573,4699,45,3829
airport73nDr0nDe3,8509,4699,45,3765
airport73nDr1nDe0,7945,4537,44,3364
airport73nDr1nDe1,7949,4537,44,3368
airport74nDr0nDe1,8680,4830,44,3806
airport74nDr0nDe2,8566,4830,44,3692
airport74nDr0nDe3,8622,4830,44,3748
airport74nDr1nDe0,8676,4830,44,3802
airport74nDr1nDe1,5832,3206,33,2593
airport75nDr0nDe1,6550,3626,39,2885
airport75nDr0nDe2,3138,1466,23,1649
airport75nDr0nDe3,3142,1466,23,1653
airport75nDr1nDe0,6094,3324,37,2733
airport75nDr1nDe1,2086,842,18,1226
airport76nDr0nDe1,2827,1265,21,1541
airport76nDr0nDe2,2831,1265,21,1545
airport76nDr0nDe3,3710,1806,24,1880
airport76nDr1nDe0,2823,1265,21,1537
airport76nDr1nDe1,3702,1806,24,1872
airport77nDr0nDe1,2081,1065,14,1002
airport77nDr0nDe2,3181,1723,19,1439
airport77nDr0nDe3,4683,2713,25,1945
airport77nDr1nDe0,1222,578,10,634
airport77nDr1nDe1,3368,1821,20,1527
airport78nDr0nDe1,8545,4933,41,3571
airport78nDr0nDe2,8587,4933,41,3613
airport78nDr0nDe3,8439,4933,41,3465
airport78nDr1nDe0,7990,4784,40,3166
airport78nDr1nDe1,8215,4933,41,3241
airport79nDr0nDe1,9333,5827,41,3465
airport79nDr0nDe2,8952,5662,40,3250
airport79nDr0nDe3,8588,5434,38,3116
airport79nDr1nDe0,9239,5827,41,3371
airport79nDr1nDe1,5271,3323,24,1924
airport7nDr0nDe1,1721,865,12,844
airport7nDr0nDe2,2120,1034,15,1071
airport7nDr0nDe3,4864,2692,28,2144
airport7nDr1nDe0,376,150,4,222
airport7nDr1nDe1,1721,865,12,844
airport80nDr0nDe1,7267,4017,39,3211
airport80nDr0nDe2,7371,4017,39,3315
airport80nDr0nDe3,7375,4017,39,3319
airport80nDr1nDe0,7085,4017,39,3029
airport80nDr1nDe1,6410,3608,36,2766
airport81nDr0nDe1,6912,3768,37,3107
airport81nDr0nDe2,6848,3768,37,3043
airport81nDr0nDe3,1975,815,16,1144
airport81nDr1nDe0,5162,2846,29,2287
airport81nDr1nDe1,1967,815,16,1136
airport82nDr0nDe1,7565,4243,38,3284
airport82nDr0nDe2,6878,3970,36,2872
airport82nDr0nDe3,3610,1844,23,1743
airport82nDr1nDe0,7329,4243,38,3048
airport82nDr1nDe1,5660,3148,31,2481
airport83nDr0nDe1,7529,4139,39,3351
airport83nDr0nDe2,7397,4139,39,3219
airport83nDr0nDe3,4483,2395,27,2061
airport83nDr1nDe0,7159,4139,39,2981
airport83nDr1nDe1,6910,3994,38,2878
airport84nDr0nDe1,8094,4762,41,3291
airport84nDr0nDe2,7843,4603,40,3200
airport84nDr0nDe3,8388,4762,41,3585
airport84nDr1nDe0,6918,4068,36,2814
airport84nDr1nDe1,6037,3452,33,2552
airport85nDr0nDe1,9001,5069,45,3887
airport85nDr0nDe2,9005,5069,45,3891
airport85nDr0nDe3,9009,5069,45,3895
airport85nDr1nDe0,8810,5069,45,3696
airport85nDr1nDe1,8363,4886,44,3433
airport86nDr0nDe1,5137,2927,28,2182
airport86nDr0nDe2,4700,2590,27,2083
airport86nDr0nDe3,6445,3807,33,2605
airport86nDr1nDe0,3621,1873,23,1725
airport86nDr1nDe1,3215,1665,21,1529
airport87nDr0nDe1,6489,4243,27,2219
airport87nDr0nDe2,8440,5618,34,2788
airport87nDr0nDe3,9402,6076,38,3288
airport87nDr1nDe0,5904,3804,26,2074
airport87nDr1nDe1,4909,3001,24,1884
airport88nDr0nDe1,8247,4867,42,3338
airport88nDr0nDe2,8779,5015,43,3721
airport88nDr0nDe3,8813,5015,43,3755
airport88nDr1nDe0,5761,3143,34,2584
airport88nDr1nDe1,8012,4736,41,3235
airport8nDr0nDe1,8590,4870,45,3675
airport8nDr0nDe2,8568,4870,45,3653
airport8nDr0nDe3,8008,4614,43,3351
airport8nDr1nDe0,7431,4315,41,3075
airport8nDr1nDe1,5918,3304,35,2579
airport90nDr0nDe1,3678,1790,25,1863
airport90nDr0nDe2,3682,1790,25,1867
airport90nDr0nDe3,3440,1660,24,1756
airport90nDr1nDe0,1547,617,14,916
airport90nDr1nDe1,2753,1229,22,1502
airport91nDr0nDe1,6574,3822,35,2717
airport91nDr0nDe2,7277,4093,37,3147
airport91nDr0nDe3,7373,4093,37,3243
airport91nDr1nDe0,5281,3023,29,2229
airport91nDr1nDe1,6574,3822,35,2717
airport92nDr0nDe1,6497,3659,36,2802
airport92nDr0nDe2,3387,1587,25,1775
airport92nDr0nDe3,3391,1587,25,1779
airport92nDr1nDe0,5107,2727,31,2349
airport92nDr1nDe1,3349,1587,25,1737
airport93nDr0nDe1,8423,4681,45,3697
airport93nDr0nDe2,8479,4681,45,3753
airport93nDr0nDe3,8483,4681,45,3757
airport93nDr1nDe0,7530,4254,42,3234
airport93nDr1nDe1,7534,4254,42,3238
airport94nDr0nDe1,5817,3167,33,2617
airport94nDr0nDe2,8766,4952,44,3770
airport94nDr0nDe3,5825,3167,33,2625
airport94nDr1nDe0,3801,1863,27,1911
airport94nDr1nDe1,7551,4345,40,3166
airport95nDr0nDe1,3510,1748,23,1739
airport95nDr0nDe2,3228,1600,21,1607
airport95nDr0nDe3,3232,1600,21,1611
airport95nDr1nDe0,3220,1600,21,1599
airport95nDr1nDe1,2535,1125,19,1391
airport96nDr0nDe1,7548,4102,40,3406
airport96nDr0nDe2,7416,4102,40,3274
airport96nDr0nDe3,4517,2357,28,2132
airport96nDr1nDe0,7544,4102,40,3402
airport96nDr1nDe1,6372,3602,36,2734
airport97nDr0nDe1,7183,4593,32,2558
airport97nDr0nDe2,7798,4790,34,2974
airport97nDr0nDe3,7802,4790,34,2978
airport97nDr1nDe0,5387,3341,26,2020
airport97nDr1nDe1,5421,3341,26,2054
airport98nDr0nDe1,5986,3442,31,2513
airport98nDr0nDe2,7570,4588,36,2946
airport98nDr0nDe3,5528,3086,30,2412
airport98nDr1nDe0,3890,2052,24,1814
airport98nDr1nDe1,5520,3086,30,2404
airport99nDr0nDe1,8271,4661,41,3569
airport99nDr0nDe2,2130,968,17,1145
airport99nDr0nDe3,8279,4661,41,3577
airport99nDr1nDe0,8233,4661,41,3531
airport99nDr1nDe1,7066,4094,37,2935
airport9nDr0nDe1,10120,5932,47,4141
airport9nDr0nDe2,10030,5932,47,4051
airport9nDr0nDe3,10034,5932,47,4055
airport9nDr1nDe0,10104,5932,47,4125
airport9nDr1nDe1,7805,4631,41,3133
airportAP0Tini-1,8848,5254,44,3550
airportAP0Tini-2,8878,5254,44,3580
airportAP0Tini0,8814,5254,44,3516
airportAP10Tini-1,8892,5248,46,3598
airportAP10Tini-2,8922,5248,46,3628
airportAP10Tini0,8862,5248,46,3568
airportAP11Tini-1,8350,4844,41,3465
airportAP11Tini-2,8366,4844,41,3481
airportAP11Tini0,8334,4844,41,3449
airportAP12Tini-1,10405,6261,49,4095
airportAP12Tini-2,10421,6261,49,4111
airportAP12Tini0,10383,6261,49,4073
airportAP13Tini-1,8816,5204,45,3567
airportAP13Tini-2,8844,5204,45,3595
airportAP13Tini0,8788,5204,45,3539
airportAP14Tini-1,10501,6557,45,3899
airportAP14Tini-2,10519,6557,45,3917
airportAP14Tini0,10483,6557,45,3881
airportAP15Tini-1,8976,5444,42,3490
airportAP15Tini-2,8996,5444,42,3510
airportAP15Tini0,8948,5444,42,3462
airportAP16Tini-1,8132,4666,42,3424
airportAP16Tini-2,8156,4666,42,3448
airportAP16Tini0,8108,4666,42,3400
airportAP17Tini-1,8107,4531,43,3533
airportAP17Tini-2,8125,4531,43,3551
airportAP17Tini0,8085,4531,43,3511
airportAP18Tini-1,8514,4916,44,3554
airportAP18Tini-2,8538,4916,44,3578
airportAP18Tini0,8490,4916,44,3530
airportAP19Tini-1,8286,4846,42,3398
airportAP19Tini-2,8314,4846,42,3426
airportAP19Tini0,8258,4846,42,3370
airportAP1Tini-1,8034,4508,43,3483
airportAP1Tini-2,8060,4508,43,3509
airportAP1Tini0,8006,4508,43,3455
airportAP20Tini-1,8733,4881,45,3807
airportAP20Tini-2,8737,4881,45,3811
airportAP20Tini0,8727,4881,45,3801
airportAP21Tini-1,9131,5539,44,3548
airportAP21Tini-2,9159,5539,44,3576
airportAP21Tini0,9103,5539,44,3520
airportAP22Tini-1,8738,5224,42,3472
airportAP22Tini-2,8760,5224,42,3494
airportAP22Tini0,8716,5224,42,3450
airportAP23Tini-1,7471,4301,38,3132
airportAP23Tini-2,7491,4301,38,3152
airportAP23Tini0,7451,4301,38,3112
airportAP24Tini-1,8552,5114,42,3396
airportAP24Tini-2,8582,5114,42,3426
airportAP24Tini0,8522,5114,42,3366
airportAP25Tini-1,8018,4370,44,3604
airportAP25Tini-2,8030,4370,44,3616
airportAP25Tini0,8004,4370,44,3590
airportAP26Tini-1,9045,5315,47,3683
airportAP26Tini-2,9077,5315,47,3715
airportAP26Tini0,9011,5315,47,3649
airportAP27Tini-1,8647,5003,45,3599
airportAP27Tini-2,8673,5003,45,3625
airportAP27Tini0,8621,5003,45,3573
airportAP28Tini-1,8624,4950,43,3631
airportAP28Tini-2,8630,4950,43,3637
airportAP28Tini0,8612,4950,43,3619
airportAP29Tini-1,8835,5469,41,3325
airportAP29Tini-2,8863,5469,41,3353
airportAP29Tini0,8807,5469,41,3297
airportAP2Tini-1,8129,4721,43,3365
airportAP2Tini-2,8157,4721,43,3393
airportAP2Tini0,8101,4721,43,3337
airportAP30Tini-1,7855,4437,42,3376
airportAP30Tini-2,7885,4437,42,3406
airportAP30Tini0,7825,4437,42,3346
airportAP31Tini-1,7937,4541,40,3356
airportAP31Tini-2,7947,4541,40,3366
airportAP31Tini0,7927,4541,40,3346
airportAP32Tini-1,8087,4561,43,3483
airportAP32Tini-2,8111,4561,43,3507
airportAP32Tini0,8063,4561,43,3459
airportAP33Tini-1,9400,5434,47,3919
airportAP33Tini-2,9414,5434,47,3933
airportAP33Tini0,9384,5434,47,3903
airportAP34Tini-1,8735,5325,41,3369
airportAP34Tini-2,8763,5325,41,3397
airportAP34Tini0,8707,5325,41,3341
airportAP35Tini-1,9253,5649,43,3561
airportAP35Tini-2,9279,5649,43,3587
airportAP35Tini0,9223,5649,43,3531
airportAP36Tini-1,8683,4983,43,3657
airportAP36Tini-2,8699,4983,43,3673
airportAP36Tini0,8667,4983,43,3641
airportAP37Tini-1,8443,4635,46,3762
airportAP37Tini-2,8459,4635,46,3778
airportAP37Tini0,8423,4635,46,3742
airportAP38Tini-1,7687,4231,42,3414
airportAP38Tini-2,7707,4231,42,3434
airportAP38Tini0,7667,4231,42,3394
airportAP39Tini-1,9433,5593,46,3794
airportAP39Tini-2,9463,5593,46,3824
airportAP39Tini0,9403,5593,46,3764
airportAP3Tini-1,8542,4958,44,3540
airportAP3Tini-2,8570,4958,44,3568
airportAP3Tini0,8512,4958,44,3510
airportAP40Tini-1,8318,4928,41,3349
airportAP40Tini-2,8338,4928,41,3369
airportAP40Tini0,8296,4928,41,3327
airportAP42Tini-1,7338,4096,41,3201
airportAP42Tini-2,7364,4096,41,3227
airportAP42Tini0,7312,4096,41,3175
airportAP43Tini-1,7977,4605,41,3331
airportAP43Tini-2,8005,4605,41,3359
airportAP43Tini0,7947,4605,41,3301
airportAP44Tini-1,7476,4068,42,3366
airportAP44Tini-2,7494,4068,42,3384
airportAP44Tini0,7452,4068,42,3342
airportAP45Tini-1,8375,4647,44,3684
airportAP45Tini-2,8387,4647,44,3696
airportAP45Tini0,8363,4647,44,3672
airportAP46Tini-1,9969,5811,48,4110
airportAP46Tini-2,9985,5811,48,4126
airportAP46Tini0,9953,5811,48,4094
airportAP47Tini-1,9098,5616,43,3439
airportAP47Tini-2,9126,5616,43,3467
airportAP47Tini0,9070,5616,43,3411
airportAP48Tini-1,8954,5680,40,3234
airportAP48Tini-2,8982,5680,40,3262
airportAP48Tini0,8926,5680,40,3206
airportAP49Tini-1,8467,4791,45,3631
airportAP49Tini-2,8493,4791,45,3657
airportAP49Tini0,8439,4791,45,3603
