instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed
airport1nDr0nDe3,2.278195,1.099201,0.485102,1.584303,11080,11034,32429,32429
airport15nDr0nDe3,1.761905,1.255288,1.693704,2.948992,14212,14138,42935,42935
airport23nDr1nDe0,0.526316,0.460431,0.304688,0.765119,8610,8576,25415,25415
airport21nDr1nDe1,4.132832,0.757611,0.654052,1.411663,11194,11156,34279,34279
airport21nDr0nDe1,0.476190,1.184087,0.747516,1.931603,14308,14244,42913,42913
airport13nDr0nDe3,3.000000,1.080000,3.462906,4.542906,13826,13740,40815,40815
airport23nDr1nDe1,0.884712,0.675356,0.464799,1.140155,8922,8884,26334,26334
grid10nDr0nDe3,3.922306,1.050393,0.093308,1.143701,4544,4534,8115,8115
grid12nDr1nDe0,2.210526,2.251298,0.174037,2.425335,8748,8714,16446,16446
airport23nDr0nDe1,1.476190,1.021388,0.753076,1.774464,10354,10310,30503,30503
airport26nDr0nDe3,2.568922,0.251612,0.076084,0.327696,2824,2818,7434,7434
airport23nDr0nDe3,0.962406,0.921812,1.019264,1.941076,11316,11258,33146,33146
airport21nDr1nDe0,0.210526,1.149229,1.233141,2.382370,14240,14184,42821,42821
airport21nDr0nDe2,1.238095,1.173644,1.573267,2.746911,14314,14248,42919,42919
airport20nDr0nDe3,2.285714,1.512696,1.322113,2.834809,13202,13128,38366,38366
airport24nDr1nDe1,0.832080,1.205710,0.444240,1.649950,12400,12356,37739,37739
grid10nDr1nDe0,2.263158,2.397230,0.362269,2.759499,12248,12186,23575,23575
airport24nDr1nDe0,1.157895,1.329903,0.811525,2.141428,13394,13344,40639,40639
airport26nDr1nDe1,1.147870,0.571145,0.188327,0.759472,5688,5674,16007,16007
airport27nDr1nDe0,1.052632,0.057544,0.022640,0.080184,820,820,1846,1846
airport27nDr0nDe1,1.075188,0.313462,0.096785,0.410247,3694,3686,9879,9879
grid13nDr0nDe1,5.932331,1.399543,0.119197,1.518740,6682,6656,12393,12393
grid11nDr0nDe3,5.964912,1.186476,0.204645,1.391121,7516,7486,13887,13887
airport26nDr0nDe2,1.380952,0.946648,0.242708,1.189356,8848,8816,25797,25797
airport25nDr1nDe0,1.315789,0.919154,0.651042,1.570196,11830,11780,34139,34139
airport24nDr0nDe2,1.047619,0.793373,1.152510,1.945883,13774,13702,41178,41178
airport27nDr1nDe1,1.042607,0.282303,0.085643,0.367946,3032,3030,8006,8006
grid0nDr1nDe1,5.694236,2.972727,0.492698,3.465425,10910,10852,20837,20837
airport24nDr0nDe1,0.571429,0.979944,1.752192,2.732136,13768,13698,41172,41172
grid12nDr0nDe1,3.288221,2.291178,0.263617,2.554795,11986,11932,23095,23095
airport25nDr1nDe1,1.543860,1.231050,0.470306,1.701356,11802,11750,34094,34094
airport24nDr0nDe3,1.619048,1.253901,0.885481,2.139382,13780,13706,41184,41184
grid13nDr1nDe0,3.052632,1.107209,0.159927,1.267136,6402,6384,11859,11859
airport29nDr1nDe0,0.526316,0.018555,0.017839,0.036394,292,292,517,517
airport26nDr1nDe0,0.842105,0.948406,0.279676,1.228082,9322,9294,27310,27310
grid11nDr0nDe1,2.832080,2.551609,0.348459,2.900068,12244,12180,23369,23369
grid12nDr1nDe1,2.649123,2.241285,0.394762,2.636047,11386,11336,21849,21849
airport27nDr0nDe3,2.754386,0.390558,0.149630,0.540188,6000,5978,16942,16942
grid0nDr1nDe0,3.526316,2.927205,0.544107,3.471312,15170,15092,29674,29674
airport29nDr0nDe1,1.295739,0.244784,0.074900,0.319684,3910,3902,11358,11358
airport29nDr0nDe2,1.223058,0.225048,0.085704,0.310752,3324,3320,9454,9454
airport27nDr0nDe2,1.902256,0.769546,0.417636,1.187182,9246,9210,27163,27163
airport25nDr0nDe3,1.015038,1.304517,0.835275,2.139792,12012,11952,34399,34399
airport29nDr1nDe1,0.621554,0.226478,0.053038,0.279516,3318,3316,9446,9446
airport29nDr0nDe3,1.699248,0.211800,0.082214,0.294014,3330,3324,9460,9460
airport21nDr0nDe3,1.428571,1.539578,2.154796,3.694374,14320,14252,42925,42925
grid13nDr0nDe2,6.686717,1.560492,0.197443,1.757935,6688,6660,12399,12399
airport2nDr0nDe3,1.107769,0.090046,0.059198,0.149244,2328,2322,5992,5992
grid10nDr0nDe1,2.358396,2.201266,0.680739,2.882005,13468,13396,25986,25986
airport25nDr0nDe1,17.419679,1.230229,1.362243,2.592472,12032,11974,34432,34432
airport30nDr0nDe1,0.822055,0.177008,0.047877,0.224885,2570,2562,6588,6588
airport30nDr1nDe0,0.894737,0.125137,0.044198,0.169335,1514,1514,3560,3560
airport30nDr0nDe2,1.393484,0.104172,0.080223,0.184395,2576,2566,6594,6594
airport2nDr1nDe0,1.157895,0.282057,0.195811,0.477868,5636,5618,15900,15900
grid13nDr1nDe1,1.807018,1.634140,0.204958,1.839098,8190,8150,15369,15369
airport28nDr0nDe3,3.501253,0.661884,0.327982,0.989866,9430,9390,27971,27971
grid14nDr0nDe2,2.842105,0.631364,0.048124,0.679488,3834,3830,6762,6762
airport28nDr1nDe0,1.263158,0.957561,0.502019,1.459580,9412,9378,27951,27951
airport30nDr1nDe1,3.255639,0.322064,0.115039,0.437103,3842,3830,10303,10303
airport30nDr0nDe3,1.909774,0.209822,0.112564,0.322386,4408,4390,12021,12021
airport26nDr0nDe1,0.964912,1.257999,0.647722,1.905721,13934,13874,41247,41247
airport32nDr1nDe0,1.263158,0.069521,0.019235,0.088756,850,850,1843,1843
airport32nDr0nDe1,0.822055,0.251044,0.092637,0.343681,2946,2936,7478,7478
airport28nDr1nDe1,1.834586,0.948836,0.544450,1.493286,9418,9382,27957,27957
airport32nDr0nDe3,1.593985,0.247206,0.071976,0.319182,2686,2680,6824,6824
grid0nDr0nDe1,3.498747,2.756347,0.336046,3.092393,15232,15148,29760,29760
airport2nDr1nDe1,1.333333,0.641344,0.304999,0.946343,7054,7030,20190,20190
airport31nDr0nDe3,6.736842,0.313357,0.245501,0.558858,5676,5654,16017,16017
airport31nDr1nDe0,0.947368,0.483335,0.153935,0.637270,5044,5028,13997,13997
airport2nDr0nDe2,1.972431,0.816859,0.322471,1.139330,8290,8262,24160,24160
airport31nDr1nDe1,0.832080,0.301124,0.139548,0.440672,6034,6010,16957,16957
airport2nDr0nDe1,2.017544,0.993726,0.408439,1.402165,9058,9026,26388,26388
airport32nDr0nDe2,8.932331,0.519984,0.200881,0.720865,5304,5284,14567,14567
grid11nDr0nDe2,8.899749,3.323537,0.577799,3.901336,14800,14718,28521,28521
airport31nDr0nDe1,1.107769,0.502604,0.317357,0.819961,8092,8056,23463,23463
airport33nDr1nDe0,1.368421,0.341331,0.115842,0.457173,4302,4296,12156,12156
airport33nDr0nDe3,2.796992,0.348864,0.105804,0.454668,4320,4308,12176,12176
grid12nDr0nDe2,9.578947,2.159301,0.409305,2.568606,11392,11340,21857,21857
airport32nDr1nDe1,8.598997,0.504323,0.136916,0.641239,5298,5280,14559,14559
airport28nDr0nDe2,1.909774,1.029480,0.903668,1.933148,12062,12010,35773,35773
grid13nDr0nDe3,8.553885,1.866814,0.256465,2.123279,7874,7838,14766,14766
airport31nDr0nDe2,1.393484,0.756592,0.445221,1.201813,8098,8060,23469,23469
airport25nDr0nDe2,6.780581,1.212114,2.417427,3.629541,12190,12108,34633,34633
airport28nDr0nDe1,8.949875,1.351781,1.236925,2.588706,12452,12398,36895,36895
airport33nDr0nDe1,1.443609,0.828418,0.284440,1.112858,7892,7866,22991,22991
airport35nDr0nDe3,2.067669,0.393433,0.221668,0.615101,5000,4982,14164,14164
airport33nDr1nDe1,1.243108,0.665969,0.317217,0.983186,6934,6910,20010,20010
airport36nDr0nDe3,2.172932,0.284924,0.087293,0.372217,3356,3350,9229,9229
airport34nDr1nDe1,1.160401,0.495500,0.455466,0.950966,8008,7984,24244,24244
airport36nDr1nDe1,1.253133,0.407680,0.094943,0.502623,5110,5098,14267,14267
airport33nDr0nDe2,1.889724,1.080321,0.542680,1.623001,10138,10104,30227,30227
airport36nDr1nDe0,0.631579,0.608757,0.247329,0.856086,7142,7124,20882,20882
grid12nDr0nDe3,3.020050,2.711278,0.640563,3.351841,13992,13916,27054,27054
airport36nDr0nDe2,1.508772,0.650028,0.275602,0.925630,7116,7096,20842,20842
metroplex11nDr1nDe0,2.105263,0.983146,0.062211,1.045357,3340,3330,8200,8200
metroplex10nDr1nDe1,2.040100,0.979886,0.119403,1.099289,3510,3488,8598,8598
airport34nDr0nDe2,1.591479,1.162363,0.706145,1.868508,11982,11938,36544,36544
airport36nDr0nDe1,3.939850,0.971983,0.367260,1.339243,10018,9986,30065,30065
airport34nDr1nDe0,0.526316,1.362195,0.886424,2.248619,13028,12978,39355,39355
airport34nDr0nDe1,0.686717,1.298720,0.860178,2.158898,13090,13038,39447,39447
airport38nDr0nDe3,1.646617,0.430065,0.160028,0.590093,4840,4822,13371,13371
airport38nDr1nDe1,3.020050,0.364378,0.131484,0.495862,3756,3744,9891,9891
airport35nDr1nDe0,0.473684,1.388035,0.681112,2.069147,14324,14276,43816,43816
metroplex10nDr0nDe2,4.944836,0.818102,0.051345,0.869447,3084,3080,7712,7712
airport34nDr0nDe3,1.258145,1.220288,1.002918,2.223206,13102,13046,39459,39459
airport35nDr1nDe1,1.305764,1.404736,0.598842,2.003578,13774,13733,42483,42483
metroplex10nDr1nDe0,2.421053,1.481175,0.175121,1.656296,5532,5494,14402,14402
airport37nDr0nDe3,1.699248,0.792929,0.359293,1.152222,8690,8650,25070,25070
grid0nDr0nDe2,2.982456,4.802507,0.738667,5.541174,17748,17652,34975,34975
metroplex12nDr1nDe0,2.052632,1.693295,0.105828,1.799123,4510,4484,11408,11408
metroplex0nDr1nDe1,3.832080,1.536491,0.149740,1.686231,4452,4422,11099,11099
airport38nDr1nDe0,1.105263,0.492331,0.348682,0.841013,7392,7366,21283,21283
airport38nDr0nDe2,1.523810,0.780816,0.431024,1.211840,7770,7734,22287,22287
airport3nDr1nDe0,1.368421,0.102195,0.054797,0.156992,2064,2064,5294,5294
airport39nDr0nDe3,1.739348,0.274091,0.116268,0.390359,4462,4456,13359,13359
airport3nDr0nDe1,1.508772,0.275943,0.068013,0.343956,3904,3896,10841,10841
airport3nDr1nDe1,0.822055,0.195870,0.107625,0.303495,3450,3444,9536,9536
metroplex13nDr1nDe0,2.210526,0.334211,0.033636,0.367847,1242,1242,2640,2640
airport40nDr0nDe1,1.370927,0.176897,0.088848,0.265745,3484,3482,9858,9858
airport38nDr0nDe1,1.411028,1.207960,0.539365,1.747325,10202,10158,29608,29608
grid17nDr0nDe2,6.481203,1.576260,0.108060,1.684320,7086,7058,13107,13107
airport35nDr0nDe1,0.854637,1.460620,1.397203,2.857823,14330,14280,43824,43824
airport40nDr1nDe0,1.105263,0.193531,0.078992,0.272523,2940,2940,8127,8127
grid14nDr1nDe0,2.263158,3.761969,0.636622,4.398591,14840,14764,28794,28794
metroplex13nDr0nDe1,11.055138,0.853354,0.090571,0.943925,2538,2526,6140,6140
grid10nDr0nDe2,5.453634,5.622230,1.006267,6.628497,22028,21922,43682,43682
airport39nDr0nDe1,2.035088,0.920347,0.496088,1.416435,9914,9884,30045,30045
airport39nDr1nDe0,1.736842,0.470969,0.237246,0.708215,8704,8680,26085,26085
metroplex11nDr1nDe1,13.180155,1.737864,0.403900,2.141764,5050,5014,12666,12666
airport37nDr1nDe0,1.368421,1.534962,0.659559,2.194521,12158,12104,35327,35327
airport39nDr1nDe1,1.012531,0.612623,0.300187,0.912810,7526,7506,22558,22558
airport40nDr0nDe2,1.791980,0.423241,0.338439,0.761680,6344,6320,18229,18229
airport40nDr0nDe3,1.631579,0.452381,0.237209,0.689590,5846,5826,16850,16850
grid17nDr0nDe1,3.042607,2.686111,0.256316,2.942427,10698,10654,20399,20399
metroplex11nDr0nDe1,9.644110,1.975525,0.326395,2.301920,5786,5746,14907,14907
airport37nDr1nDe1,3.308271,1.715805,0.822558,2.538363,12590,12530,36569,36569
airport42nDr1nDe0,1.263158,0.238278,0.071969,0.310247,2768,2768,7162,7162
airport39nDr0nDe2,2.375940,1.049825,0.857552,1.907377,11276,11236,34414,34414
airport42nDr0nDe3,1.804511,0.285253,0.062722,0.347975,2818,2812,7230,7230
airport42nDr1nDe1,1.754386,0.256271,0.081843,0.338114,3078,3076,7981,7981
metroplex0nDr1nDe0,2.052632,3.062781,0.403050,3.465831,8176,8118,21849,21849
airport43nDr1nDe0,0.473684,0.061973,0.039759,0.101732,1330,1330,3647,3647
airport3nDr0nDe2,2.092732,0.828732,0.570428,1.399160,10272,10232,30823,30823
airport42nDr0nDe2,1.774436,0.454746,0.177549,0.632295,4622,4604,12427,12427
airport43nDr1nDe1,0.463659,0.159261,0.074956,0.234217,2936,2934,8552,8552
airport42nDr0nDe1,0.937343,0.343342,0.209392,0.552734,5256,5232,14232,14232
airport35nDr0nDe2,1.142857,1.466328,2.123176,3.589504,14596,14526,44193,44193
airport43nDr0nDe1,0.874687,0.289030,0.211516,0.500546,5184,5168,15190,15190
airport44nDr1nDe0,1.157895,0.178223,0.049150,0.227373,1834,1834,4306,4306
airport44nDr0nDe1,1.443609,0.252299,0.069790,0.322089,2600,2598,6577,6577
grid17nDr0nDe3,7.912281,1.207886,0.123003,1.330889,6298,6276,11555,11555
airport44nDr1nDe1,1.175439,0.201578,0.071370,0.272948,2632,2630,6623,6623
airport37nDr0nDe2,1.238095,1.613918,1.919806,3.533724,12926,12844,37042,37042
airport40nDr1nDe1,1.333333,0.924628,0.603872,1.528500,9538,9506,28578,28578
metroplex12nDr0nDe1,7.225564,2.078202,0.223400,2.301602,5152,5108,12996,12996
airport44nDr0nDe2,1.393484,0.420170,0.178095,0.598265,4382,4364,11543,11543
metroplex14nDr0nDe2,5.393484,0.589828,0.075458,0.665286,2712,2708,6761,6761
airport46nDr1nDe0,0.736842,0.116890,0.091456,0.208346,2912,2912,8270,8270
grid16nDr1nDe1,2.481203,3.807095,0.711908,4.519003,13556,13484,26019,26019
grid17nDr1nDe0,2.421053,2.004137,0.187243,2.191380,7714,7684,14318,14318
metroplex13nDr1nDe1,3.413534,1.954690,0.251821,2.206511,5528,5486,14364,14364
airport43nDr0nDe3,2.330827,0.706988,0.384496,1.091484,7846,7818,23349,23349
airport43nDr0nDe2,2.235589,0.808476,0.449691,1.258167,8910,8878,26869,26869
airport47nDr1nDe0,1.157895,0.291359,0.099653,0.391012,3604,3604,10204,10204
airport37nDr0nDe1,5.260410,1.602609,2.653880,4.256489,12932,12850,37051,37051
metroplex0nDr0nDe1,3.298246,3.641037,0.607969,4.249006,8710,8648,23436,23436
airport44nDr0nDe3,2.067669,0.799134,0.328508,1.127642,7158,7122,20055,20055
grid17nDr1nDe1,9.185464,1.504800,0.236980,1.741780,7388,7360,13701,13701
airport46nDr0nDe1,1.022556,0.636297,0.258810,0.895107,7096,7078,20757,20757
grid14nDr1nDe1,2.967419,5.590687,1.171393,6.762080,20462,20354,40463,40463
metroplex14nDr1nDe1,7.709273,0.836047,0.144488,0.980535,4026,4014,10466,10466
metroplex13nDr0nDe2,12.100251,1.434035,0.161261,1.595296,4750,4714,12054,12054
airport48nDr0nDe3,1.699248,0.217540,0.093389,0.310929,3486,3480,9980,9980
airport3nDr0nDe3,1.428571,1.454064,1.800495,3.254559,13164,13098,38783,38783
airport47nDr0nDe1,0.937343,0.668163,0.397366,1.065529,8336,8306,24732,24732
airport45nDr1nDe1,1.558897,1.024383,0.428264,1.452647,9150,9110,26588,26588
metroplex12nDr0nDe2,14.837093,2.491754,1.028302,3.520056,7220,7158,19234,19234
airport47nDr1nDe1,1.050125,0.536730,0.482524,1.019254,6860,6832,19726,19726
airport45nDr1nDe0,1.421053,1.166475,0.650658,1.817133,10528,10486,30736,30736
grid14nDr0nDe1,1.478697,6.286100,1.714874,8.000974,21936,21808,43297,43297
grid18nDr1nDe0,2.000000,1.462664,0.162719,1.625383,6582,6562,12173,12173
airport46nDr1nDe1,8.010025,0.769048,1.001289,1.770337,8202,8176,24106,24106
grid15nDr1nDe0,1.842105,6.106615,0.960617,7.067232,23750,23628,47061,47061
airport48nDr1nDe1,1.012531,0.575458,0.392236,0.967694,7940,7916,24206,24206
airport45nDr0nDe1,0.200501,1.241147,0.861770,2.102917,12436,12376,36096,36096
grid0nDr0nDe3,6.408521,5.501446,1.491042,6.992488,20112,20002,39848,39848
airport48nDr0nDe1,1.952381,0.953229,0.740347,1.693576,12146,12108,37663,37663
airport45nDr0nDe3,0.962406,1.391139,0.867174,2.258313,12448,12384,36108,36108
grid16nDr1nDe0,2.736842,6.021391,0.711605,6.732996,20748,20654,41053,41053
airport48nDr1nDe0,1.000000,0.979814,0.706348,1.686162,12140,12104,37655,37655
airport45nDr0nDe2,0.719298,1.395579,0.895227,2.290806,12468,12406,36141,36141
airport50nDr0nDe2,1.328321,0.313686,0.096642,0.410328,3650,3646,9836,9836
airport46nDr0nDe2,9.526316,0.957456,1.653679,2.611135,11014,10976,33115,33115
airport47nDr0nDe2,0.676692,1.499644,1.119029,2.618673,13862,13804,41843,41843
airport48nDr0nDe2,2.596491,1.198948,1.010987,2.209935,12748,12706,39416,39416
airport50nDr0nDe3,1.804511,0.345770,0.102532,0.448302,3656,3650,9842,9842
grid18nDr0nDe1,4.441103,2.882022,0.680488,3.562510,13054,12992,25208,25208
grid16nDr0nDe1,2.145363,6.636942,0.788183,7.425125,23550,23428,46638,46638
airport51nDr1nDe0,1.000000,0.023900,0.016681,0.040581,384,384,703,703
airport51nDr0nDe1,1.147870,0.264418,0.080108,0.344526,2946,2944,7543,7543
airport4nDr1nDe0,1.052632,0.600793,0.463210,1.064003,9700,9662,28294,28294
airport51nDr0nDe3,3.912281,0.280909,0.080938,0.361847,2958,2952,7555,7555
airport47nDr0nDe3,2.047619,1.380336,1.597528,2.977864,14024,13952,42065,42065
airport49nDr1nDe1,1.561404,1.487745,1.119964,2.607709,12258,12203,36051,36051
airport49nDr1nDe0,0.000000,1.613691,0.780883,2.394574,12960,12888,37622,37622
airport51nDr1nDe1,7.466165,0.343887,0.229729,0.573616,4824,4806,13040,13040
airport52nDr0nDe2,1.365915,0.271530,0.063456,0.334986,2922,2914,7366,7366
airport46nDr0nDe3,1.010025,1.879063,1.278340,3.157403,15256,15186,45504,45504
airport52nDr1nDe0,0.789474,0.147300,0.047351,0.194651,1602,1602,3719,3719
grid15nDr1nDe1,3.779449,6.789639,1.227925,8.017564,23588,23472,46827,46827
airport52nDr0nDe1,0.726817,0.433578,0.172922,0.606500,4440,4420,11877,11877
airport4nDr0nDe1,0.190476,1.322938,1.200042,2.522980,13090,13024,38249,38249
airport50nDr1nDe0,1.105263,0.900049,0.342301,1.242350,8640,8606,25262,25262
airport51nDr0nDe2,8.067669,0.495278,0.491500,0.986778,5232,5206,14212,14212
airport4nDr1nDe1,1.596491,1.223910,0.570447,1.794357,11370,11324,33455,33455
airport49nDr0nDe2,1.904762,1.631947,1.304409,2.936356,13014,12932,37690,37690
airport49nDr0nDe1,1.333333,1.575668,1.909443,3.485111,12982,12906,37651,37651
airport50nDr1nDe1,1.147870,1.064724,0.465918,1.530642,10958,10922,32944,32944
grid19nDr1nDe1,10.553885,1.475014,0.183340,1.658354,6446,6430,11819,11819
metroplex13nDr0nDe3,5.556391,2.608533,0.409110,3.017643,6852,6794,18130,18130
airport49nDr0nDe3,2.380952,1.466485,1.326850,2.793335,13020,12936,37696,37696
airport52nDr1nDe1,0.822055,0.422255,0.234905,0.657160,4762,4736,12748,12748
airport4nDr0nDe2,0.666667,1.553813,1.312750,2.866563,13096,13028,38255,38255
grid19nDr0nDe3,7.511278,1.958022,0.248403,2.206425,8306,8272,15503,15503
airport4nDr0nDe3,0.914787,1.585596,1.143233,2.728829,13044,12980,38183,38183
airport55nDr1nDe1,0.791980,0.160794,0.062108,0.222902,2200,2198,5565,5565
grid19nDr1nDe0,2.578947,2.773553,0.276256,3.049809,10944,10892,20820,20820
airport52nDr0nDe3,2.646617,1.133221,0.355796,1.489017,10256,10210,29732,29732
grid19nDr0nDe1,5.674185,3.716182,0.792234,4.508416,14700,14628,28490,28490
grid1nDr1nDe0,2.210526,1.853971,0.190997,2.044968,8424,8404,15909,15909
airport56nDr1nDe0,0.947368,0.197220,0.057018,0.254238,2094,2094,5153,5153
airport50nDr0nDe1,1.781955,1.691510,1.416382,3.107892,14164,14106,42197,42197
metroplex0nDr0nDe2,11.558897,4.010921,1.198850,5.209771,10364,10282,28433,28433
grid20nDr1nDe0,1.736842,0.255096,0.034658,0.289754,1568,1568,2543,2543
metroplex12nDr1nDe1,2.869674,6.730313,1.946880,8.677193,15394,15284,44541,44541
airport56nDr0nDe3,2.681704,0.322353,0.099712,0.422065,3176,3164,8273,8273
airport55nDr1nDe0,0.894737,0.556661,0.249848,0.806509,6924,6900,19872,19872
airport56nDr0nDe2,1.433584,0.616902,0.163747,0.780649,5740,5720,15952,15952
airport56nDr0nDe1,1.716792,0.690400,0.257633,0.948033,6328,6304,17814,17814
grid18nDr1nDe1,1.794486,3.468607,0.752721,4.221328,15024,14938,29133,29133
grid18nDr0nDe2,8.190476,4.366837,0.987810,5.354647,16340,16250,31902,31902
grid20nDr0nDe1,3.375940,1.241053,0.092534,1.333587,5674,5660,10416,10416
airport54nDr1nDe1,0.726817,1.107876,0.590207,1.698083,10492,10450,31170,31170
airport55nDr0nDe1,1.754386,1.043637,0.490355,1.533992,10066,10030,29084,29084
