instance,resultFixed,elapsedTimeFixed,totalSolveTimeFixed,totalTimeFixed,nvarsFixed,snvarsFixed,nconsFixed,snconsFixed
airport14nDr1nDe0,1.263158,1.038295,1.156022,2.194317,16098,16055,61416,61416
metroplex17nDr0nDe1,2.904762,2.885891,2.243040,5.128931,11377,11261,44788,44788
airport15nDr1nDe1,2.596491,0.840810,1.283184,2.123994,13871,13793,54032,54032
airport16nDr0nDe2,1.972431,0.719858,0.939998,1.659856,10856,10611,40014,40014
airport16nDr0nDe3,1.909774,0.596639,0.998330,1.594969,11788,11234,42205,42205
airport15nDr0nDe1,0.476190,1.076491,1.852235,2.928726,15345,15240,58746,58746
airport15nDr1nDe0,0.052632,1.040825,1.779074,2.819899,14078,14026,51899,51899
airport14nDr1nDe1,1.348371,1.167941,2.091457,3.259398,16728,16639,65699,65699
airport16nDr0nDe1,0.285714,1.011085,1.757774,2.768859,12938,12829,47481,47481
metroplex10nDr0nDe3,18.967419,3.409829,33.180500,36.590329,24420,23563,105735,105735
grid14nDr0nDe1,1.478697,5.458690,6.483084,11.941774,23710,23501,94094,94094
grid15nDr1nDe0,1.842105,5.672200,2.861819,8.534019,23750,23628,90933,90933
airport16nDr1nDe0,1.000000,0.794452,0.783096,1.577548,11052,11008,39230,39230
airport17nDr0nDe1,1.200501,0.170214,0.109781,0.279995,3522,3504,11325,11325
grid14nDr1nDe1,2.967419,4.641346,5.399481,10.040827,22246,22061,89267,89267
airport16nDr1nDe1,10.192982,0.446918,0.928526,1.375444,7036,6984,24804,24804
airport17nDr1nDe0,1.052632,0.128278,0.053102,0.181380,2052,2052,6047,6047
airport14nDr0nDe1,1.761905,1.270038,4.885494,6.155532,18388,18266,71426,71426
airport15nDr0nDe2,1.476190,1.089708,3.827556,4.917264,16352,16063,62888,62888
airport15nDr0nDe3,1.761905,1.172917,3.963986,5.136903,17986,17380,68789,68789
grid16nDr0nDe1,2.145363,5.455540,3.534174,8.989714,25446,25239,101488,101488
airport17nDr0nDe2,1.476190,0.414345,0.495715,0.910060,7850,7636,27536,27536
airport13nDr0nDe3,3.000000,1.232604,6.160978,7.393582,17676,17045,66881,66881
airport17nDr0nDe3,3.822055,0.226264,0.445421,0.671685,5961,5489,16710,16710
airport18nDr0nDe1,1.548872,0.162564,0.118833,0.281397,3491,3473,11144,11144
metroplex15nDr0nDe1,9.461153,5.533394,19.839549,25.372943,21052,20795,82709,82709
metroplex16nDr0nDe1,12.631579,4.326901,13.746259,18.073160,15822,15639,62226,62226
airport18nDr1nDe0,1.157895,0.047537,0.034624,0.082161,992,991,2643,2643
airport17nDr1nDe1,1.253133,0.725147,0.667105,1.392252,10268,10197,37752,37752
airport19nDr1nDe0,1.421053,0.095639,0.053034,0.148673,1818,1818,5474,5474
airport19nDr0nDe3,1.646617,0.239514,0.313301,0.552815,6126,5656,17441,17441
airport19nDr0nDe1,1.032581,0.367030,0.339607,0.706637,6744,6699,24063,24063
metroplex17nDr1nDe0,2.157895,2.539563,0.617318,3.156881,9256,9202,33161,33161
airport19nDr1nDe1,1.032581,0.260525,0.324196,0.584721,5948,5914,21102,21102
airport14nDr0nDe3,2.904762,1.305911,6.275048,7.580959,21020,20393,82354,82354
airport1nDr0nDe1,0.979950,0.197542,0.131482,0.329024,4263,4236,14357,14357
metroplex17nDr1nDe1,2.553885,0.506252,0.477814,0.984066,4543,4496,16044,16044
airport18nDr0nDe3,5.583960,0.435807,0.619888,1.055695,8408,7901,27427,27427
grid16nDr1nDe1,2.481203,2.653852,2.277238,4.931090,15139,15006,58725,58725
metroplex17nDr0nDe2,4.421053,1.188566,8.810997,9.999563,8626,8355,33572,33572
grid16nDr1nDe0,2.736842,4.369318,1.693889,6.063207,20748,20654,78365,78365
airport18nDr1nDe1,6.175439,0.545991,0.963815,1.509806,8177,8118,29482,29482
airport1nDr1nDe0,1.052632,0.028237,0.032017,0.060254,828,828,2174,2174
airport20nDr1nDe0,0.736842,0.105019,0.051930,0.156949,2862,2862,8667,8667
airport1nDr0nDe2,1.476190,0.565107,0.848869,1.413976,10448,10213,38390,38390
airport18nDr0nDe2,1.634085,1.001596,1.681907,2.683503,14230,13958,54074,54074
airport20nDr0nDe1,3.378446,0.233849,0.226337,0.460186,4373,4344,14369,14369
airport1nDr1nDe1,0.726817,0.424010,0.348815,0.772825,7253,7202,25812,25812
airport19nDr0nDe2,2.120301,0.934924,1.467653,2.402577,13632,13374,52023,52023
airport20nDr0nDe2,3.568922,0.232038,0.374743,0.606781,5340,5151,16914,16914
metroplex17nDr0nDe3,10.729323,0.574949,6.790657,7.365606,6522,5978,19713,19713
grid17nDr0nDe1,3.042607,2.213395,1.167486,3.380881,12110,12013,46862,46862
airport1nDr0nDe3,2.278195,0.977914,0.918687,1.896601,14900,14322,55970,55970
airport20nDr1nDe1,0.979950,0.689390,0.754263,1.443653,9651,9577,35242,35242
grid15nDr1nDe1,3.779449,5.588360,8.673647,14.262007,25584,25384,104186,104186
airport22nDr0nDe1,1.270677,0.329049,0.370354,0.699403,6490,6454,23436,23436
airport22nDr0nDe2,1.581454,0.248536,0.273002,0.521538,5274,5090,16965,16965
grid15nDr0nDe1,4.360902,5.895369,9.903971,15.799340,27330,27098,110200,110200
airport22nDr1nDe0,0.789474,0.083423,0.040839,0.124262,1514,1513,4305,4305
airport22nDr0nDe3,1.593985,0.462814,0.637864,1.100678,9825,9311,33952,33952
grid17nDr0nDe2,6.481203,1.215305,2.116845,3.332150,9858,9599,37623,37623
airport22nDr1nDe1,1.295739,0.129734,0.099582,0.229316,4126,4102,13696,13696
airport21nDr1nDe1,4.132832,0.670143,1.280963,1.951106,12392,12322,47555,47555
airport23nDr0nDe2,1.466165,0.224163,0.264403,0.488566,5794,5608,19088,19088
airport21nDr0nDe1,0.476190,1.175489,2.047542,3.223031,15561,15456,59498,59498
airport21nDr1nDe0,0.210526,0.954792,1.858952,2.813744,14240,14184,52217,52217
metroplex18nDr1nDe0,2.578947,2.221849,0.549441,2.771290,7686,7636,26058,26058
airport20nDr0nDe3,2.285714,1.014634,3.748466,4.763100,17099,16481,64344,64344
airport23nDr1nDe0,0.526316,0.452714,0.751262,1.203976,8610,8576,30543,30543
airport23nDr0nDe1,1.476190,0.585165,1.131694,1.716859,11461,11384,42780,42780
metroplex10nDr0nDe1,18.583960,2.102077,43.622531,45.724608,15248,15080,61565,61565
grid16nDr0nDe2,4.709273,5.360113,10.290594,15.650707,27404,26960,113021,113021
airport23nDr1nDe1,0.884712,0.370590,0.957548,1.328138,9966,9899,36857,36857
grid17nDr1nDe0,2.421053,1.297432,0.349852,1.647284,7714,7684,26428,26428
airport23nDr0nDe3,0.962406,0.646409,1.554503,2.200912,14781,14195,54605,54605
grid17nDr1nDe1,9.185464,0.779140,1.309495,2.088635,8748,8678,32775,32775
airport21nDr0nDe2,1.238095,1.203007,4.167895,5.370902,16966,16679,65880,65880
grid18nDr1nDe0,2.000000,0.692697,0.232984,0.925681,6582,6562,22395,22395
airport21nDr0nDe3,1.428571,1.051182,5.208314,6.259496,18108,17500,69633,69633
airport24nDr1nDe0,1.157895,0.865848,1.217865,2.083713,13394,13344,49019,49019
grid14nDr0nDe3,4.428571,4.075183,18.306028,22.381211,27890,27052,115670,115670
airport24nDr1nDe1,0.832080,0.837885,1.014658,1.852543,13044,12964,49662,49662
airport24nDr0nDe1,0.571429,0.891084,2.667235,3.558319,14453,14344,54067,54067
airport24nDr0nDe2,1.047619,0.855142,2.583071,3.438213,15940,15654,60762,60762
grid17nDr0nDe3,7.912281,1.035592,3.937173,4.972765,10841,10262,40253,40253
metroplex18nDr1nDe1,4.421053,3.382763,3.319177,6.701940,13340,13197,52029,52029
metroplex16nDr0nDe2,19.739348,4.793803,21.379618,26.173421,17750,17337,72673,72673
airport26nDr0nDe2,1.380952,0.741865,0.471567,1.213432,10800,10565,39993,39993
airport26nDr0nDe3,2.568922,0.213556,0.453385,0.666941,6225,5752,17966,17966
airport25nDr1nDe0,1.315789,0.989587,0.975037,1.964624,11830,11780,42095,42095
airport25nDr0nDe3,1.015038,0.986420,1.451738,2.438158,15766,15167,59470,59470
metroplex19nDr0nDe2,3.789474,0.447962,3.053472,3.501434,4698,4492,15458,15458
airport25nDr1nDe1,1.543860,0.954332,1.449121,2.403453,13107,13014,49396,49396
airport25nDr0nDe1,17.419679,1.052726,2.336304,3.389030,13277,13178,49316,49316
airport24nDr0nDe3,1.619048,1.188441,4.558868,5.747309,17569,16962,66671,66671
metroplex19nDr0nDe1,3.626566,4.028057,3.869759,7.897816,14085,13928,55702,55702
metroplex18nDr0nDe1,13.395990,3.739932,7.980741,11.720673,12674,12539,49204,49204
airport27nDr0nDe1,1.075188,0.248297,0.166595,0.414892,4632,4604,15652,15652
airport26nDr1nDe1,1.147870,0.417182,0.303152,0.720334,6397,6358,22620,22620
airport26nDr1nDe0,0.842105,0.705762,0.470681,1.176443,9322,9294,33098,33098
airport27nDr1nDe0,1.052632,0.042438,0.020680,0.063118,820,820,2162,2162
airport26nDr0nDe1,0.964912,1.332330,2.450899,3.783229,15131,15027,57073,57073
grid16nDr0nDe3,2.824561,5.667337,12.930718,18.598055,30414,29570,127063,127063
airport27nDr1nDe1,1.042607,0.191368,0.073204,0.264572,3673,3654,11859,11859
airport27nDr0nDe2,1.902256,0.703193,0.712054,1.415247,11302,11058,42048,42048
grid18nDr0nDe1,4.441103,2.597315,4.973005,7.570320,14299,14178,55980,55980
airport29nDr0nDe1,1.295739,0.193178,0.145910,0.339088,4417,4393,15295,15295
airport29nDr1nDe0,0.526316,0.015525,0.022221,0.037746,292,292,579,579
airport29nDr0nDe2,1.223058,0.111676,0.242066,0.353742,4996,4822,16090,16090
airport27nDr0nDe3,2.754386,0.508721,0.710007,1.218728,9427,8907,31878,31878
airport25nDr0nDe2,6.780581,1.126142,4.967359,6.093501,14896,14596,56211,56211
airport29nDr0nDe3,1.699248,0.196627,0.284341,0.480968,6404,5935,18873,18873
metroplex18nDr0nDe3,5.666667,3.370766,7.936890,11.307656,15390,14670,61574,61574
metroplex19nDr1nDe1,2.203008,0.576189,0.592830,1.169019,4320,4276,14695,14695
airport28nDr1nDe0,1.263158,0.560192,0.573577,1.133769,9412,9378,33551,33551
airport29nDr1nDe1,0.621554,0.156639,0.117866,0.274505,3850,3833,13011,13011
grid19nDr1nDe1,10.553885,1.124062,1.505936,2.629998,7629,7574,28118,28118
grid19nDr1nDe0,2.578947,2.169248,0.798277,2.967525,10944,10892,38944,38944
metroplex19nDr1nDe0,2.210526,2.299858,0.688487,2.988345,8156,8104,28569,28569
airport28nDr1nDe1,1.834586,0.690660,0.933076,1.623736,10492,10424,39166,39166
grid19nDr0nDe1,5.674185,3.099877,2.885561,5.985438,16303,16168,64652,64652
airport2nDr0nDe3,1.107769,0.170509,0.406313,0.576822,5237,4774,13295,13295
airport30nDr0nDe1,0.822055,0.140975,0.113349,0.254324,3186,3164,9815,9815
airport28nDr0nDe3,3.501253,0.753114,1.229928,1.983042,12929,12376,47281,47281
airport2nDr1nDe0,1.157895,0.370254,0.244066,0.614320,5636,5618,19150,19150
grid18nDr0nDe2,8.190476,3.629344,5.172928,8.802272,19948,19573,82158,82158
airport30nDr0nDe2,1.393484,0.161017,0.231843,0.392860,4182,4005,12070,12070
metroplex15nDr0nDe3,7.711779,3.936194,35.926736,39.862930,25283,24383,106250,106250
grid19nDr0nDe3,7.511278,1.220782,4.269596,5.490378,12907,12302,49423,49423
airport30nDr1nDe0,0.894737,0.083337,0.048815,0.132152,1514,1514,4186,4186
airport2nDr0nDe1,2.017544,0.725087,0.672631,1.397718,10126,10061,37450,37450
airport2nDr0nDe2,1.972431,0.606440,0.860972,1.467412,10258,10029,37869,37869
airport28nDr0nDe2,1.909774,1.050455,1.800904,2.851359,14164,13896,53932,53932
airport2nDr1nDe1,1.333333,0.528185,0.632178,1.160363,8061,8009,29210,29210
airport28nDr0nDe1,8.949875,0.930209,2.018735,2.948944,13742,13648,51768,51768
airport30nDr1nDe1,3.255639,0.243370,0.135364,0.378734,4710,4679,15830,15830
airport30nDr0nDe3,1.909774,0.332050,0.597037,0.929087,7801,7304,24598,24598
airport31nDr1nDe0,0.947368,0.334035,0.155729,0.489764,5044,5028,16719,16719
airport31nDr0nDe1,1.107769,0.461254,0.563462,1.024716,9195,9130,33558,33558
airport31nDr1nDe1,0.832080,0.417116,0.314992,0.732108,6687,6638,23406,23406
grid18nDr1nDe1,1.794486,3.332742,5.775481,9.108223,16538,16388,65082,65082
airport32nDr0nDe1,0.822055,0.175613,0.134783,0.310396,3614,3587,11305,11305
airport31nDr0nDe3,6.736842,0.351519,0.516505,0.868024,9014,8500,30104,30104
airport32nDr1nDe0,1.263158,0.049233,0.028201,0.077434,850,850,2143,2143
airport32nDr0nDe3,1.593985,0.229685,0.281400,0.511085,5805,5328,15819,15819
airport31nDr0nDe2,1.393484,0.604289,0.840287,1.444576,10074,9842,36559,36559
airport32nDr0nDe2,8.932331,0.419458,0.522559,0.942017,7502,7295,26017,26017
airport33nDr1nDe0,1.368421,0.196944,0.090928,0.287872,4302,4296,14604,14604
metroplex1nDr1nDe0,2.105263,0.613167,0.109956,0.723123,3952,3938,12640,12640
metroplex19nDr0nDe3,4.102757,0.947889,8.012417,8.960306,9156,8553,32487,32487
airport32nDr1nDe1,8.598997,0.383352,0.334014,0.717366,6261,6219,21809,21809
airport33nDr0nDe3,2.796992,0.321576,0.448337,0.769913,7549,7062,23930,23930
airport33nDr0nDe1,1.443609,0.657028,0.340842,0.997870,8612,8556,31386,31386
airport33nDr1nDe1,1.243108,0.483462,0.460371,0.943833,7597,7546,27309,27309
airport33nDr0nDe2,1.889724,0.806029,0.928389,1.734418,12306,12068,46445,46445
airport34nDr1nDe1,1.160401,0.358398,0.528954,0.887352,8479,8430,31377,31377
grid1nDr1nDe0,2.210526,1.410351,0.332623,1.742974,8424,8404,29913,29913
grid15nDr0nDe2,5.463659,5.484721,25.595359,31.080080,29430,28953,122782,122782
grid19nDr0nDe2,9.250627,2.502350,7.869334,10.371684,15938,15611,64489,64489
metroplex18nDr0nDe2,15.130326,5.194132,12.802679,17.996811,18380,17976,75865,75865
airport35nDr0nDe3,2.067669,0.357148,0.443720,0.800868,8158,7654,26395,26395
metroplex20nDr1nDe0,2.578947,0.181006,0.033622,0.214628,1254,1253,3319,3319
airport34nDr0nDe2,1.591479,0.904843,1.416824,2.321667,13866,13612,53286,53286
airport34nDr1nDe0,0.526316,0.953549,1.192001,2.145550,13028,12978,47647,47647
airport34nDr0nDe1,0.686717,1.042936,1.499895,2.542831,14418,14328,54822,54822
grid1nDr0nDe1,9.245614,2.604717,1.740152,4.344869,14583,14479,57565,57565
airport36nDr0nDe1,3.939850,0.618615,0.652072,1.270687,11200,11136,42369,42369
metroplex20nDr0nDe1,3.310777,0.801972,1.658070,2.460042,5461,5401,19271,19271
airport36nDr0nDe2,1.508772,0.490449,0.446305,0.936754,9506,9295,34954,34954
airport36nDr0nDe3,2.172932,0.240046,0.362378,0.602424,6559,6090,19620,19620
grid18nDr0nDe3,9.007519,4.420212,9.709388,14.129600,25225,24459,105901,105901
grid20nDr0nDe1,3.375940,1.007607,0.620727,1.628334,6915,6864,25456,25456
airport36nDr1nDe0,0.631579,0.393046,0.322966,0.716012,7142,7124,25030,25030
airport35nDr1nDe1,1.305764,0.876465,0.947591,1.824056,14382,14303,55836,55836
airport34nDr0nDe3,1.258145,1.084704,1.780634,2.865338,16936,16355,64408,64408
airport35nDr0nDe1,0.854637,0.761610,1.790399,2.552009,14950,14860,57495,57495
grid20nDr1nDe0,1.736842,0.155367,0.040038,0.195405,1568,1568,4315,4315
airport35nDr1nDe0,0.473684,1.096610,1.374046,2.470656,14324,14276,53246,53246
airport36nDr1nDe1,1.253133,0.321390,0.254163,0.575553,6003,5968,21086,21086
metroplex1nDr1nDe1,2.418546,2.707066,2.081527,4.788593,11016,10903,42989,42989
metroplex15nDr0nDe2,6.824561,8.184890,40.669495,48.854385,22734,22232,93230,93230
airport37nDr0nDe3,1.699248,0.669641,0.948818,1.618459,12389,11830,44561,44561
grid20nDr0nDe2,10.180451,1.313344,2.561338,3.874682,10592,10328,40522,40522
airport38nDr0nDe3,1.646617,0.353040,0.476674,0.829714,8121,7614,26090,26090
airport38nDr1nDe0,1.105263,0.399439,0.365527,0.764966,7392,7366,25363,25363
airport38nDr1nDe1,3.020050,0.244803,0.235860,0.480663,4712,4680,15679,15679
airport38nDr0nDe1,1.411028,0.759318,0.804631,1.563949,10974,10894,40215,40215
airport38nDr0nDe2,1.523810,0.498889,0.676031,1.174920,9646,9410,34688,34688
airport37nDr1nDe0,1.368421,1.153706,0.960752,2.114458,12158,12104,43083,43083
metroplex20nDr1nDe1,5.824561,1.638488,2.239532,3.878020,7282,7202,26277,26277
grid1nDr1nDe1,2.609023,2.964286,2.956973,5.921259,15896,15773,62655,62655
airport37nDr1nDe1,3.308271,1.034138,1.374134,2.408272,13868,13765,51982,51982
grid20nDr0nDe3,14.721805,1.220291,3.009326,4.229617,12506,11906,47444,47444
airport35nDr0nDe2,1.142857,0.856195,4.844300,5.700495,17318,17030,67443,67443
metroplex1nDr0nDe1,12.390977,1.747952,8.735666,10.483618,8220,8135,30875,30875
metroplex0nDr0nDe3,12.010025,4.772442,59.324180,64.096622,19772,18959,81841,81841
airport39nDr0nDe1,2.035088,0.615332,0.685360,1.300692,10542,10481,39928,39928
airport3nDr0nDe1,1.508772,0.230499,0.140571,0.371070,4785,4759,16489,16489
airport3nDr1nDe0,1.368421,0.107788,0.057119,0.164907,2064,2064,6232,6232
airport37nDr0nDe2,1.238095,1.283997,2.840285,4.124282,15538,15229,58668,58668
airport39nDr0nDe3,1.739348,0.268256,0.486000,0.754256,7526,7051,24088,24088
airport39nDr1nDe1,1.012531,0.441502,0.456604,0.898106,8082,8037,29959,29959
airport39nDr1nDe0,1.736842,0.568034,0.472487,1.040521,8704,8680,31579,31579
airport3nDr1nDe1,0.822055,0.174020,0.146987,0.321007,4036,4014,13377,13377
airport40nDr0nDe1,1.370927,0.187581,0.144145,0.331726,4383,4365,15225,15225
airport39nDr0nDe2,2.375940,0.706258,1.274680,1.980938,13152,12907,50524,50524
grid20nDr1nDe1,2.934837,1.886269,2.849538,4.735807,11299,11207,43608,43608
airport40nDr1nDe0,1.105263,0.151282,0.080203,0.231485,2940,2940,9687,9687
airport3nDr0nDe2,2.092732,0.679455,1.313397,1.992852,12334,12089,46584,46584
airport40nDr0nDe2,1.791980,0.450035,0.591448,1.041483,8194,7980,29129,29129
airport37nDr0nDe1,5.260410,1.181802,4.935923,6.117725,14261,14136,52533,52533
airport40nDr0nDe3,1.631579,0.441283,0.684300,1.125583,9171,8662,30902,30902
airport42nDr1nDe0,1.263158,0.181212,0.075415,0.256627,2768,2768,8542,8542
airport42nDr0nDe3,1.804511,0.254489,0.370042,0.624531,5981,5501,16835,16835
metroplex20nDr0nDe2,12.107769,1.569848,7.475453,9.045301,9264,8976,34596,34596
airport42nDr0nDe1,0.937343,0.374261,0.422563,0.796824,6286,6238,21655,21655
airport42nDr0nDe2,1.774436,0.342922,0.445947,0.788869,6776,6575,22790,22790
airport42nDr1nDe1,1.754386,0.222789,0.122217,0.345006,4009,3989,13271,13271
airport43nDr0nDe1,0.874687,0.262042,0.240319,0.502361,5662,5627,19977,19977
airport40nDr1nDe1,1.333333,0.755525,0.800886,1.556411,10663,10600,40170,40170
grid22nDr0nDe1,3.466165,1.396525,2.258091,3.654616,9033,8958,33557,33557
airport3nDr0nDe3,1.428571,1.238273,2.280654,3.518927,16969,16370,64328,64328
airport43nDr0nDe2,2.235589,0.427700,1.144022,1.571722,10730,10500,40209,40209
grid1nDr0nDe2,8.333333,3.578481,9.230483,12.808964,20082,19724,82815,82815
airport43nDr0nDe3,2.330827,0.960204,1.018404,1.978608,11186,10659,39922,39922
grid21nDr1nDe0,1.105263,4.750890,4.882745,9.633635,19856,19752,74816,74816
grid22nDr0nDe2,14.213033,1.519633,5.663140,7.182773,10686,10417,40631,40631
metroplex16nDr0nDe3,7.942356,5.823805,42.840775,48.664580,23514,22658,99785,99785
metroplex20nDr0nDe3,10.005013,2.487249,12.511022,14.998271,14263,13571,55356,55356
